"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00099636","正揚汽車貨運股份有限公司","基隆市安樂區崇德路234之4號","王惠珠","15000000","1040216"
"2","00292007","大龍汽車交通有限公司","基隆市信義區智誠里東明路181號1樓","林美華","3000000","1040205"
"3","00664338","平安運輸有限公司","臺北市士林區德行東路266巷8號2樓","吳筱茹","5000000","1040202"
"4","00682173","經緯工程有限公司","基隆市信義區信二路122號","潘家良","1000000","1040225"
"5","00684159","祥和船務代理有限公司","基隆市中正區義一路88號","林文卿","9000000","1040206"
"6","00751121","大洋冷凍股份有限公司","臺北市中山區朱崙街15號","焦威聯","20000000","1040217"
"7","01182915","歐奇照明股份有限公司","臺北市士林區承德路4段259號4樓","陳森鴻","25000000","1040210"
"8","01188143","尚辰企業有限公司","高雄市鼓山區中華一路316號12樓之1","黃明正","5000000","1040202"
"9","01515651","好來化工股份有限公司","臺北市松山區敦化南路1段2號9樓","李宏騫","30300000","1040225"
"10","01516075","晉享工業有限公司","新北市新莊區福營路165巷50號","李嘉龍","5000000","1040204"
"11","01518812","振遠科技股份有限公司","臺北市內湖區瑞光路435號7樓","吳張凱","2145633520","1040210"
"12","01859037","福泰建設有限公司","新北市板橋區民生路2段1號5樓","許秀葉","30000000","1040210"
"13","01871118","神寶生技開發有限公司","新北市新莊區中港路591巷25號1樓","胡嘉麟","7000000","1040213"
"14","01887792","新榮緯股份有限公司","新北市鶯歌區中正三路335巷38號","陳柏瑞","70000000","1040217"
"15","01983459","萊特工業股份有限公司","新北市三重區光復路1段83巷2號5樓","曾永泉","10000000","1040211"
"16","01989854","長暉企業有限公司","新北市三重區中興北街193巷14號","張東華","5000000","1040210"
"17","02077118","天基冷凍機電廠股份有限公司","新北市林口區工二工業區工三路3號","周明士","78750000","1040211"
"18","02908107","苗栗魚市場股份有限公司","苗栗縣苗栗市文山里至公路642號","邱炳坤","1240000","1040226"
"19","03060311","中外儀器股份有限公司","臺北市中正區博愛路130號4樓之3","吳智豪","50160000","1040202"
"20","03080506","公益國際開發股份有限公司","臺北市中山區松江路87號10樓","許瀛文","5000000","1040206"
"21","03082906","中國振業股份有限公司","臺北市松山區南京東路5段188號7樓之4","陳道鈞","57000000","1040206"
"22","03087803","中殼潤滑油股份有限公司","高雄市楠梓區宏毅二路南12巷2號1樓","鄭金玲","690408000","1040213"
"23","03090315","博德工業股份有限公司","花蓮縣花蓮市美工六街18號","王雷","18000000","1040212"
