SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,16,,良好,2,0.08,20,15,4,3.1,2.1,138,1,4.06,.93,2015-08-15 02:00
關山,臺東縣,18,,良好,1.3,,7.7,15,4,3.1,0.5,228,1,4.49,1.39,2015-08-15 02:00
馬公,澎湖縣,0,,,1.5,0.1,19,,7,7.4,2.2,150,1,8.16,.76,2015-08-15 02:00
金門,金門縣,29,,良好,6.3,0.16,20,32,7,9.9,3,215,1,10.86,.94,2015-08-15 02:00
馬祖,連江縣,26,,良好,2,0.1,20,24,10,3.2,5.2,200,2,4.62,1.48,2015-08-15 02:00
埔里,南投縣,13,,良好,1.5,0.17,8.6,13,3,6.1,1.4,98,1,6.62,.51,2015-08-15 02:00
復興,高雄市,11,,良好,1.5,0.26,0.6,11,8,20,0.5,188,1,29.69,9.26,2015-08-15 02:00
永和,新北市,22,,良好,1.8,0.39,4.6,22,7,10,1.6,199,1,16.12,5.97,2015-08-15 02:00
竹山,南投縣,20,,良好,2.2,0.12,7.9,23,5,6.2,1,150,1,8.05,1.89,2015-08-15 02:00
中壢,桃園市,31,,良好,4.4,0.48,7.5,29,3,16,1.3,199,1,28.21,11.85,2015-08-15 02:00
三重,新北市,43,,良好,1.8,0.87,,40,8,19,,,1,42.42,23.26,2015-08-15 02:00
冬山,宜蘭縣,17,,良好,1.6,0.12,12,17,8,,1.3,282,1,,,2015-08-15 02:00
宜蘭,宜蘭縣,24,,良好,1.3,0.12,13,22,4,3.2,0.6,337,1,3.42,.24,2015-08-15 02:00
陽明,臺北市,16,,良好,1.6,0.25,14,15,10,8.3,,,1,9.36,1.06,2015-08-15 02:00
花蓮,花蓮縣,25,,良好,0.8,0.13,10,26,5,3.1,2.5,232,1,8.01,4.93,2015-08-15 02:00
臺東,臺東縣,20,,良好,1.5,0.15,10,17,1,3.6,0.9,288,1,4.39,.76,2015-08-15 02:00
恆春,屏東縣,18,,良好,0.8,0.08,22,20,4,2.8,0.6,283,1,4.54,1.71,2015-08-15 02:00
潮州,屏東縣,16,,良好,1.3,0.1,8.4,18,8,3.6,1.7,92,1,4.41,.8,2015-08-15 02:00
屏東,屏東縣,17,,良好,1.6,0.27,7.8,17,0,9.6,0.9,120,1,10.69,1.06,2015-08-15 02:00
小港,高雄市,26,,良好,18,0.25,4.2,22,,23,0.8,219,,32.02,8.63,2015-08-15 02:00
前鎮,高雄市,22,,良好,19,0.18,2.4,26,0,20,0.9,323,,30.16,9.87,2015-08-15 02:00
前金,高雄市,22,,良好,4.2,0.18,14,22,1,11,1.8,202,1,11.87,1.01,2015-08-15 02:00
左營,高雄市,21,,良好,2.8,0.14,13,19,2,9.7,1.3,196,1,9.29,-.41,2015-08-15 02:00
楠梓,高雄市,28,,良好,2.4,0.19,9.1,33,2,14,2,89,1,13.95,.24,2015-08-15 02:00
林園,高雄市,15,,良好,1.9,0.16,17,16,4,7.5,1.1,305,1,7.95,.44,2015-08-15 02:00
大寮,高雄市,12,,良好,5.5,0.24,1.1,15,11,20,1,63,1,27.26,7.43,2015-08-15 02:00
鳳山,高雄市,25,,良好,6.2,0.27,6.6,31,1,18,1.6,86,1,20.17,2.29,2015-08-15 02:00
仁武,高雄市,22,,良好,3,0.19,14,23,2,12,1.5,97,1,13.19,1.3,2015-08-15 02:00
橋頭,高雄市,12,,良好,2.9,0.18,12,12,0,11,1.3,68,,12.86,1.43,2015-08-15 02:00
美濃,高雄市,8,,良好,1.5,0.12,9.6,5,6,3.4,1.3,82,1,4.15,.72,2015-08-15 02:00
臺南,臺南市,13,,良好,1.9,0.21,16,16,4,8.7,0.9,194,1,9.77,1.04,2015-08-15 02:00
安南,臺南市,16,,良好,1.8,0.16,16,11,6,8.2,0.9,194,1,8.27,.03,2015-08-15 02:00
善化,臺南市,15,,良好,2.5,0.2,8.8,13,6,15,1.7,106,1,15.78,.87,2015-08-15 02:00
新營,臺南市,16,,良好,2.2,0.15,11,15,0,7.4,1,101,1,8.58,1.21,2015-08-15 02:00
嘉義,嘉義市,12,,良好,1.3,0.15,6.8,14,0,6.8,1.3,116,1,8.47,1.68,2015-08-15 02:00
臺西,雲林縣,21,,良好,2.1,0.08,25,13,0,3.3,3.8,222,1,4.15,.84,2015-08-15 02:00
朴子,嘉義縣,21,,良好,1.8,0.11,18,24,0,5,2.2,146,1,5.85,.89,2015-08-15 02:00
新港,嘉義縣,12,,良好,4,0.16,7.2,11,0,7.1,2.7,137,1,15.31,8.2,2015-08-15 02:00
崙背,雲林縣,16,,良好,1.4,0.12,9.8,13,7,3.5,2.8,147,1,4.25,.78,2015-08-15 02:00
斗六,雲林縣,24,,良好,1.6,0.18,5.3,20,5,9.9,1.7,178,1,11.65,1.73,2015-08-15 02:00
南投,南投縣,19,,良好,1.3,0.15,9.4,15,1,4.6,2.1,164,1,7.27,2.63,2015-08-15 02:00
