SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,64,懸浮微粒,普通,4.2,0.34,19,69,58,9.9,0.6,134,6,2015-01-06 01:00
三重,新北市,72,懸浮微粒,普通,5.8,2.88,,72,32,43,,,5,2015-01-06 01:00
三義,苗栗縣,38,,良好,0.8,0.14,26,15,8,2,1.3,36,3,2015-01-06 01:00
土城,新北市,74,懸浮微粒,普通,4.2,1.93,2.2,79,53,34,0.5,172,8,2015-01-06 01:00
士林,臺北市,58,懸浮微粒,普通,2.3,2.12,1.6,89,20,36,0.5,18,3,2015-01-06 01:00
大同,臺北市,66,懸浮微粒,普通,5.8,3.17,,69,30,41,,,3,2015-01-06 01:00
大里,臺中市,74,懸浮微粒,普通,3.7,0.73,3.6,113,59,34,0.6,29,6,2015-01-06 01:00
大園,桃園市,68,懸浮微粒,普通,5,0.97,3.8,82,50,40,2.8,192,6,2015-01-06 01:00
大寮,高雄市,85,懸浮微粒,普通,5.4,0.88,13,126,87,32,1,359,9,2015-01-06 01:00
小港,高雄市,80,懸浮微粒,普通,7.3,1.02,13,135,81,50,1.2,48,7,2015-01-06 01:00
中山,臺北市,74,懸浮微粒,普通,4.6,3.34,1.6,84,41,39,0.5,96,5,2015-01-06 01:00
中壢,桃園市,86,懸浮微粒,普通,2,0.8,3.6,49,23,26,0.8,184,7,2015-01-06 01:00
仁武,高雄市,92,懸浮微粒,普通,6,1.07,7.3,147,65,46,0.7,108,8,2015-01-06 01:00
斗六,雲林縣,81,懸浮微粒,普通,4.3,0.69,3.6,112,74,26,0.8,34,10,2015-01-06 01:00
冬山,宜蘭縣,44,,良好,1.1,0.34,4.6,38,16,14,0.6,268,2,2015-01-06 01:00
古亭,臺北市,54,懸浮微粒,普通,1.7,1,1.8,29,10,28,0.6,189,3,2015-01-06 01:00
左營,高雄市,82,懸浮微粒,普通,5.8,0.85,20,125,91,32,0.7,342,10,2015-01-06 01:00
平鎮,桃園市,78,懸浮微粒,普通,3.2,0.47,4.5,52,19,28,1.1,153,7,2015-01-06 01:00
