"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00061717","中台通運股份有限公司","基隆市中正區義一路87號9樓之1","杜恒誼","20000000","1040624"
"2","00259963","基龍交通企業股份有限公司","基隆市仁愛區南榮路14號","謝憲道","6000000","1040611"
"3","00287308","利記企業股份有限公司","基隆市中正區信二路296之1號1樓","蔡陳白雪","10000000","1040609"
"4","00330403","華隆企業股份有限公司","基隆市仁愛區孝二路39號5樓之19、20","謝日揚","1000000","1040604"
"5","00650221","宏大理貨實業股份有限公司","基隆市中山區太白街41號2樓","何添財","4000000","1040616"
"6","00658878","鐘男有限公司","基隆市中山區太白街41號2樓","何英津","2000000","1040616"
"7","00670198","允明企業有限公司","基隆市仁愛區忠三路99號6樓之6、7","賴宗耀","3000000","1040609"
"8","00694065","臺安報關股份有限公司","基隆市仁愛區忠三路99號5樓之7","鄭清光","1000000","1040629"
"9","00701122","臺聯貨櫃通運股份有限公司","基隆市七堵區堵南里8鄰三合街2號","簡東捷","648000000","1040624"
"10","00703178","立佳交通有限公司","基隆市仁愛區南榮路14號","謝憲道","3000000","1040630"
"11","00772532","紹彭機械股份有限公司","臺北市中山區錦州街433號4樓","朱邦瑜","10500000","1040601"
"12","00786796","晟吉企業有限公司","基隆市仁愛區愛一路8號9樓之1","蔡仁吉","5000000","1040612"
"13","00819678","安宏通運股份有限公司","臺中市沙鹿區竹林里中山路紅竹巷10之4號","阮聰宏","12500000","1040616"
"14","00833117","高立展業有限公司","彰化縣員林鎮山腳路四段37巷332號","洪松林","500000","1040608"
"15","00843065","三明報關股份有限公司","基隆市仁愛區忠三路99號6樓之7","賴宗耀","5000000","1040612"
"16","00865047","炳喨工程股份有限公司","基隆市中正區新豐街303巷16弄20號","陳明陽","10000000","1040630"
"17","00867615","陸豐船舶工程股份有限公司","基隆市中山區太白街41號2樓","何添財","1000000","1040617"
"18","01074850","豐彤企業有限公司","臺北市松山區民生東路5段120號之2、6樓","黃立宏","5000000","1040629"
"19","01074887","安紳企業有限公司","桃園市蘆竹區長壽二街65號7樓","劉興邦","5000000","1040615"
"20","01128954","華新貿易有限公司","桃園市中壢區裕民街26-1號6樓","雪黎投資有限公司","5000000","1040625"
"21","01175111","珍玉坊寶飾銀樓有限公司","臺北市松山區民生東路4段79之1號1樓","高本榕","1000000","1040617"
"22","01178686","偉新國際興業有限公司","臺北市松山區復興北路1號10樓","黃正一","95000000","1040605"
"23","01182204","宜而佳企業有限公司","臺北市內湖區成功路3段174巷43號4樓之5","簡錦卿","5000000","1040604"
"24","01182915","歐奇照明股份有限公司","臺北市士林區承德路4段259號4樓","陳森鴻","35000000","1040601"
"25","01191479","農台有限公司","嘉義縣水上鄉塗溝村3鄰頂塗溝19-3號1樓","盧永露","5000000","1040616"
"26","01193151","喜燁實業股份有限公司","臺北市松山區南京東路5段66巷2弄1之2號2樓","蔡順情","5000000","1040625"
"27","01356464","東垠企業有限公司","臺北市信義區松平路30巷6弄5號1樓","林美雲","5000000","1040615"
"28","01405937","時報文化出版企業股份有限公司","臺北市萬華區大理街132號","趙政岷","303758000","1040618"
"29","01409413","情合企業有限公司","臺北市大安區復興南路1段243號6樓","陳信村","3000000","1040622"
"30","01505422","冠傑汽車有限公司","新北市三重區新北大道2段202號之1(1樓)","蘇德凉","3000000","1040605"
"31","01510038","我威企業股份有限公司","臺北市南港區成功路1段32號7樓之8","周懷榕","5000000","1040624"
"32","01510059","台塑企業投資股份有限公司","臺北市松山區敦化北路201之5號3樓","吳嘉昭","50000000","1040603"
"33","01515651","好來化工股份有限公司","臺北市松山區敦化南路1段2號9樓","李宏騫","30300000","1040608"
"34","01515717","安晶股份有限公司","臺北市松山區敦化北路207號12樓","陳若愚","28000000","1040622"
"35","01516265","久儀股份有限公司","臺北市中山區農安街64號1樓","陳進良","20000000","1040611"
"36","01517124","國眾電腦股份有限公司","臺北市內湖區陽光街298號3樓","王超群","897401230","1040626"
"37","01518756","華迅股份有限公司","臺北市松山區敦化北路88號11樓","王燦霖","70120000","1040630"
