SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,34,,良好,3.7,0.12,8.7,18,9,5.6,3.7,234,1,2015-04-19 03:00
三重,新北市,58,懸浮微粒,普通,2.7,1.04,,59,8,18,,,2,2015-04-19 03:00
三義,苗栗縣,25,,良好,1.2,0.13,11,20,4,4.2,4.3,196,1,2015-04-19 03:00
土城,新北市,41,,良好,0.8,0.37,5.2,34,26,,1.2,158,3,2015-04-19 03:00
士林,臺北市,29,,良好,1.9,0.16,8.3,21,,8,3.3,299,,2015-04-19 03:00
大同,臺北市,55,懸浮微粒,普通,2.3,1.01,,50,12,20,,,2,2015-04-19 03:00
大里,臺中市,34,,良好,2,0.19,3.8,9,8,10,0.8,188,1,2015-04-19 03:00
大園,桃園市,46,,良好,2.5,0.11,12,38,6,4.4,6.3,274,2,2015-04-19 03:00
大寮,高雄市,24,,良好,1.1,0.08,8.4,16,3,6.3,1.1,139,1,2015-04-19 03:00
小港,高雄市,46,,良好,9.6,0.09,6.7,42,13,11,2.3,186,1,2015-04-19 03:00
中山,臺北市,62,懸浮微粒,普通,2.9,0.71,0.7,63,15,16,1.1,286,3,2015-04-19 03:00
中壢,桃園市,47,,良好,1.9,0.34,2.3,31,10,9.6,2,137,2,2015-04-19 03:00
仁武,高雄市,41,,良好,8.1,0.18,5,35,1,16,2.2,167,1,2015-04-19 03:00
斗六,雲林縣,33,,良好,2.7,0.14,6.4,33,1,9.9,1.1,183,1,2015-04-19 03:00
冬山,宜蘭縣,22,,良好,1.8,0.2,26,26,18,2.3,1.2,205,2,2015-04-19 03:00
古亭,臺北市,56,懸浮微粒,普通,1.5,0.5,2.8,48,20,18,1.3,203,3,2015-04-19 03:00
左營,高雄市,42,,良好,2.6,0.12,4.7,45,0,8.9,2.3,186,2,2015-04-19 03:00
平鎮,桃園市,31,,良好,3.4,0.19,3.5,27,15,10,3.1,259,2,2015-04-19 03:00
永和,新北市,47,,良好,1.3,0.6,4.3,42,22,17,0.7,123,3,2015-04-19 03:00
安南,臺南市,35,,良好,4.3,0.19,5.8,31,5,11,1.7,154,1,2015-04-19 03:00
朴子,嘉義縣,44,,良好,2.4,0.14,4.6,36,8,7.7,2.4,169,1,2015-04-19 03:00
汐止,新北市,36,,良好,5.3,0.29,17,37,20,10,2.2,79,2,2015-04-19 03:00
竹山,南投縣,38,,良好,2.2,0.21,1.1,29,6,14,0.6,160,1,2015-04-19 03:00
竹東,新竹縣,31,,良好,1.8,0.18,4.8,31,12,5.3,0.8,124,2,2015-04-19 03:00
西屯,臺中市,32,,良好,2.7,0.15,4.7,28,0,10,1.3,194,1,2015-04-19 03:00
沙鹿,臺中市,35,,良好,1.7,0.13,8.7,28,2,7,3,188,1,2015-04-19 03:00
宜蘭,宜蘭縣,39,,良好,1.9,0.25,27,44,,5,0.9,227,,2015-04-19 03:00
忠明,臺中市,32,,良好,2.2,0.19,6.1,27,11,6.7,0.7,208,1,2015-04-19 03:00
松山,臺北市,42,,良好,2.8,0.39,6.5,38,20,17,1.1,71,3,2015-04-19 03:00
