FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
W0600021,金門酒廠實業股份有限公司金寧廠,2015年第2季,80.684,公噸,1.542,公噸,0.318,公噸,4.356,公噸,完成申報
W0600021,金門酒廠實業股份有限公司金寧廠,2015年第1季,81.6,公噸,1.426,公噸,0.299,公噸,4.217,公噸,完成核算
W0505245,信源汽車,2015年第2季,0.005,公噸,,公噸,,公噸,,公噸,核算確認中
W0505245,信源汽車,2015年第1季,0.003,公噸,,公噸,,公噸,,公噸,完成核算
W0505236,穎哲企業社,2015年第2季,0.006,公噸,,公噸,,公噸,,公噸,核算確認中
W0505236,穎哲企業社,2015年第1季,0.007,公噸,,公噸,,公噸,,公噸,完成核算
W0504775,台灣電力股份有限公司塔山發電廠,2015年第2季,0.059,公噸,8.013,公噸,67.622,公噸,906.705,公噸,完成申報
W0504775,台灣電力股份有限公司塔山發電廠,2015年第1季,0.055,公噸,7.517,公噸,35.306,公噸,632.027,公噸,完成核算
W0503858,信華洗衣店,2015年第2季,0.2,公噸,,公噸,,公噸,,公噸,核算確認中
W0503858,信華洗衣店,2015年第1季,0.2,公噸,,公噸,,公噸,,公噸,完成核算
W0503849,譽都汽車有限公司,2015年第2季,0.005,公噸,,公噸,,公噸,,公噸,核算確認中
W0503849,譽都汽車有限公司,2015年第1季,0.006,公噸,,公噸,,公噸,,公噸,完成核算
W0503821,海濱乾洗中心,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
W0503821,海濱乾洗中心,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
W0503803,永升汽車有限公司,2015年第2季,0.006,公噸,,公噸,,公噸,,公噸,核算確認中
W0503803,永升汽車有限公司,2015年第1季,0.005,公噸,,公噸,,公噸,,公噸,完成核算
W0503796,全進汽車股份有限公司,2015年第2季,0.022,公噸,,公噸,,公噸,,公噸,核算確認中
W0503796,全進汽車股份有限公司,2015年第1季,0.02,公噸,,公噸,,公噸,,公噸,完成核算
W0503787,快潔洗衣店,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
W0503787,快潔洗衣店,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
W0500053,浯江大飯店股份有限公司,2015年第2季,0,公噸,,公噸,0.001,公噸,0.038,公噸,核算確認中
W0500053,浯江大飯店股份有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0.029,公噸,完成核算
W0500026,金門宏玻陶瓷股份有限公司,2015年第1季,0.065,公噸,,公噸,,公噸,,公噸,完成核算
W0500017,金門酒廠實業股份有限公司金城廠,2015年第2季,33.962,公噸,1.937,公噸,0.203,公噸,2.622,公噸,完成申報
W0500017,金門酒廠實業股份有限公司金城廠,2015年第1季,33.634,公噸,1.834,公噸,0.197,公噸,2.618,公噸,完成核算
W0406407,金門華龍酒廠股份有限公司,2015年第2季,0.011,公噸,,公噸,,公噸,,公噸,核算確認中
W0406407,金門華龍酒廠股份有限公司,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
W0405571,金門浯江酒廠實業股份有限公司,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
W0405571,金門浯江酒廠實業股份有限公司,2015年第1季,0.039,公噸,,公噸,,公噸,,公噸,完成核算
W0405035,堡鋒實業有限公司,2015年第2季,0.017,公噸,,公噸,0.004,公噸,0.005,公噸,核算確認中
W0405035,堡鋒實業有限公司,2015年第1季,0.014,公噸,,公噸,0.003,公噸,0.004,公噸,完成核算
W0404930,台灣電力股份有限公司塔山發電廠夏興分廠,2015年第2季,0.132,公噸,0.732,公噸,0.745,公噸,92.674,公噸,完成申報
W0404930,台灣電力股份有限公司塔山發電廠夏興分廠,2015年第1季,0.112,公噸,0.497,公噸,0.525,公噸,65.332,公噸,完成核算
W0404912,金三榮工程股份有限公司土石方資源堆置處理場,2015年第2季,,公噸,0.346,公噸,,公噸,,公噸,完成申報
W0404912,金三榮工程股份有限公司土石方資源堆置處理場,2015年第1季,,公噸,0.734,公噸,,公噸,,公噸,完成季登錄確認
W0404725,雨宙實業股份有限公司,2015年第2季,0.06,公噸,,公噸,,公噸,,公噸,核算確認中
W0404725,雨宙實業股份有限公司,2015年第1季,0.056,公噸,,公噸,,公噸,,公噸,完成核算
W0404627,金門皇家酒廠股份有限公司,2015年第2季,2.98,公噸,0.116,公噸,0.026,公噸,0.114,公噸,完成申報
W0404627,金門皇家酒廠股份有限公司,2015年第1季,4.666,公噸,0.158,公噸,0.037,公噸,0.166,公噸,完成核算
W0403960,逢春車行,2015年第2季,0.01,公噸,,公噸,,公噸,,公噸,核算確認中
W0403960,逢春車行,2015年第1季,0.005,公噸,,公噸,,公噸,,公噸,完成核算
W0403951,輝煌汽車行,2015年第2季,0.057,公噸,,公噸,,公噸,,公噸,核算確認中
W0403951,輝煌汽車行,2015年第1季,0.056,公噸,,公噸,,公噸,,公噸,完成核算
W0403933,金門大順酒廠股份有限公司,2015年第2季,0.048,公噸,,公噸,,公噸,,公噸,核算確認中
W0403933,金門大順酒廠股份有限公司,2015年第1季,0.142,公噸,,公噸,,公噸,,公噸,完成核算
W0403915,伸倫汽車材料行,2015年第2季,0.008,公噸,,公噸,,公噸,,公噸,核算確認中
W0403915,伸倫汽車材料行,2015年第1季,0.005,公噸,,公噸,,公噸,,公噸,完成核算
W0403899,金門縣金門日報社,2015年第2季,0.192,公噸,,公噸,,公噸,,公噸,核算確認中
W0403899,金門縣金門日報社,2015年第1季,0.538,公噸,,公噸,,公噸,,公噸,完成核算
W0403666,台灣中油公司油品行銷事業部高雄營業處金馬行銷中心,2015年第2季,3.384,公噸,,公噸,,公噸,,公噸,完成申報
W0403666,台灣中油公司油品行銷事業部高雄營業處金馬行銷中心,2015年第1季,3.564,公噸,,公噸,,公噸,,公噸,完成核算
W0403611,酒鄉股份有限公司,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
W0403611,酒鄉股份有限公司,2015年第1季,0.019,公噸,,公噸,,公噸,,公噸,完成核算
W0403577,金門縣動植物防疫所,2015年第2季,0.008,公噸,,公噸,0.03,公噸,0.045,公噸,核算確認中
W0403577,金門縣動植物防疫所,2015年第1季,0.006,公噸,,公噸,0.025,公噸,0.036,公噸,完成核算
W0400156,金三榮工程股份有限公司太湖廠,2015年第2季,0.066,公噸,1.342,公噸,0.367,公噸,0.24,公噸,核算確認中
W0400156,金三榮工程股份有限公司太湖廠,2015年第1季,0.077,公噸,1.15,公噸,0.44,公噸,0.301,公噸,完成核算
W0400049,和發水泥瀝青預拌廠,2015年第2季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
W0400049,和發水泥瀝青預拌廠,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
W0400021,金門縣陶瓷廠,2015年第1季,,公噸,,公噸,0.057,公噸,0.726,公噸,完成核算
V9000010,臺灣電力股份有限公司台東區營業處蘭嶼發電廠,2015年第2季,0.04,公噸,1.3,公噸,0.598,公噸,36.029,公噸,完成申報
V9000010,臺灣電力股份有限公司台東區營業處蘭嶼發電廠,2015年第1季,0.033,公噸,1.03,公噸,0.355,公噸,25.534,公噸,完成核算
V8903021,東宏行正興廠,2015年第2季,,公噸,5.415,公噸,,公噸,,公噸,完成季登錄確認
V8903021,東宏行正興廠,2015年第1季,,公噸,4.47,公噸,,公噸,,公噸,完成季登錄確認
V8803393,互助營造股份有限公司-「台9線南迴公路安朔至草埔段C2隧道標(6k+300-11K+006)新建工程,2015年第2季,,公噸,1.569,公噸,,公噸,,公噸,完成季登錄確認
V8703076,東山砂石股份有限公司,2015年第2季,,公噸,0.981,公噸,,公噸,,公噸,完成季登錄確認
V8500020,臺灣電力股份有限公司台東區營業處綠島發電廠,2015年第2季,0.032,公噸,0.98,公噸,0.404,公噸,32.052,公噸,完成申報
V8500020,臺灣電力股份有限公司台東區營業處綠島發電廠,2015年第1季,0.029,公噸,0.51,公噸,0.21,公噸,16.226,公噸,完成核算
V8403115,嘉美洗衣店,2015年第2季,0.05,公噸,,公噸,,公噸,,公噸,完成申報
V8403115,嘉美洗衣店,2015年第1季,0.05,公噸,,公噸,,公噸,,公噸,完成核算
V8403099,顥堅有限公司東欣廠,2015年第2季,,公噸,1.133,公噸,,公噸,,公噸,申報補件
V8403099,顥堅有限公司東欣廠,2015年第1季,,公噸,0.89,公噸,,公噸,,公噸,申報補件
V8403080,善若水股份有限公司台東池上工場,2015年第2季,0,公噸,,公噸,0.095,公噸,0.066,公噸,完成申報
V8403080,善若水股份有限公司台東池上工場,2015年第1季,0,公噸,,公噸,0.061,公噸,0.042,公噸,完成核算
V8400196,灝業採石場,2015年第2季,,公噸,6.117,公噸,,公噸,,公噸,完成季登錄確認
V8400196,灝業採石場,2015年第1季,,公噸,5.337,公噸,,公噸,,公噸,完成季登錄確認
V8303263,脫線農產行,2015年第2季,0,公噸,,公噸,0.046,公噸,0.032,公噸,完成申報
V8303263,脫線農產行,2015年第1季,0,公噸,,公噸,0.046,公噸,0.032,公噸,完成核算
V8300093,鹿原砂石場,2015年第2季,,公噸,2.589,公噸,,公噸,,公噸,完成季登錄確認
V8203188,臺東縣長濱鄉長濱漁港,2015年第2季,,公噸,0.653,公噸,,公噸,,公噸,完成季登錄確認
V8203188,臺東縣長濱鄉長濱漁港,2015年第1季,,公噸,0.653,公噸,,公噸,,公噸,完成季登錄確認
V8200114,長濱鄉農會水泥預拌廠,2015年第2季,,公噸,0,公噸,,公噸,,公噸,完成季登錄確認
V8200016,日興礦業股份有限公司,2015年第2季,0,公噸,,公噸,0.038,公噸,0.026,公噸,完成申報
V8200016,日興礦業股份有限公司,2015年第1季,0,公噸,,公噸,0.057,公噸,0.04,公噸,完成核算
V8103263,金樽漁港砂石堆置場,2015年第2季,,公噸,0,公噸,,公噸,,公噸,完成季登錄確認
V8004176,祥興砂石行,2015年第2季,,公噸,10.389,公噸,,公噸,,公噸,完成補件
V8004176,祥興砂石行,2015年第1季,,公噸,12.105,公噸,,公噸,,公噸,完成補件
V8000089,礐興企業股份有限公司太麻里廠,2015年第2季,,公噸,12.738,公噸,,公噸,,公噸,申報補件
V8000061,台東地區農會食品加工廠,2015年第2季,,公噸,,公噸,0,公噸,0,公噸,核算確認中
V8000061,台東地區農會食品加工廠,2015年第1季,0,公噸,,公噸,0.048,公噸,0.033,公噸,完成核算
V8000052,鴻達實業股份有限公司,2015年第2季,0,公噸,0.903,公噸,0.241,公噸,0.24,公噸,完成申報
V8000052,鴻達實業股份有限公司,2015年第1季,0.101,公噸,0.635,公噸,0.149,公噸,0.153,公噸,完成核算
V7903107,臺東縣大武鄉大武漁港,2015年第2季,,公噸,0.653,公噸,,公噸,,公噸,完成季登錄確認
V7903107,臺東縣大武鄉大武漁港,2015年第1季,,公噸,0.653,公噸,,公噸,,公噸,完成季登錄確認
V7900142,立原興業股份有限公司大武廠,2015年第2季,,公噸,2.412,公噸,,公噸,,公噸,完成季登錄確認
V7900142,立原興業股份有限公司大武廠,2015年第1季,,公噸,2.696,公噸,,公噸,,公噸,完成季登錄確認
V7900124,兄弟砂石場,2015年第2季,,公噸,0,公噸,,公噸,,公噸,完成申報
V7900026,久明企業有限公司大武廠,2015年第2季,,公噸,9.846,公噸,,公噸,,公噸,完成季登錄確認
V7900026,久明企業有限公司大武廠,2015年第1季,,公噸,8.258,公噸,,公噸,,公噸,完成季登錄確認
V7805615,檜富旺有限公司,2015年第2季,0,公噸,,公噸,0.023,公噸,0.016,公噸,完成申報
V7805615,檜富旺有限公司,2015年第1季,0,公噸,,公噸,0.057,公噸,0.04,公噸,完成核算
V7805437,蜜月四季餐旅購有限公司知本金聯世紀酒店分公司,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7803577,明峰林木業有限公司,2015年第2季,0,公噸,,公噸,0.049,公噸,0.034,公噸,核算確認中
V7803577,明峰林木業有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7803380,超能生化科技股份有限公司台東分公司初鹿牧場,2015年第2季,0,公噸,,公噸,0.1,公噸,0.069,公噸,核算確認中
V7803380,超能生化科技股份有限公司台東分公司初鹿牧場,2015年第1季,0,公噸,,公噸,0.1,公噸,0.07,公噸,完成核算
V7803175,台東縣農會東遊季溫泉渡假村,2015年第2季,0,公噸,,公噸,0.462,公噸,0.168,公噸,完成申報
V7803175,台東縣農會東遊季溫泉渡假村,2015年第1季,0,公噸,,公噸,0.285,公噸,0.198,公噸,完成核算
V7800423,法務部矯正署東成技能訓練所,2015年第2季,,公噸,,公噸,0.17,公噸,0.118,公噸,核算確認中
V7800423,法務部矯正署東成技能訓練所,2015年第1季,,公噸,,公噸,0.224,公噸,0.155,公噸,完成核算
V7703330,俊發砂石場二廠,2015年第2季,,公噸,3.35,公噸,,公噸,,公噸,申報補件
V7703330,俊發砂石場二廠,2015年第1季,,公噸,3.04,公噸,,公噸,,公噸,完成季登錄確認
V7703269,山水軒渡假村飯店,2015年第1季,0,公噸,,公噸,0.285,公噸,0.198,公噸,完成核算
V7700295,俊發砂石場,2015年第2季,,公噸,9.69,公噸,,公噸,,公噸,申報補件
V7700035,忠鴻瀝青廠股份有限公司溪埔廠,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V7700035,忠鴻瀝青廠股份有限公司溪埔廠,2015年第1季,0.017,公噸,0.164,公噸,0.057,公噸,0.035,公噸,完成核算
V7603531,台東縣成功鎮火葬場,2015年第1季,,公噸,,公噸,0.003,公噸,0.035,公噸,完成核算
V7603111,正群實業股份有限公司,2015年第2季,,公噸,0.178,公噸,,公噸,,公噸,完成季登錄確認
V7603068,展憲企業有限公司,2015年第2季,,公噸,2.18,公噸,,公噸,,公噸,申報補件
V7600423,晉誠有限公司,2015年第2季,,公噸,0.351,公噸,,公噸,,公噸,完成季登錄確認
V7600423,晉誠有限公司,2015年第1季,,公噸,0.357,公噸,,公噸,,公噸,完成補件
V7600049,美而潔洗衣店,2015年第2季,0.01,公噸,,公噸,,公噸,,公噸,完成申報
V7600049,美而潔洗衣店,2015年第1季,0.01,公噸,,公噸,,公噸,,公噸,完成核算
V7600030,成功機械洗衣店,2015年第2季,0,公噸,,公噸,,公噸,,公噸,完成申報
V7600030,成功機械洗衣店,2015年第1季,0.01,公噸,,公噸,,公噸,,公噸,完成核算
V75A8731,惠捷實業有限公司台東分公司,2015年第2季,0,公噸,,公噸,0.38,公噸,0.264,公噸,完成申報
V75A8731,惠捷實業有限公司台東分公司,2015年第1季,0.001,公噸,,公噸,0.19,公噸,0.132,公噸,完成核算
V75A8662,桂田璽悅酒店股份有限公司,2015年第2季,,公噸,,公噸,0.017,公噸,0.21,公噸,完成申報
V75A8662,桂田璽悅酒店股份有限公司,2015年第1季,,公噸,,公噸,0,公噸,0.191,公噸,完成核算
V75A7842,宏騰砂石有限公司,2015年第2季,,公噸,1.762,公噸,,公噸,,公噸,申報補件
V75A7842,宏騰砂石有限公司,2015年第1季,,公噸,1.608,公噸,,公噸,,公噸,完成季登錄確認
V75A7753,台東縣農會飼料廠,2015年第2季,,公噸,,公噸,0.01,公噸,0.007,公噸,完成申報
V75A7753,台東縣農會飼料廠,2015年第1季,,公噸,,公噸,0.248,公噸,0.172,公噸,完成核算
V75A7723,旗魚金典商務大飯店股份有限公司,2015年第2季,0,公噸,,公噸,0,公噸,0.012,公噸,核算確認中
V75A7723,旗魚金典商務大飯店股份有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0.015,公噸,完成核算
V75A4888,瑞晟砂石有限公司,2015年第2季,,公噸,5.124,公噸,,公噸,,公噸,申報補件
V75A4531,漢岱汽車有限公司,2015年第2季,0.053,公噸,,公噸,,公噸,,公噸,完成申報
V75A3969,陽宸企業有限公司,2015年第2季,0.406,公噸,5.657,公噸,0.176,公噸,0.235,公噸,完成申報
V75A3969,陽宸企業有限公司,2015年第1季,0.409,公噸,8.525,公噸,0.391,公噸,0.536,公噸,完成核算
V75A3840,開達休閒開發股份有限公司,2015年第2季,0,公噸,,公噸,0.126,公噸,0.088,公噸,核算確認中
V75A3840,開達休閒開發股份有限公司,2015年第1季,0,公噸,,公噸,0.137,公噸,0.095,公噸,完成核算
V75A3474,鈜業企業有限公司,2015年第2季,,公噸,8.885,公噸,,公噸,,公噸,申報補件
V75A3474,鈜業企業有限公司,2015年第1季,,公噸,5.17,公噸,,公噸,,公噸,完成季登錄確認
V75A2703,台東縣台東市殯葬管理所,2015年第1季,,公噸,,公噸,0.004,公噸,0.057,公噸,完成核算
V75A2090,深盈汽車保養廠股份有限公司,2015年第2季,0.025,公噸,,公噸,,公噸,,公噸,完成申報
V7506742,連誠汽車股份有限公司,2015年第2季,0.095,公噸,,公噸,0.005,公噸,0.004,公噸,完成申報
V7506742,連誠汽車股份有限公司,2015年第1季,0.113,公噸,,公噸,0.007,公噸,0.005,公噸,完成核算
V7506313,娜路彎大酒店股份有限公司,2015年第2季,,公噸,,公噸,0,公噸,0,公噸,核算確認中
V7506313,娜路彎大酒店股份有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7506304,明德豆沙廠,2015年第2季,0,公噸,,公噸,0.027,公噸,0.018,公噸,完成申報
V7506304,明德豆沙廠,2015年第1季,0,公噸,,公噸,0.021,公噸,0.014,公噸,完成核算
V7506288,早點大王,2015年第2季,0,公噸,,公噸,0.066,公噸,0.046,公噸,完成申報
V7506288,早點大王,2015年第1季,0,公噸,,公噸,0.066,公噸,0.046,公噸,完成核算
V7506233,東之鄉洗衣有限公司,2015年第2季,0,公噸,,公噸,0.475,公噸,0.329,公噸,核算確認中
V7506233,東之鄉洗衣有限公司,2015年第1季,0,公噸,,公噸,0.475,公噸,0.329,公噸,完成核算
V7504999,益源砂石有限公司,2015年第2季,,公噸,0.394,公噸,,公噸,,公噸,申報補件
V7504962,葉堂鑫,2015年第2季,0,公噸,,公噸,0.011,公噸,0.008,公噸,完成申報
V7504962,葉堂鑫,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7504944,林珍唐,2015年第2季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
V7504944,林珍唐,2015年第1季,0,公噸,,公噸,0.095,公噸,0.066,公噸,完成核算
V7504926,復盛食品廠,2015年第2季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
V7504926,復盛食品廠,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7504917,新馨股份有限公司,2015年第2季,0,公噸,,公噸,0.008,公噸,0.005,公噸,完成申報
V7504917,新馨股份有限公司,2015年第1季,0,公噸,,公噸,0.021,公噸,0.014,公噸,完成核算
V7504873,上勇開發有限公司,2015年第2季,,公噸,0.373,公噸,,公噸,,公噸,完成季登錄確認
V7504775,東輝屠宰場,2015年第2季,0,公噸,,公噸,0,公噸,0.008,公噸,核算確認中
V7504720,澄憶企業有限公司,2015年第2季,,公噸,0.18,公噸,,公噸,,公噸,完成季登錄確認
V7504711,佛昀企業有限公司,2015年第2季,,公噸,1.109,公噸,,公噸,,公噸,完成季登錄確認
V7504659,富甲屠宰場,2015年第2季,0,公噸,,公噸,0,公噸,0.004,公噸,完成申報
V7504542,儷珍洗衣店,2015年第2季,0.15,公噸,,公噸,,公噸,,公噸,核算確認中
V7504542,儷珍洗衣店,2015年第1季,0.04,公噸,,公噸,,公噸,,公噸,完成核算
V7504533,家新洗衣店,2015年第2季,0.05,公噸,,公噸,,公噸,,公噸,完成申報
V7504533,家新洗衣店,2015年第1季,0.05,公噸,,公噸,,公噸,,公噸,完成核算
V7504515,阿信洗衣部,2015年第2季,0.05,公噸,,公噸,,公噸,,公噸,完成申報
V7504515,阿信洗衣部,2015年第1季,0.05,公噸,,公噸,,公噸,,公噸,完成核算
V7504480,全麗潔洗衣店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
V7504462,明潔洗衣店,2015年第2季,0,公噸,,公噸,,公噸,,公噸,完成申報
V7504462,明潔洗衣店,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
V7504453,麗新快洗,2015年第1季,0.04,公噸,,公噸,,公噸,,公噸,完成核算
V7504444,高尚洗衣店,2015年第2季,0.03,公噸,,公噸,,公噸,,公噸,完成申報
V7504444,高尚洗衣店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
V7504060,永固企業社,2015年第2季,,公噸,0,公噸,,公噸,,公噸,完成季登錄確認
V7503876,鴻進汽車有限公司,2015年第2季,0.02,公噸,,公噸,,公噸,,公噸,完成申報
V7503876,鴻進汽車有限公司,2015年第1季,0.02,公噸,,公噸,,公噸,,公噸,完成核算
V7502600,聯合洗衣店,2015年第2季,0.03,公噸,,公噸,,公噸,,公噸,核算確認中
V7502600,聯合洗衣店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
V7502575,佰新順企業股份有限公司,2015年第2季,,公噸,,公噸,0,公噸,0,公噸,完成申報
V7502575,佰新順企業股份有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7502502,福昌行,2015年第2季,0,公噸,,公噸,0,公噸,0,公噸,完成申報
V7502502,福昌行,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7502486,國都商務旅館,2015年第2季,0,公噸,,公噸,0.011,公噸,0.008,公噸,完成申報
V7502486,國都商務旅館,2015年第1季,0,公噸,,公噸,0.011,公噸,0.008,公噸,完成核算
V7502253,英倫旅店,2015年第2季,0,公噸,,公噸,0.006,公噸,0.004,公噸,完成申報
V7502253,英倫旅店,2015年第1季,0,公噸,,公噸,0.006,公噸,0.004,公噸,完成核算
V7502244,金龍大旅社,2015年第2季,0,公噸,,公噸,0.008,公噸,0.005,公噸,核算確認中
V7502244,金龍大旅社,2015年第1季,0,公噸,,公噸,0.008,公噸,0.005,公噸,完成核算
V7502217,世紀旅社,2015年第2季,0,公噸,,公噸,0.008,公噸,0.005,公噸,完成申報
V7502217,世紀旅社,2015年第1季,0,公噸,,公噸,0.008,公噸,0.005,公噸,完成核算
V7502182,統一旅社,2015年第2季,0,公噸,,公噸,0.006,公噸,0.004,公噸,完成申報
V7502182,統一旅社,2015年第1季,0,公噸,,公噸,0.006,公噸,0.004,公噸,完成核算
V7502173,金安旅社,2015年第2季,0,公噸,,公噸,0,公噸,0.001,公噸,完成申報
V7502173,金安旅社,2015年第1季,0,公噸,,公噸,0,公噸,0.001,公噸,完成核算
V7502100,山大王別館,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
V7502093,新福治大旅社,2015年第2季,0,公噸,,公噸,0.011,公噸,0.008,公噸,核算確認中
V7502093,新福治大旅社,2015年第1季,0,公噸,,公噸,0.023,公噸,0.016,公噸,完成核算
V7502020,旅行家商務會館,2015年第2季,0,公噸,,公噸,0,公噸,0,公噸,完成申報
V7502020,旅行家商務會館,2015年第1季,0,公噸,,公噸,0.011,公噸,0.008,公噸,完成核算
V7502002,皇冠大旅社,2015年第2季,0,公噸,,公噸,0.008,公噸,0.005,公噸,完成申報
V7502002,皇冠大旅社,2015年第1季,0,公噸,,公噸,0.008,公噸,0.005,公噸,完成核算
V7501952,聯亞大飯店有限公司,2015年第2季,,公噸,,公噸,0.046,公噸,0.032,公噸,核算確認中
V7501952,聯亞大飯店有限公司,2015年第1季,0,公噸,,公噸,0.08,公噸,0.055,公噸,完成核算
V7501916,空軍第七三七戰術戰鬥機聯隊,2015年第2季,,公噸,,公噸,0.012,公噸,0.015,公噸,完成申報
V7501916,空軍第七三七戰術戰鬥機聯隊,2015年第1季,0,公噸,,公噸,0,公噸,0.046,公噸,完成核算
V7501907,法務部矯正署岩灣技能訓練所,2015年第1季,,公噸,,公噸,0.184,公噸,0.127,公噸,完成核算
V7501836,興東園大旅社股份有限公司,2015年第2季,0,公噸,,公噸,0.011,公噸,0.008,公噸,完成申報
V7501836,興東園大旅社股份有限公司,2015年第1季,0,公噸,,公噸,0.011,公噸,0.008,公噸,完成核算
V7501783,賴永美飼料股份有限公司,2015年第2季,,公噸,3.577,公噸,0.025,公噸,0.018,公噸,核算確認中
V7501783,賴永美飼料股份有限公司,2015年第1季,0,公噸,3.396,公噸,0.023,公噸,0.016,公噸,完成核算
V7501621,有豪企業有限公司,2015年第2季,0,公噸,,公噸,0.017,公噸,0.332,公噸,完成申報
V7501621,有豪企業有限公司,2015年第1季,0,公噸,,公噸,0.016,公噸,0.347,公噸,完成核算
V7501612,仲捷股份有限公司,2015年第2季,0,公噸,,公噸,0.38,公噸,0.264,公噸,完成申報
V7501612,仲捷股份有限公司,2015年第1季,0,公噸,,公噸,0.38,公噸,0.264,公噸,完成核算
V7501498,太煌企業有限公司,2015年第2季,,公噸,0.043,公噸,,公噸,,公噸,完成季登錄確認
V7501489,佛育企業股份有限公司吉林廠,2015年第2季,,公噸,10.384,公噸,,公噸,,公噸,申報補件
V7501470,本上企業有限公司,2015年第2季,,公噸,1.751,公噸,,公噸,,公噸,申報補件
V7501470,本上企業有限公司,2015年第1季,,公噸,1.252,公噸,,公噸,,公噸,完成季登錄確認
V7501452,仁福汽車股份有限公司,2015年第2季,0.057,公噸,,公噸,,公噸,,公噸,完成申報
V7501452,仁福汽車股份有限公司,2015年第1季,0.026,公噸,,公噸,,公噸,,公噸,完成核算
V7501425,國源汽車股份有限公司臺東分公司,2015年第2季,0.133,公噸,,公噸,,公噸,,公噸,完成申報
V7501425,國源汽車股份有限公司臺東分公司,2015年第1季,0.131,公噸,,公噸,,公噸,,公噸,完成核算
V7501372,匯豐汽車股份有限公司,2015年第2季,0.132,公噸,,公噸,,公噸,,公噸,完成申報
V7501372,匯豐汽車股份有限公司,2015年第1季,0.211,公噸,,公噸,,公噸,,公噸,完成核算
V7501327,裕發汽車修理工廠,2015年第2季,0.04,公噸,,公噸,,公噸,,公噸,核算確認中
V7501327,裕發汽車修理工廠,2015年第1季,0.038,公噸,,公噸,,公噸,,公噸,完成核算
V7501032,台東縣肉品市場股份有限公司,2015年第2季,0,公噸,,公噸,0.104,公噸,0.072,公噸,完成申報
V7501032,台東縣肉品市場股份有限公司,2015年第1季,0,公噸,,公噸,0.104,公噸,0.072,公噸,完成核算
V7500857,馬偕紀念醫院台東分院,2015年第2季,,公噸,,公噸,0.57,公噸,0.395,公噸,核算確認中
V7500857,馬偕紀念醫院台東分院,2015年第1季,0.001,公噸,,公噸,0.57,公噸,0.395,公噸,完成核算
V7500777,中華紙漿股份有限公司台東廠,2015年第2季,0.003,公噸,14.08,公噸,12.56,公噸,25.304,公噸,核算確認中
V7500777,中華紙漿股份有限公司台東廠,2015年第1季,0.003,公噸,16.06,公噸,11.297,公噸,21.727,公噸,完成核算
V7500704,寶麗晶快洗中心,2015年第2季,0.03,公噸,,公噸,,公噸,,公噸,核算確認中
V7500704,寶麗晶快洗中心,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
V7500697,寶桑洗衣店,2015年第2季,0.05,公噸,,公噸,,公噸,,公噸,核算確認中
V7500697,寶桑洗衣店,2015年第1季,0.05,公噸,,公噸,,公噸,,公噸,完成核算
V7500660,興東興業股份有限公司,2015年第2季,,公噸,5.913,公噸,,公噸,,公噸,申報補件
V7500580,新光洗衣部,2015年第2季,0.02,公噸,,公噸,,公噸,,公噸,核算確認中
V7500580,新光洗衣部,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
V7500553,順成洗衣部,2015年第2季,0.038,公噸,,公噸,,公噸,,公噸,核算確認中
V7500553,順成洗衣部,2015年第1季,0.038,公噸,,公噸,,公噸,,公噸,完成核算
V7500393,美好洗衣店,2015年第2季,0.02,公噸,,公噸,,公噸,,公噸,核算確認中
V7500393,美好洗衣店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
