SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,38,,良好,7,0.32,39,53,20,13,5.7,161,2,2015-02-01 13:00
三重,新北市,32,,良好,2.6,1.14,,41,0,25,,,1,2015-02-01 13:00
三義,苗栗縣,42,,良好,1.9,0.31,50,33,11,5.8,4.4,44,1,2015-02-01 13:00
土城,新北市,30,,良好,1.4,0.33,36,26,9,6.8,2.4,180,1,2015-02-01 13:00
士林,臺北市,32,,良好,2.9,0.24,37,41,18,6,3.3,103,1,2015-02-01 13:00
大同,臺北市,33,,良好,2.5,0.58,,37,5,20,,,1,2015-02-01 13:00
大里,臺中市,45,,良好,1.8,0.43,54,37,23,12,2.5,312,1,2015-02-01 13:00
大園,桃園市,31,,良好,2.4,0.21,37,37,10,7.1,9.1,63,2,2015-02-01 13:00
大寮,高雄市,69,懸浮微粒,普通,5.9,0.57,62,86,55,20,2.3,263,6,2015-02-01 13:00
小港,高雄市,76,懸浮微粒,普通,8.6,0.53,59,107,55,20,2.9,272,7,2015-02-01 13:00
中山,臺北市,27,,良好,1.7,0.39,29,26,8,16,3.1,117,1,2015-02-01 13:00
中壢,桃園市,31,,良好,2,0.6,29,28,4,17,2.8,113,1,2015-02-01 13:00
仁武,高雄市,54,臭氧,普通,5.3,0.53,65,39,,15,2.5,283,,2015-02-01 13:00
斗六,雲林縣,51,臭氧,普通,4,0.47,61,66,41,11,2.2,306,2,2015-02-01 13:00
冬山,宜蘭縣,30,,良好,1.8,0.26,36,12,9,5.8,1.8,277,1,2015-02-01 13:00
古亭,臺北市,26,,良好,1.2,0.33,31,26,13,9.8,4.3,29,1,2015-02-01 13:00
左營,高雄市,68,懸浮微粒,普通,3.7,0.49,68,97,50,11,4.3,291,5,2015-02-01 13:00
平鎮,桃園市,29,,良好,1.6,0.32,34,15,7,8.3,3.6,63,1,2015-02-01 13:00
永和,新北市,29,,良好,1.3,0.36,35,20,8,8.7,4.1,84,1,2015-02-01 13:00
安南,臺南市,51,懸浮微粒,普通,3.6,0.42,56,69,42,9.5,3.3,317,3,2015-02-01 13:00
朴子,嘉義縣,52,懸浮微粒,普通,4.3,0.33,49,78,31,9,4.1,307,2,2015-02-01 13:00
汐止,新北市,25,,良好,2.9,0.27,30,22,9,11,3.4,48,1,2015-02-01 13:00
竹山,南投縣,58,臭氧,普通,,0.47,69,89,47,8.3,2.1,285,4,2015-02-01 13:00
竹東,新竹縣,34,,良好,1.8,0.27,41,21,6,8.3,3.1,42,1,2015-02-01 13:00
西屯,臺中市,40,,良好,2,0.25,48,34,10,6.3,5.1,312,1,2015-02-01 13:00
沙鹿,臺中市,39,,良好,1.9,0.23,47,38,5,6.6,7.3,38,1,2015-02-01 13:00
宜蘭,宜蘭縣,31,,良好,2,0.31,38,21,10,6.3,1.1,39,2,2015-02-01 13:00
忠明,臺中市,39,,良好,2.3,0.36,47,28,19,9.8,3,309,2,2015-02-01 13:00
松山,臺北市,25,,良好,1.2,0.29,31,18,6,14,2.8,70,1,2015-02-01 13:00
板橋,新北市,27,,良好,1,0.35,32,17,7,12,3.7,70,1,2015-02-01 13:00
林口,新北市,32,,良好,3.1,0.21,39,24,10,5.7,4,71,1,2015-02-01 13:00
林園,高雄市,64,懸浮微粒,普通,5.7,0.54,71,42,28,14,3.6,279,7,2015-02-01 13:00
花蓮,花蓮縣,33,,良好,1.3,0.3,40,15,8,5.9,2,61,1,2015-02-01 13:00
金門,金門縣,61,懸浮微粒,普通,5.4,0.42,34,97,42,12,3.5,49,4,2015-02-01 13:00
前金,高雄市,72,懸浮微粒,普通,4.6,0.61,66,101,52,14,3,12,5,2015-02-01 13:00
前鎮,高雄市,68,懸浮微粒,普通,6.4,0.51,62,77,43,15,2.4,281,5,2015-02-01 13:00
南投,南投縣,49,,良好,2.1,0.49,52,71,28,14,2.6,38,2,2015-02-01 13:00
屏東,屏東縣,77,懸浮微粒,普通,5.8,0.62,79,92,41,15,2.4,237,6,2015-02-01 13:00
恆春,屏東縣,38,,良好,1.1,0.21,46,15,10,2,12,45,1,2015-02-01 13:00
