"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24790145","新加坡商天系網股份有限公司","臺北市中山區松江路185號7樓之5","城間一希 ","2600000","1040506"
"2","24790736","塞席爾商愛吉諾有限公司","臺北市大安區忠孝東路3段235-8號","傅凱","0","1040430"
"3","24790757","英屬維京群島商玩咔國際有限公司","臺北市信義區忠孝東路5段552號9樓","張世輝","100000","1040501"
"4","24790763","新林記股份有限公司","臺中市大甲區向陽里中山路1段572號","江美鈴","500000000","1040430"
"5","24790779","華盟互聯網科技股份有限公司","金門縣金城鎮西門里民權路122巷22號4樓","葉秀月","10000000","1040501"
"6","24790790","禾陽能源有限公司","金門縣烈嶼鄉林湖村東林街177號","馮敬家","10000000","1040501"
"7","24790807","新加坡商雷蛇永翔有限公司","臺北市中山區民生東路3段69、71號4樓","陳民亮","5000000","1040430"
"8","24790829","尚燁營造有限公司","金門縣金沙鎮光前里蔡厝41之1號","洪茜棉","3000000","1040501"
"9","24790834","英屬維京群島商邦吉股份有限公司","桃園市蘆竹區經國路900號7樓","游慧芳","33000000","1040501"
"10","24790855","香港商菩亞環境科技有限公司","臺北市大安區敦化南路2段207號16樓","NEGRASH  ALEXEY","0","1040501"
"11","24790882","香港商凌科亞洲有限公司","臺北市內湖區內湖路1段66號10樓","卓俊强","1000000","1040504"
"12","24790898","香港商酷康寶有限公司","臺北市大安區忠孝東路3段235-8號","皮爾","0","1040505"
"13","24790905","新加坡商赫斯基注塑系統有限公司","臺北市信義區信義路4段458號11樓","羅鴻良","1000000","1040504"
"14","24790927","薩摩亞商鵬瑞科技有限公司","新竹縣竹北市東平里嘉豐南路2段20號","方國騰","10000000","1040506"
"15","24790932","兆豐成長創業投資股份有限公司","臺北市中正區衡陽路91號7樓","邱創興","1270000000","1040505"
"16","24790948","大陸商珠海市智迪科技有限公司","臺北市信義區光復南路523號3樓之5","石偉宏","0","1040518"
"17","24790969","英屬維京群島商中霖管理顧問股份有限公司","臺北市松山區民生東路3段156號7樓","林宗勇","1000000","1040505"
"18","24790996","美商普林艾森股份有限公司","臺南市東區東門路3段31號6樓","羅德.馬丁尼茲 ","1000000","1040506"
"19","24791025","香港商儒卓力電子亞洲香港有限公司","臺北市信義區西村里基隆路1段333號19樓","盧德洱","0","1040506"
"20","24791030","薩摩亞商天虹環球有限公司","新竹縣新埔鎮褒忠路438號","李春福","500000","1040508"
"21","24791046","美商優麗康國際有限公司","臺北市大安區光復南路102號10樓","李泓","250000","1040506"
"22","24791051","新加坡商開利資產管理股份有限公司","臺北市大安區忠孝東路3段235-8號","方嘉杰","0","1040507"
"23","24791073","貝里斯商美利銀有限公司","高雄市前鎮區二聖三巷97之4號","汪勇抑","3500000","1040507"
"24","24791088","寶龍環保事業有限公司","金門縣金湖鎮正義里夏興86號","莊勝宇","500000","1040512"
"25","24791159","貝里斯商優緻有限公司","臺北市中山區中央里松江路131號8樓","許良僑","0","1040508"
"26","24791171","澳商永智木業股份有限公司","臺中市南區美村路2段75號8樓之1","馬耀樺","0","1040508"
"27","24791192","塞席爾商萬旅企業有限公司","臺中市西區館前路55號9樓之6","馮玉蘭","0","1040508"
"28","24791209","威京電氣技術服務有限公司","金門縣金城鎮民生路45巷8弄5-1號","陳建忠","1000000","1040520"
"29","24791236","齊豐建設國際股份有限公司","金門縣金城鎮金水里后豐港8-2號","張利益","1000000","1040511"
"30","24791313","金昱昌有限公司","金門縣金湖鎮新湖里市港路35號2樓之2","張均銘","700000","1040511"
"31","24791329","英屬維京群島商瑞穗資本有限公司","臺北市大安區敦化南路2段39號10樓","林科安","0","1040518"
"32","24791334","香港商雅京貝雅國際有限公司","臺北市內湖區陽光街345巷10、12、14、16號3樓","劉惠蘭","3000000","1040511"
"33","24791340","英屬維京群島商鋼豫科技股份有限公司","臺南市山上區北勢洲95號","陳品凡","5630000","1040511"
"34","24791355","英屬維京群島商奇諾有限公司","新北市板橋區金門街47巷40號3樓","陳秀梅","100000000","1040511"
"35","24791361","英屬開曼群島商易智能股份有限公司","臺北市大安區仁愛路3段141號6樓","張育嘉","5000000","1040512"
"36","24791377","塞席爾商博大國際資產股份有限公司","臺北市士林區雨聲街55之1號","梁澤傑","0","1040512"
"37","24791398","英屬維京群島商盈灃有限公司","臺北市大安區忠孝東路4段222號3樓","林念穎","2000000","1040512"
"38","24791405","汶萊商律典信息技術有限公司","臺北市中山區長春路321號6樓之1","黃柏翰","0","1040512"
"39","24791469","香港商酷異有限公司","桃園市楊梅區校前路324巷15號1樓","陳東佑","0","1040512"
"40","24791475","英屬維京群島商旭洋庭云投資有限公司","臺北市中山區民生西路16號7樓之7","陳家媛","1000000","1040512"
"41","24791496","香港商泓浩系統有限公司","臺北市松山區民權東路3段178號8樓","陳靖偉","2000000","1040514"
"42","24791502","香港商益騰國際有限公司","高雄市前鎮區一心一路241號8樓之1","黃輝躍","10000000","1040512"
"43","24791518","新加坡商海德魯鋁業亞洲有限公司","臺北市中山區南京西路1-1號10樓","王時榮","0","1040512"
"44","24791524","貝里斯商保速度管理顧問有限公司","臺北市大安區復興南路1段259號13樓1","許彩靜","989128","1040512"
"45","24791593","花蛤海灣水產有限公司","金門縣金城鎮東門里莒光路1段30號2樓","羅春嬌","500000","1040514"
"46","24791600","貝里斯商瑞盛環球管理有限公司","臺中市豐原區信義街60號7樓","施美嘉","0","1040513"
"47","24791622","香港商宏逸精品有限公司","臺北市松山區敦化北路170號3樓","劉文邦","50000","1040513"
"48","24791643","英屬維京群島商新建創業投資有限公司","臺北市中山區南京東路3段91號5樓之5","潘立寧","10000000","1040513"
"49","24791658","英屬維京群島商米高梅投資有限公司","高雄市前鎮區一心一路17號","黃永川","1000000","1040514"
"50","24791708","香港商馳恩運動用品有限公司","臺中市西屯區大墩二十街118號7樓之2","梁雄偉","500000","1040515"
"51","24791714","達勝參創業投資股份有限公司","臺北市信義區基隆路1段200號8樓之1","郭冠群","500000000","1040518"
"52","24791741","新加坡商毅力股份有限公司","臺北市中山區長春路378號6樓","朱鍵彰","500000","1040515"
"53","24791756","香港商緯育香港股份有限公司","新北市汐止區新台五路1段100號25樓","葉吉祥","8000000","1040515"
"54","24791762","英屬維京群島商海凰環球有限公司","臺北市大安區群賢里四維路393號1樓","李英美","297871500","1040518"
"55","24791778","美商艾可仕科貿有限責任公司","臺北市中正區忠孝西路1段33號7樓","孫曉明","0","1040518"
