"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00027009","大華戲院股份有限公司","基隆市仁愛區精一路20號","劉智東","2320000","1040129"
"2","00090706","立達汽車貨運股份有限公司","基隆市七堵區富民里崇禮街129巷12之13號","施佩奇","13000000","1040129"
"3","00262453","莒隆實業股份有限公司","基隆市安樂區基金一路208巷26號","李肇國","1000000","1040123"
"4","00651143","建翔船機工業有限公司","基隆市中正區中船里16鄰中船路14巷15弄37號2樓","劉守初","5200000","1040109"
"5","00842544","坤立實業有限公司","基隆市仁愛區孝四路9號3樓","李瑞芬","5000000","1040129"
"6","00844260","橙森國際有限公司","基隆市信義區孝忠里教忠街160號1、2樓","施欣偉","7000000","1040106"
"7","00847560","峰隆鐵工廠股份有限公司","臺北市信義區忠孝東路4段500號2樓之1","蔡盧貴美","10000000","1040120"
"8","01073634","廣川國際有限公司","臺北市松山區光復北路109號8樓","何智崙","12000000","1040130"
"9","01076111","宏一奈米科技有限公司","臺北市中正區南陽街21之4號","林江政","3000000","1040119"
"10","01182577","三麥機械股份有限公司","新北市新莊區建國二路95號","鄭書光","20000000","1040121"
"11","01189712","美伊娜多股份有限公司","臺北市南港區八德路4段768巷7號5樓之1","詹建勲","29000000","1040129"
"12","01456077","康定股份有限公司","臺北市南港區園區街3號9樓之1","郭義松","36500000","1040107"
"13","01506610","生態實業有限公司","臺北市中正區忠孝東路1段13號4樓","陳德明","5000000","1040108"
"14","01515884","整隆企業股份有限公司","新北市汐止區大同路1段292巷1號1樓","李章明","20000000","1040122"
"15","01516693","金泰發實業有限公司","新竹市北區金華里光華東街99號","朱漢城","10000000","1040126"
"16","01517102","旭然國際股份有限公司","雲林縣斗六市科工一路5號","吳玲美","320000000","1040109"
"17","01887245","亞清工業股份有限公司","新北市樹林區備內街1巷35弄5號","陳英寶","5000000","1040129"
"18","02356527","振笙紙業有限公司","新北市中和區圓通路296之2號4樓","盧詠鴻","1000000","1040130"
"19","02630927","鑫國企業有限公司","新竹縣竹北市竹北里9鄰中山路178號","詹瑞美","5000000","1040120"
"20","02748263","宏釱工業股份有限公司","新竹縣新埔鎮田新里文德路三段10巷93號","蘇錦培","16600000","1040126"
"21","03036306","上海商業儲蓄銀行股份有限公司","臺北市中山區民權東路1段2號","榮鴻慶","38086864050","1040123"
"22","03067314","文行科技印刷股份有限公司","臺北市萬華區長泰街73巷27弄3之1號1樓","張明昌","3000000","1040109"
"23","03098800","火炎山通運股份有限公司","苗栗縣苑裡鎮新復里1鄰新復7號1F","李元俊","24500000","1040116"
"24","03155301","永豐化學工業股份有限公司","新北市新莊區新樹路292號1樓","何曜廷","270000000","1040121"
"25","03178418","吉發企業股份有限公司","臺北市中正區愛國西路9號2樓之9","戎偉德","25000000","1040107"
