SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,92,懸浮微粒,普通,5.5,0.68,35,156,78,10,8.6,76,10,12.52,2.06,2015-12-16 07:00
關山,臺東縣,50,,良好,2.5,,34,55,34,4.5,2,61,3,5.99,1.49,2015-12-16 07:00
馬公,澎湖縣,64,懸浮微粒,普通,4.4,0.56,47,82,56,3.7,7.4,108,7,4.63,.91,2015-12-16 07:00
金門,金門縣,76,懸浮微粒,普通,7.9,0.7,39,114,71,9.2,3.8,56,9,10.54,1.33,2015-12-16 07:00
馬祖,連江縣,78,懸浮微粒,普通,7.3,0.65,43,106,85,6.6,4.6,60,10,6.86,.26,2015-12-16 07:00
埔里,南投縣,68,懸浮微粒,普通,1.5,0.76,11,82,69,13,1.3,307,9,13.31,.62,2015-12-16 07:00
復興,高雄市,80,懸浮微粒,普通,4.4,1.01,18,115,85,20,1.1,275,10,24.14,4.4,2015-12-16 07:00
永和,新北市,78,懸浮微粒,普通,5.8,0.97,22,105,69,20,2.3,58,10,30.77,10.64,2015-12-16 07:00
竹山,南投縣,69,懸浮微粒,普通,5.6,0.67,34,83,64,9.3,2.4,36,9,10.97,1.68,2015-12-16 07:00
中壢,桃園市,89,懸浮微粒,普通,7.2,0.87,24,128,62,22,2,84,9,31.53,9.39,2015-12-16 07:00
三重,新北市,89,懸浮微粒,普通,7,1.16,,137,64,31,,,9,94.98,63.87,2015-12-16 07:00
冬山,宜蘭縣,71,懸浮微粒,普通,6.7,0.73,25,111,60,12,2.6,316,7,13.98,2.25,2015-12-16 07:00
宜蘭,宜蘭縣,76,懸浮微粒,普通,5.3,0.64,27,121,66,8.7,1.7,71,8,9.04,.33,2015-12-16 07:00
陽明,臺北市,60,懸浮微粒,普通,5.2,0.66,35,75,50,7.7,,,5,8.07,.4,2015-12-16 07:00
花蓮,花蓮縣,54,懸浮微粒,普通,5,0.76,29,62,41,15,4.4,60,4,16.05,1.38,2015-12-16 07:00
臺東,臺東縣,43,,良好,2.2,0.72,33,50,36,5.1,1.8,291,3,5.84,.75,2015-12-16 07:00
恆春,屏東縣,51,懸浮微粒,普通,2.9,0.56,46,59,34,2.4,8.7,31,3,2.75,.34,2015-12-16 07:00
潮州,屏東縣,88,懸浮微粒,普通,1.9,0.81,11,123,79,15,0.7,293,10,16.09,1.24,2015-12-16 07:00
屏東,屏東縣,78,懸浮微粒,普通,2,0.8,14,99,76,15,1.5,274,10,16.33,1.75,2015-12-16 07:00
小港,高雄市,82,懸浮微粒,普通,2.5,0.89,12,116,86,27,2.9,265,10,29.72,2.98,2015-12-16 07:00
前鎮,高雄市,78,懸浮微粒,普通,4.7,0.89,19,109,81,20,2.8,75,10,22.98,2.85,2015-12-16 07:00
