"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
1,"00850776","佐元報關行股份有限公司","基隆市仁愛區孝四路7之7號2樓","",5000000,"0720209","1040413"
2,"01125838","凱益機械工具有限公司","臺北市大同區承德路3段111號2樓","",5000000,"0740817","1040420"
3,"04203203","威成貿易有限公司","臺北市中山區吉林路267號6樓","",5000000,"0620317","1040410"
4,"04450787","傳利實業有限公司","臺北市大安區敦化南路2段77號9樓之6","",5000000,"0630627","1040421"
5,"04472662","振芳企業有限公司","臺北市大同區太原路156巷11號","",200000,"0660427","1040415"
6,"04493701","星益實業有限公司","臺北市大同區赤峯街41巷4號","",5000000,"0690507","1040430"
7,"04698009","順易企業有限公司","臺北市南港區玉成街178號1樓","",5000000,"0620115","1040417"
8,"05018535","松原股份有限公司","臺北市中正區寧波西街92號2樓","",5000000,"0690604","1040408"
9,"07096120","永和益有限公司","臺北市大同區長安西路289號2樓之2","",6000000,"0590417","1040430"
10,"07707939","意文彩色印刷有限公司","新北市三重區仁華街62巷14號1樓","",5000000,"0720422","1040417"
11,"07715706","瑋綸有限公司","臺北市大同區迪化街1段179號1樓","",5000000,"0721029","1040414"
12,"09456212","慶齡實業股份有限公司","","",0,"0730917","1040429"
13,"09485764","豐采音樂企業有限公司","臺北市大安區忠孝東路4段101巷16號4樓之2","",1200000,"0740801","1040414"
14,"11037139","川慶股份有限公司","臺北市中山區復興北路66號11樓之4","",13000000,"0591106","1040408"
15,"12280505","清茂股份有限公司","臺北市中山區南京西路5之1號4樓之1","",5000000,"0691010","1040427"
16,"12409235","高同貿易有限公司","新北市新店區安祥路一○二巷五四號四樓","",2000000,"0711110","1040401"
17,"12641466","偉象有限公司","新北市泰山區明志路1段483巷1弄5號1樓 ","",10000000,"0891025","1040402"
18,"12652195","光文工程有限公司","臺北市大安區復興南路1段126巷1號11樓之2","",1000000,"0890930","1040413"
19,"12654335","立得威企業有限公司","臺北市大安區信義路4段69號10樓","",5000000,"0891007","1040415"
20,"12700817","國強印刷股份有限公司","新北市新店區安業街1號","",6300000,"0891109","1040423"
21,"12721094","中茶貿易有限公司","臺中市北區漢口路四段三一八巷一○號一樓","",500000,"0891214","1040422"
22,"12739812","日月昇有限公司","嘉義市西區劉厝里16鄰大聖南街172號1樓","",10000000,"0900120","1040420"
23,"12741036","鑫鴻達企業有限公司","臺中市新社區新社里東新路三段四九巷四號","",1000000,"0900129","1040316"
24,"12743098","合美興企業有限公司","高雄市六龜區中興里中庄272之5號","",500000,"0900205","1040401"
25,"12744694","豐野有限公司","臺中市大里區三鄰中興路二段747巷30弄20號1樓","",500000,"0900207","1040428"
26,"12757297","幽浮資訊電腦有限公司","高雄市岡山區岡山里大埕街13之3號1樓","",1000000,"0900302","1040417"
27,"12765938","中租名機股份有限公司","桃園市龜山區復興一路361號5樓","",23500000,"0900316","1040401"
28,"12798044","德儀企業有限公司","桃園市中壢區龍岡路二段三二一巷二三號一樓","",1000000,"0900508","1040407"
29,"12801809","蓁綺企業有限公司","新竹市新莊里長春街８９號１樓","",1000000,"0900511","1040414"
30,"12810482","鑫金泰國際開發有限公司","臺中市南屯區東興路1段363號1樓","",10000000,"0900528","1040414"
31,"12845927","喬海環保工程有限公司","臺中市大里區仁化里上興街二段150巷8號1樓","",1000000,"0900801","1040428"
32,"12892842","優勢環保有限公司","臺北市萬華區環河南路2段284號1樓","",1000000,"0900831","1040422"
33,"12901173","宏冠達開發股份有限公司","臺中市大肚區頂街里沙田路2段754號1樓","",1000000,"0900920","1040421"
34,"12913641","利德工貿股份有限公司","臺中市大里區東興里國光路2段500號4樓之3","",5000000,"0901017","1040409"
35,"12915113","新特綺有限公司","臺中市北屯區松安里興安路二段四○五巷二一號一樓","",1000000,"0901019","1040421"
36,"12936031","和寓科技有限公司","臺北市松山區南京東路5段316號8樓之5","",1000000,"0900806","1040423"
37,"12960524","盤坤國際有限公司","新北市永和區中和路343號13樓之3","",5000000,"0901120","1040430"
38,"12972465","亞洲電子光科技股份有限公司","新北市新店區中正路501之11號4樓","",3348800,"0901227","1040427"
39,"12994340","品家資訊股份有限公司","南投縣埔里鎮南門里南昌街117號","",1000000,"0901217","1040420"
40,"13000974","瑞陽科技有限公司","桃園市新屋區埔頂里埔頂三二｜二號","",500000,"0901228","1040423"
41,"13001452","富偉光電科技股份有限公司","","",0,"0901231","1040416"
42,"13002939","康華號誌有限公司","新北市永和區保生路1號7樓","",8000000,"0910103","1040413"
43,"13010207","誼意企業有限公司","新北市永和區秀成里成功路1段69號","",500000,"0910115","1040414"
44,"13011085","台灣畫佳企業股份有限公司","新北市中和區建八路2號13樓之9","",53000000,"0910116","1040424"
45,"13035122","宏昌國際有限公司","臺中市北區永興街１１８號１樓","",2500000,"0910301","1040429"
46,"13040808","韶儒園藝有限公司","嘉義縣大林鎮三和里中興路二段二五六巷四號","",500000,"0910312","1040416"
47,"13045228","杰亞實業有限公司","新竹市勝利路175號7樓之2","",500000,"0910318","1040401"
48,"13056857","旺玖企業有限公司","臺中市龍井區新庄里中沙路新庄仔巷一三號之一","",500000,"0910401","1040402"
49,"13057125","勁道營造有限公司","高雄市仁武區仁和里澄合街129號1樓","",3000000,"0910402","1040415"
50,"13059664","恒碩國際有限公司","新北市板橋區國光路173巷3弄5號3樓","",5000000,"0910404","1040430"
51,"13061628","詮富在家創業投資有限公司","南投縣南投市平和里中興路412巷1號","",1000000,"0910408","1040401"
52,"13070957","聯旺企業有限公司","高雄市湖內區中賢里中正路二段二九二號一樓","",500000,"0910418","1040402"
53,"13084951","智韻企業有限公司","臺北市士林區承德路4段58巷31弄14號5樓","",1000000,"0910205","1040429"
54,"13088611","富喬電子股份有限公司","新北市汐止區汐萬路2段66巷111弄24號1樓","",5000000,"0910221","1040402"
55,"13091073","笙僖企業有限公司","臺北市內湖區新明路428巷13之2號4樓","",1000000,"0910306","1040414"
56,"13099011","禧而恩股份有限公司","臺北市松山區復興北路15號9樓之8","",1000000,"0910329","1040402"
57,"13099700","力祥不動產仲介經紀有限公司","臺北市萬華區中華路2段312號、314號","",500000,"0910401","1040401"
58,"13116790","宸品市場研究顧問股份有限公司","臺北市大安區杭州南路2段105號11樓","",1000000,"0910514","1040422"
59,"13117221","圓洋科技股份有限公司","臺北市內湖區瑞光路8號6樓之2","",20000000,"0910515","1040416"
60,"13137296","仲浩貿易有限公司","新北市淡水區頂田寮路205號","",5000000,"0910710","1040413"
