00:00,450.0,620.6,143.6,168.3,561.9,44.4,85.0,7.5,37.2,4.7,0.0,50.6,0.0
00:10,451.0,619.6,145.3,168.1,536.5,44.5,80.4,7.5,37.3,4.3,0.0,45.9,0.0
00:20,449.2,619.7,149.1,167.7,541.6,45.1,76.8,7.5,36.5,4.4,0.0,46.7,0.0
00:30,450.5,616.8,144.1,168.5,509.7,44.9,74.3,7.5,36.1,4.4,0.0,45.0,0.0
00:40,450.2,619.8,149.2,169.0,503.0,44.8,73.1,7.5,36.0,4.1,0.0,45.5,0.0
00:50,450.1,618.4,144.2,168.2,485.1,44.8,71.0,7.5,36.8,3.9,0.0,49.5,0.0
01:00,450.2,619.9,147.1,168.2,467.3,44.5,72.6,7.5,35.3,4.5,0.0,33.2,0.0
01:10,451.3,616.7,148.8,167.5,462.1,44.6,71.9,7.5,33.3,4.4,0.0,33.2,-12.5
01:20,450.6,618.7,148.9,168.2,461.0,44.7,72.5,7.5,35.4,4.4,0.0,31.5,-24.6
01:30,449.5,617.7,147.3,168.7,462.1,44.7,72.0,7.5,36.4,4.7,0.0,17.4,-24.5
01:40,449.6,619.2,149.1,168.7,467.4,44.6,72.4,7.5,37.5,3.9,0.0,0.0,-24.5
01:50,449.7,618.9,145.2,168.6,468.2,45.2,72.6,7.5,36.4,3.8,0.0,0.0,-24.9
02:00,449.7,619.7,150.4,168.3,481.1,47.4,72.3,7.5,38.1,3.8,0.0,0.0,-51.5
02:10,451.1,617.0,150.4,168.6,478.0,45.0,72.5,7.5,36.6,3.4,0.0,0.0,-52.6
02:20,449.9,616.5,152.0,169.1,473.5,45.9,72.8,7.5,36.4,3.4,0.0,0.0,-56.4
02:30,450.2,617.6,152.0,168.3,498.7,45.5,72.7,7.5,34.2,3.3,0.0,0.0,-76.6
02:40,449.1,618.6,152.4,167.6,482.3,44.6,72.5,7.5,36.6,3.5,0.0,0.0,-102.1
02:50,449.9,621.6,148.6,168.4,494.9,46.0,72.8,7.5,41.2,3.5,0.0,0.0,-102.1
03:00,450.5,616.8,146.0,168.4,497.8,46.6,72.7,7.5,38.2,3.7,0.0,0.0,-102.9
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
