SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,37,,良好,3.4,0.26,41,41,21,10,3.6,71,2,2015-03-26 20:00
三重,新北市,39,,良好,3.8,1.8,,43,17,50,,,2,2015-03-26 20:00
三義,苗栗縣,23,,良好,1.5,0.38,28,29,18,17,3.2,33,1,2015-03-26 20:00
土城,新北市,26,,良好,1.9,1.26,6.1,27,13,42,0.7,172,2,2015-03-26 20:00
士林,臺北市,20,,良好,1.3,0.53,18,28,15,31,1.1,55,1,2015-03-26 20:00
大同,臺北市,37,,良好,4,2.2,,47,21,52,,,2,2015-03-26 20:00
大里,臺中市,24,,良好,1.4,0.57,26,22,10,23,2.2,40,2,2015-03-26 20:00
大園,桃園市,29,,良好,2.5,0.75,3,30,21,42,1,158,2,2015-03-26 20:00
大寮,高雄市,60,懸浮微粒,普通,8.7,0.31,44,60,23,21,1.4,226,3,2015-03-26 20:00
小港,高雄市,73,懸浮微粒,普通,5.2,0.35,40,71,21,23,2,269,4,2015-03-26 20:00
中山,臺北市,42,,良好,2.8,1.4,2,47,19,49,1,17,2,2015-03-26 20:00
中壢,桃園市,44,,良好,6.7,2.13,2.9,45,8,45,0.7,224,2,2015-03-26 20:00
仁武,高雄市,68,懸浮微粒,普通,2.7,0.49,29,77,21,24,2,313,3,2015-03-26 20:00
斗六,雲林縣,44,,良好,1.5,0.4,29,31,22,20,2.8,38,3,2015-03-26 20:00
冬山,宜蘭縣,21,,良好,3.1,0.32,25,24,20,13,2.1,308,2,2015-03-26 20:00
古亭,臺北市,29,,良好,3,1.96,1.8,34,9,50,0.9,47,1,2015-03-26 20:00
左營,高雄市,59,懸浮微粒,普通,2.9,0.52,31,71,22,23,2,327,3,2015-03-26 20:00
平鎮,桃園市,26,,良好,5.8,1.14,1.2,31,13,48,1,100,2,2015-03-26 20:00
永和,新北市,24,,良好,1.3,2.3,2.9,32,13,48,1.1,80,1,2015-03-26 20:00
安南,臺南市,53,懸浮微粒,普通,-0.2,0.29,39,54,16,9,2.7,289,2,2015-03-26 20:00
朴子,嘉義縣,61,懸浮微粒,普通,1.8,0.25,29,72,23,10,2.9,108,2,2015-03-26 20:00
汐止,新北市,18,,良好,4.5,0.7,7,18,13,34,0.5,32,2,2015-03-26 20:00
竹山,南投縣,49,,良好,3,0.47,26,50,31,21,1.6,37,3,2015-03-26 20:00
竹東,新竹縣,27,,良好,1.7,0.93,3,31,21,38,0.5,101,2,2015-03-26 20:00
西屯,臺中市,29,,良好,0.8,0.32,34,17,9,19,2.8,34,1,2015-03-26 20:00
沙鹿,臺中市,30,,良好,1.9,0.49,25,34,18,22,3.4,36,2,2015-03-26 20:00
宜蘭,宜蘭縣,31,,良好,1.5,0.41,30,35,16,14,1.3,290,2,2015-03-26 20:00
忠明,臺中市,28,,良好,1.8,0.44,34,20,19,15,2,337,2,2015-03-26 20:00
松山,臺北市,19,,良好,,,,14,,,,,,2015-03-26 20:00
板橋,新北市,25,,良好,3.2,2,1,32,18,50,1.5,40,2,2015-03-26 20:00
林口,新北市,27,,良好,2.1,0.46,25,31,16,24,1.6,67,2,2015-03-26 20:00
林園,高雄市,56,臭氧,普通,3.7,0.3,67,31,14,7.2,1.8,266,2,2015-03-26 20:00
花蓮,花蓮縣,31,,良好,1.2,0.35,37,12,1,10,1.3,315,1,2015-03-26 20:00
金門,金門縣,54,懸浮微粒,普通,1.4,0.38,18,49,28,25,1.3,20,3,2015-03-26 20:00
前金,高雄市,64,懸浮微粒,普通,2.8,0.44,36,62,19,18,2.8,309,3,2015-03-26 20:00
前鎮,高雄市,58,懸浮微粒,普通,3.1,0.5,32,55,17,21,1.5,300,3,2015-03-26 20:00
南投,南投縣,41,,良好,2,0.53,25,34,13,24,1.9,295,2,2015-03-26 20:00
屏東,屏東縣,68,懸浮微粒,普通,7.1,0.91,36,85,38,32,1.5,206,4,2015-03-26 20:00
恆春,屏東縣,39,,良好,1.2,0.14,47,28,10,1.4,6.4,39,1,2015-03-26 20:00
美濃,高雄市,56,懸浮微粒,普通,2.3,0.36,39,61,24,12,1,193,3,2015-03-26 20:00
苗栗,苗栗縣,33,,良好,2.4,0.77,6.7,31,32,41,0.5,330,3,2015-03-26 20:00
埔里,南投縣,32,,良好,1.5,0.6,39,35,25,19,0.7,239,2,2015-03-26 20:00
桃園,桃園市,28,,良好,4.3,0.86,7.1,24,11,39,1.4,101,2,2015-03-26 20:00
馬公,澎湖縣,37,,良好,1,0.23,45,29,19,4.3,4.9,93,2,2015-03-26 20:00
馬祖,連江縣,37,,良好,1.9,0.25,45,20,13,4.8,4.1,72,2,2015-03-26 20:00
