<AQX>
  <Data>
    <CO>0.38</CO>
    <County>基隆市</County>
    <FPMI>3</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>1.05</NO>
    <NO2>5.1</NO2>
    <NOx>6.13</NOx>
    <O3>32</O3>
    <PM10>30</PM10>
    <PM2.5>22</PM2.5>
    <PSI>34</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>基隆</SiteName>
    <SO2>0.8</SO2>
    <Status>良好</Status>
    <WindDirec>87</WindDirec>
    <WindSpeed>2.2</WindSpeed>
  </Data>
  <Data>
    <CO>0.45</CO>
    <County>新北市</County>
    <FPMI>2</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>1.32</NO>
    <NO2>5.5</NO2>
    <NOx>6.85</NOx>
    <O3>32</O3>
    <PM10>28</PM10>
    <PM2.5>19</PM2.5>
    <PSI>39</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>汐止</SiteName>
    <SO2>1.3</SO2>
    <Status>良好</Status>
    <WindDirec>53</WindDirec>
    <WindSpeed>2.7</WindSpeed>
  </Data>
  <Data>
    <CO>0.39</CO>
    <County>新北市</County>
    <FPMI>2</FPMI>
    <MajorPollutant>懸浮微粒</MajorPollutant>
    <NO>1.2</NO>
    <NO2>3.5</NO2>
    <NOx>4.72</NOx>
    <O3>36</O3>
    <PM10>59</PM10>
    <PM2.5>23</PM2.5>
    <PSI>56</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>萬里</SiteName>
    <SO2>2.1</SO2>
    <Status>普通</Status>
    <WindDirec>34</WindDirec>
    <WindSpeed>11</WindSpeed>
  </Data>
  <Data>
    <CO>0.46</CO>
    <County>新北市</County>
    <FPMI>3</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>1.02</NO>
    <NO2>8.1</NO2>
    <NOx>9.07</NOx>
    <O3>25</O3>
    <PM10>34</PM10>
    <PM2.5>22</PM2.5>
    <PSI>41</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>新店</SiteName>
    <SO2>1.5</SO2>
    <Status>良好</Status>
    <WindDirec>70</WindDirec>
    <WindSpeed>3.8</WindSpeed>
  </Data>
  <Data>
    <CO>0.45</CO>
    <County>新北市</County>
    <FPMI>3</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>1.45</NO>
    <NO2>6.6</NO2>
    <NOx>8.01</NOx>
    <O3>29</O3>
    <PM10>39</PM10>
    <PM2.5>26</PM2.5>
    <PSI>39</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>土城</SiteName>
    <SO2>1.6</SO2>
    <Status>良好</Status>
    <WindDirec>166</WindDirec>
    <WindSpeed>1.2</WindSpeed>
  </Data>
  <Data>
    <CO>0.46</CO>
    <County>新北市</County>
    <FPMI>3</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>-.23</NO>
    <NO2>9.4</NO2>
    <NOx>9.14</NOx>
    <O3>30</O3>
    <PM10>38</PM10>
    <PM2.5>21</PM2.5>
    <PSI>45</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>板橋</SiteName>
    <SO2>1.6</SO2>
    <Status>良好</Status>
    <WindDirec>92</WindDirec>
    <WindSpeed>2.3</WindSpeed>
  </Data>
  <Data>
    <CO>0.49</CO>
    <County>新北市</County>
    <FPMI></FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>1.64</NO>
    <NO2>8</NO2>
    <NOx>9.67</NOx>
    <O3>29</O3>
    <PM10>31</PM10>
    <PM2.5></PM2.5>
    <PSI>41</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>新莊</SiteName>
    <SO2>1.5</SO2>
    <Status>良好</Status>
    <WindDirec>24</WindDirec>
    <WindSpeed>5.1</WindSpeed>
  </Data>
  <Data>
    <CO>0.41</CO>
    <County>新北市</County>
    <FPMI>2</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>.83</NO>
    <NO2>8</NO2>
    <NOx>8.82</NOx>
    <O3>25</O3>
    <PM10>22</PM10>
    <PM2.5>16</PM2.5>
    <PSI>36</PSI>
    <PublishTime>2015-12-03 02:00</PublishTime>
    <SiteName>菜寮</SiteName>
    <SO2>1.2</SO2>
    <Status>良好</Status>
    <WindDirec>77</WindDirec>
    <WindSpeed>1.3</WindSpeed>
  </Data>
  <Data>
    <CO>0.35</CO>
    <County>新北市</County>
    <FPMI>3</FPMI>
    <MajorPollutant></MajorPollutant>
    <NO>.44</NO>
    <NO2>4.5</NO2>
    <NOx>4.9</NOx>
    <O3>34</O3>
