"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24678733","坤宸工業有限公司","高雄市仁武區新興巷277號","林華富","3000000","1040128"
"2","24678852","啄木鳥工程有限公司","高雄市苓雅區英義街154號","蘇坤基","1000000","1040128"
"3","24678950","柏瑞克能源有限公司","高雄市苓雅區三多四路63號7樓之8","魏士育","1000000","1040128"
"4","24679156","承洋物流有限公司","高雄市大社區中華路117巷2之3號1樓","黃秀華","200000","1040130"
"5","24679183","樺德實業有限公司","高雄市新興區興華路19號2樓","趙書德","2000000","1040130"
"6","24679228","愛思特有限公司","高雄市前鎮區黃埔街71號1樓","林宗霆","300000","1040130"
"7","24679233","淮鈺文教有限公司","高雄市旗津區旗津三路900巷1弄1號5樓","王昇足","3000000","1040130"
"8","24679249","三能進出口貿易有限公司","高雄市大寮區萬丹路528號1樓","黃群益","5000000","1040130"
"9","24679254","晉旺倉儲有限公司","高雄市鳳山區三誠路63號14樓","鄧世評","3500000","1040130"
"10","24679260","大崑國貿有限公司","高雄市前鎮區后安路72號1樓","呂健民","1000000","1040130"
"11","24679276","祥智達有限公司","高雄市旗津區復興二巷5號1樓","歐慶賢","300000","1040130"
"12","24679281","鴻裕室內裝潢設計有限公司","高雄市岡山區中山北路169之1號","李昀乙","300000","1040130"
"13","24679297","緯宸投資股份有限公司","高雄市岡山區正氣路200號","李松隆","10000000","1040202"
"14","24679304","建暉工程有限公司","高雄市左營區榮總路215號3樓","郭子敬","500000","1040202"
"15","24679310","御聯砂石企業有限公司","高雄市仁武區八德南路100巷26弄5號","王伯瑜","1000000","1040202"
"16","24679326","里約柔術有限公司","高雄市前金區中山二路507號9樓","李大牛","100000","1040202"
"17","24679331","綠能光科技股份有限公司","高雄市鳥松區美庄路12號","吳明坤","3000000","1040202"
"18","24679347","視遠有限公司","高雄市鼓山區瑞豐街202號2樓","吳維聖","50000","1040202"
"19","24679352","鈺坤實業有限公司","高雄市左營區後昌路643巷34弄6號3樓","禇幼倩","500000","1040202"
"20","24679368","地寶成資產有限公司","高雄市岡山區維新東街16號","劉于誠","1000000","1040202"
"21","24679374","晉鼎建材有限公司","高雄市鳳山區文澄街93之1號4樓之1","曾照竣","100000","1040202"
"22","24679389","德克生活有限公司","高雄市湖內區信義路181號","楊順凱","1000000","1040202"
"23","24679395","茂輝開發有限公司","高雄市三民區泰康街154號1樓","王聖璋","1000000","1040202"
"24","24679402","宸碩管理顧問有限公司","高雄市仁武區仁和街119巷55號1樓","黃晴瑛","600000","1040202"
"25","24679418","御成國際貿易有限公司","高雄市鳥松區山腳路184之5號","林奕辰","10000000","1040202"
"26","24679424","協武工程企業有限公司","高雄市林園區鳳芸路85號","黃俊誌","300000","1040203"
"27","24679439","福敦科技有限公司","高雄市小港區桂華街310號","黃千昇","1000000","1040203"
"28","24679445","長豐漁業股份有限公司","高雄市前鎮區鄭和南路430號11樓之1","陳俊男","10000000","1040203"
"29","24679450","馥鎂有限公司","高雄市前金區中華三路222之1號","阮氏斐","50000","1040203"
"30","24679466","宥泓食品有限公司","高雄市湖內區保生路298巷1弄7號","徐宏経","1000000","1040203"
"31","24679472","幸洋工程有限公司","高雄市鳥松區大埤路力行巷112號5樓","黃秀稜","200000","1040203"
"32","24679487","立揚昇有限公司","高雄市前金區中正四路151號12樓之1","陳毓仁","2000000","1040203"
