SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,29,,良好,3.9,0.44,27,33,,24,3.6,63,,2015-04-11 17:00
三重,新北市,40,,良好,1.3,1.36,,33,10,40,,,2,2015-04-11 17:00
三義,苗栗縣,24,,良好,1,0.36,29,18,7,21,4.4,41,1,2015-04-11 17:00
土城,新北市,36,,良好,3.4,0.4,44,26,19,17,2.2,278,2,2015-04-11 17:00
士林,臺北市,35,,良好,1.9,0.37,42,22,9,17,2.6,26,2,2015-04-11 17:00
大同,臺北市,42,,良好,1.6,1.01,,39,18,44,,,2,2015-04-11 17:00
大里,臺中市,39,,良好,1.9,0.61,11,50,19,35,2.3,354,2,2015-04-11 17:00
大園,桃園市,42,,良好,2.1,0.23,51,37,19,9.5,7.4,52,2,2015-04-11 17:00
大寮,高雄市,50,,良好,15,0.41,25,33,10,21,1.2,52,3,2015-04-11 17:00
小港,高雄市,52,懸浮微粒,普通,2.1,0.44,24,16,7,24,1.2,32,2,2015-04-11 17:00
中山,臺北市,50,,良好,1.6,0.52,31,51,14,31,1.6,105,2,2015-04-11 17:00
中壢,桃園市,45,,良好,3.2,0.82,16,48,13,45,1,58,2,2015-04-11 17:00
仁武,高雄市,56,懸浮微粒,普通,18,0.47,4.8,31,9,36,2.2,322,2,2015-04-11 17:00
斗六,雲林縣,37,,良好,1.2,0.48,12,35,21,31,2.1,5.4,2,2015-04-11 17:00
冬山,宜蘭縣,36,,良好,1.7,0.33,43,21,9,8.4,0.8,117,1,2015-04-11 17:00
古亭,臺北市,44,,良好,2.7,0.41,33,54,20,25,2.9,71,2,2015-04-11 17:00
左營,高雄市,50,,良好,1.7,0.51,19,38,15,23,2,47,2,2015-04-11 17:00
平鎮,桃園市,31,,良好,3,0.41,27,40,10,29,2.6,36,2,2015-04-11 17:00
永和,新北市,34,,良好,2.8,0.46,41,24,16,21,3,81,2,2015-04-11 17:00
安南,臺南市,35,,良好,1.4,0.6,8,39,17,34,3.1,32,2,2015-04-11 17:00
朴子,嘉義縣,46,,良好,2.2,0.38,16,54,17,23,1.9,49,2,2015-04-11 17:00
汐止,新北市,35,,良好,4.1,0.29,42,27,24,18,1.8,68,2,2015-04-11 17:00
竹山,南投縣,44,,良好,2.5,0.55,8.3,40,21,30,2.2,282,3,2015-04-11 17:00
竹東,新竹縣,32,,良好,1.2,0.33,38,23,20,14,2,316,2,2015-04-11 17:00
西屯,臺中市,22,,良好,0.5,0.3,26,30,15,24,3.1,36,2,2015-04-11 17:00
沙鹿,臺中市,31,,良好,1.7,0.35,31,37,16,22,4.8,45,2,2015-04-11 17:00
宜蘭,宜蘭縣,34,,良好,0.9,0.3,40,26,10,8.8,0.5,120,1,2015-04-11 17:00
忠明,臺中市,33,,良好,2.1,0.48,16,33,18,30,2.1,327,2,2015-04-11 17:00
松山,臺北市,29,,良好,2,0.38,35,14,,28,1.8,58,,2015-04-11 17:00
板橋,新北市,45,,良好,2.4,0.46,36,39,18,26,3.2,67,2,2015-04-11 17:00
林口,新北市,35,,良好,2.2,0.34,42,27,18,20,1.2,208,2,2015-04-11 17:00
林園,高雄市,36,,良好,3.2,0.27,36,20,4,14,1.9,37,2,2015-04-11 17:00
花蓮,花蓮縣,21,,良好,2.1,0.55,25,16,0,24,1.3,17,1,2015-04-11 17:00
金門,金門縣,52,懸浮微粒,普通,4.9,0.37,42,54,31,14,2.2,63,3,2015-04-11 17:00
前金,高雄市,55,懸浮微粒,普通,2.3,0.59,23,43,16,24,2.2,352,2,2015-04-11 17:00
前鎮,高雄市,48,,良好,2.6,0.6,18,33,6,30,2.3,63,2,2015-04-11 17:00
南投,南投縣,47,,良好,2.9,0.74,7,54,30,36,1.8,40,3,2015-04-11 17:00
屏東,屏東縣,60,懸浮微粒,普通,2.4,0.46,26,18,0,18,1.1,39,3,2015-04-11 17:00
恆春,屏東縣,47,,良好,0.8,0.17,56,20,5,2.6,6.1,28,1,2015-04-11 17:00
美濃,高雄市,44,,良好,1.3,0.31,39,22,18,10,1.1,297,2,2015-04-11 17:00
苗栗,苗栗縣,55,懸浮微粒,普通,2.3,0.47,25,56,26,27,2.6,45,3,2015-04-11 17:00
埔里,南投縣,26,,良好,1.2,0.41,31,13,,13,0.8,127,2,2015-04-11 17:00
桃園,桃園市,33,,良好,2.7,0.41,40,24,17,19,1.1,61,2,2015-04-11 17:00
馬公,澎湖縣,44,,良好,1.4,0.18,53,18,10,2.5,5.1,117,2,2015-04-11 17:00
馬祖,連江縣,53,懸浮微粒,普通,3.7,0.29,61,57,37,8.4,2.9,52,3,2015-04-11 17:00
基隆,基隆市,47,,良好,1,0.29,56,25,17,6.3,1.1,88,2,2015-04-11 17:00
