監測站,監測站(英文),監測值(微西弗/時),時間
石門,SHIHMAN,0.063,2015-03-11 14:55
三芝,SHANGI,0.072,2015-03-11 14:55
石崩山,SHIHBENGSHAN,0.085,2015-03-11 14:55
茂林,MAOLIN,0.067,2015-03-11 14:55
金山,CHINSHAN,0.054,2015-03-11 14:55
野柳,YEHLIU,0.066,2015-03-11 14:55
大鵬,TAPERNG,0.074,2015-03-11 14:55
陽明山,YANGMINSHAN,0.066,2015-03-11 14:55
大坪,TAPING,0.081,2015-03-11 14:55
萬里,WANLI,0.083,2015-03-11 14:55
台北,TAIPEI,0.057,2015-03-11 14:55
宜蘭,ILAN,0.066,2015-03-11 14:55
龍潭,LUNGTAN,0.068,2015-03-11 14:50
台中,TAICHUNG,0.069,2015-03-11 14:55
台東,TAITUNG,0.055,2015-03-11 14:55
高雄,KAOHSIUNG,0.060,2015-03-11 15:00
恆春,HENGCHUN,0.069,2015-03-11 15:00
龍泉,LUNGCHUAN,0.056,2015-03-11 15:00
大光,TAKUANG,0.051,2015-03-11 15:00
墾丁,KENTING,0.054,2015-03-11 15:00
後壁湖,HOUBIHU,0.054,2015-03-11 15:00
澳底,AODI,0.060,2015-03-11 15:00
貢寮,GONGLIAO,0.063,2015-03-11 15:00
阿里山,ALISHAN,0.099,2015-03-11 15:00
金門,KINMEN,0.081,2015-03-11 15:00
蘭嶼,LANYU,0.041,2015-03-11 15:00
台南,TAINAN,0.062,2015-03-11 15:00
龍門,LUNGMEN,0.073,2015-03-11 15:00
雙溪,SHUANGSI,0.067,2015-03-11 15:00
三港,SANGANG,0.064,2015-03-11 15:00
新竹,HSINCHU,0.055,2015-03-11 15:00
花蓮,HUALINE,0.054,2015-03-11 15:00
澎湖,PENGHU,0.052,2015-03-11 15:00
馬祖,MATZU,0.054,2015-03-11 15:00
滿州,MANJHOU,0.051,2015-03-11 15:00
板橋,BANCIAO,0.078,2015-03-11 15:00
屏東市,PINGTONG,0.051,2015-03-11 15:00
基隆,KEELUNG,0.063,2015-03-11 15:00
頭城,TOUCHENG,0.058,2015-03-11 15:00
竹北,JHUBEI,0.055,2015-03-11 15:00
苗栗,MIAOLI,0.048,2015-03-11 15:00
南投,NANTOU,0.050,2015-03-11 15:00
彰化,CHANGHUA,0.065,2015-03-11 15:00
雲林,YUNLIN,0.059,2015-03-11 15:00
嘉義,CHIAYI,0.043,2015-03-11 15:00
