"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00003219","大順輪船股份有限公司","基隆市中正區中船路134號5樓之1","王偉中","10000000","1031217"
"2","00069149","台北美上美股份有限公司","基隆市信義區培德路73號","森部一夫","517512700","1031230"
"3","00295882","聯和企業股份有限公司","基隆市中正區中正路108號","林謙旭","600000","1031226"
"4","00385504","鈺銓觀光汽車股份有限公司","臺北市文山區興隆路2段154巷3號","蔡東龍","21000000","1031201"
"5","00659460","復昌氣體有限公司","基隆市暖暖區八堵路8-3號","盧慧敏","500000","1031226"
"6","00699152","永華汽艇股份有限公司","基隆市中正區正砂里正榮街28-2號1樓","席佩弘","3780000","1031212"
"7","00702749","益代工程有限公司","基隆市七堵區泰安路193巷4之3號","嚴詠華","5000000","1031210"
"8","00801776","大順報關行股份有限公司","臺北市中山區林森北路50號8樓之5","周江麟","20000000","1031219"
"9","00801826","宜泰建材工業股份有限公司","基隆市中正區港通里信一路177之6號","許美滿","6000000","1031230"
"10","00803599","伸昌鋼鐵工業股份有限公司","新北市瑞芳區明燈路2段38號1樓　","曹立政","25000000","1031222"
"11","00889821","鍀瑞交通企業有限公司","基隆市仁愛區仁二路49號2樓","周敬修","12000000","1031231"
"12","00890524","宏權水電工程有限公司","基隆市信義區培德路20號","張逸民","5000000","1031217"
"13","01074303","台眾實業股份有限公司","新北市新莊區中正路723號","吳重山","25000000","1031202"
"14","01074922","糖福育樂股份有限公司","臺南市南區大林里大同路2段402號2樓","江銘宏","6800000","1031225"
"15","01126153","統明工業股份有限公司","臺北市萬華區環河南路1段23號11樓之8","黃世宇","15000000","1031229"
"16","01127771","力耀五金有限公司","臺北市大同區庫倫街6號1樓","林鄭英英","3000000","1031230"
"17","01175409","聖力室內裝修股份有限公司","臺北市中山區松江路42號4樓之3","陳梓楹","10000000","1031230"
"18","01176420","台灣日精股份有限公司","臺北市內湖區民權東路6段109號5樓之3","花岡茂","6000000","1031217"
"19","01181346","小叮噹科學股份有限公司","新竹縣新豐鄉松柏村6鄰康和路199號","蘇欣怡","199000000","1031217"
"20","01183652","銘成塑膠有限公司","臺北市松山區寶清街89巷37號3樓","石鍊琛","10000000","1031211"
"21","01187025","優仕咖啡股份有限公司","臺北市內湖區瑞光路26巷36弄6號2樓","上島達司","23500000","1031225"
"22","01187550","利潔時股份有限公司","臺北市松山區敦化北路150號11樓","區志輝(Au Alfred Chifay)","2500000","1031216"
"23","01191251","高仲有限公司","臺北市中山區長安東路2段31號4樓之6","曾文進","11000000","1031226"
"24","01355514","同柏實業有限公司","臺北市內湖區內湖路1段629巷36弄4號5樓","董梅香","5000000","1031230"
"25","01514978","九如江記圖書有限公司","新北市林口區文化三路1段366號2樓之3 ","江憲助","1000000","1031209"
"26","01518756","華迅股份有限公司","臺北市松山區敦化北路88號11樓","王燦霖","70120000","1031203"
"27","01630738","加美光學股份有限公司","新北市新店區北新路3段225號6樓","楊國顯","258000000","1031210"
"28","01869627","富榮食品廠有限公司","新北市中和區景平路792號","余宗漢","29000000","1031216"
"29","01976268","銘賢五金工程有限公司","新北市新莊區中華路2段127號4樓","吳銘賢","6000000","1031223"
"30","01984318","三志塑膠企業股份有限公司","新北市蘆洲區中正路185巷31弄27號1樓","葉志成","5000000","1031216"
"31","01985288","泰樺家具股份有限公司","彰化縣福興鄉萬豐村福工路15-1號","陳朝根","37600000","1031208"
"32","01996308","冠多實業股份有限公司","新北市三重區重新路4段214巷15弄12之1號(4樓)","黃孜平","5000000","1031212"
"33","02422499","久暘實業股份有限公司","新北市永和區永貞里永亨路77號","蘇鴻基","6000000","1031217"
"34","02684423","亦銘工業股份有限公司","桃園市中壢區忠義里南園路2之9號1、2樓","黃喜三","25000000","1031231"
"35","02748263","宏釱工業股份有限公司","新竹縣新埔鎮田新里文德路三段10巷93號","蘇錦培","16600000","1031216"
"36","02852737","佳冠鋼模股份有限公司","新竹市北區湳雅里湳雅街150巷20號","曾綉","5000000","1031218"
"37","02895911","昆富工業股份有限公司","臺中市外埔區大同里甲后路332號1樓","張秀瑞","136000000","1031225"
"38","02925838","德一食品工業股份有限公司","苗栗縣竹南鎮崎頂里仁愛路1445號","郭哲坊","25000000","1031215"
"39","02949016","潤岱精機工業股份有限公司","臺中市南屯區文心南三路535號5樓","鄧海桐","5000000","1031209"
"40","03036306","上海商業儲蓄銀行股份有限公司","臺北市中山區民權東路1段2號","榮鴻慶","38086864050","1031215"
"41","03060311","中外儀器股份有限公司","臺北市中正區博愛路130號4樓之3","吳沃洲","50160000","1031204"
"42","03074716","友信行股份有限公司","臺北市大安區敦化南路2段97號14樓","施濟濤","487500000","1031209"
"43","03079803","台灣龍燈股份有限公司","臺北市大同區承德路2段81號3樓","羅昌炎","50000000","1031215"
"44","03090315","博德工業股份有限公司","花蓮縣花蓮市美工六街18號","郭添財","18000000","1031225"
"45","03094918","中盛企業有限公司","臺北市萬華區萬大路486巷28弄44號2樓","曾盛華","3000000","1031219"
"46","03097801","中華彩色印刷股份有限公司","新北市新店區寶橋路229號","張中一","662486210","1031224"
"47","03102712","文瑞體育用品有限公司","臺北市中正區重慶南路1段114號","蘇淑芬","2000000","1031227"
"48","03109905","五聯企業股份有限公司","新北市三重區中興北街150巷28號1樓2樓","張錦榮","29000000","1031215"
"49","03128207","正成貿易股份有限公司","新北市三重區中興里光復路1段88號8樓","丘揚祖","36000000","1031227"
"50","03136207","正洋貿易有限公司","臺北市萬華區漢口街2段53巷11號1樓","曾泳隆","10000000","1031201"
"51","03217904","東方廣告股份有限公司","臺北市信義區東興路51號5樓","蔡淑梨","60000000","1031223"
"52","03244705","萬洲化學股份有限公司","臺北市中山區敬業一路97號8樓","李志賢","3962166080","1031203"
"53","03253909","亞細亞觀光事業股份有限公司","臺北市中山區中山北路2段112號7樓之5","吳邦彥","115000000","1031225"
"54","03259811","今聯遊覽汽車股份有限公司","臺北市北投區豐年路2段141號1樓","温昌衡","12000000","1031231"
"55","03269304","旭輝化工儀器有限公司","臺北市中正區重慶南路2段86巷15號1樓","黃旭輝","5170000","1031223"
"56","03315911","保泰實業股份有限公司","臺北市中山區松江路301號2樓","林澄茂","319266000","1031219"
"57","03324806","恆誼化工股份有限公司","苗栗縣頭份鎮自強路忠孝巷8號4樓之4","何基兆","300000000","1031202"
"58","03362202","同立貿易有限公司","臺北市中正區仁愛路1段6號11樓之1","于光","18000000","1031212"
"59","03379338","康台貿易有限公司","臺北市中正區仁愛路2段34號6樓之1","柯信雄","5000000","1031209"
"60","03389125","雪龍眼鏡有限公司","臺北市萬華區漢中街117號1樓","王強","3000000","1031211"
"61","03425918","開發圖書有限公司","新北市中和區中山路2段327巷1號5樓","甘興邦","6000000","1031216"
"62","03450401","新中美貿易股份有限公司","臺北市中山區雙城街19巷21號4樓、5樓","李道一","12000000","1031212"
"63","03475803","萬能工程有限公司","臺北市中山區林森北路356號4樓","黃漢中","12000000","1031211"
"64","03516001","台元紡織股份有限公司","臺北市大安區敦化南路2段2號8樓","嚴凱泰","8185320000","1031218"
"65","03564609","台灣武田藥品工業股份有限公司","臺北市中山區南京東路3段217號7樓","李仁琳","90000000","1031227"
"66","03564729","台灣矢崎股份有限公司","屏東縣鹽埔鄉洛陽村四維路4號","中山務","100000000","1031216"
"67","03592801","興源藥品股份有限公司","臺北市內湖區大湖街131巷2弄2號1樓","李翔麟","3000000","1031226"
"68","03604308","聯貿行股份有限公司","臺北市中山區南京東路2段101號5樓","許翡珊","6400000","1031223"
"69","03607500","聲寶股份有限公司","桃園市龜山區大華里頂湖26-3號","財團法人陳茂榜工商發展基金會","5250000000","1031218"
"70","03608043","豐禾有限公司","臺北市松山區八德路2段374號11樓之2","林陳敏","10000000","1031224"
"71","03701104","台灣土地開發股份有限公司","臺北市中正區衡陽路51號14樓之1","邱復生","6791102950","1031225"
"72","03705903","兆豐國際商業銀行股份有限公司","臺北市中山區中原里吉林路100號","蔡友才","77000000000","1031217"
"73","04205096","達星貿易股份有限公司","臺北市中正區仁愛路2段34號6樓之1","柯信雄","10000000","1031210"
"74","04205933","新光育樂股份有限公司","臺北市中山區南京東路2段123號8樓","吳東昇","196000000","1031211"
"75","04208832","台灣通力電梯股份有限公司","臺北市內湖區洲子街88號6樓之1","夏文書(Har Boon Cher )","300000000","1031219"
"76","04215290","協豐股份有限公司","臺北市中正區新生南路1段158號5樓","廖信俊","28000000","1031231"
"77","04217918","富吉炭素股份有限公司","臺北市中山區林森北路614號4樓","浮森悟","24635000","1031229"
"78","04243562","聚和國際股份有限公司","高雄市大寮區潮寮里華東路28號","郭聰田","1680055660","1031209"
"79","04257734","蓁輝股份有限公司","臺北市信義區基隆路1段109之6號3樓之2","鄭子鈞","80000000","1031204"
"80","04263709","龍國企業有限公司","臺北市內湖區石潭路67號12樓","吳春桂","5000000","1031229"
"81","04264685","富富企業股份有限公司","臺北市中山區民生東路1段42號5樓之1","陳壽美","6000000","1031231"
"82","04264762","全球移動股份有限公司","臺北市松山區敦化北路102號13樓","周沛任","1800000","1031229"
"83","04277611","和橋實業股份有限公司","臺北市中正區衡陽路51號8樓之2","李清良","945000000","1031201"
"84","04281018","全豐特殊印刷有限公司","新北市三重區長壽西街214號1樓","羅正宏","5000000","1031215"
"85","04281690","亦欣企業股份有限公司","臺北市信義區信義路4段391號9樓之4","方慶榮","130800000","1031219"
"86","04283395","大同齒輪股份有限公司","新北市林口區工二區工三路14號","許黃春桂","130000000","1031202"
"87","04285443","信灃實業股份有限公司","臺北市大同區重慶北路3段122號","羅忠義","27000000","1031201"
"88","04288238","新東手套廠股份有限公司","臺北市大同區伊寧街9巷21號1樓","張文賢","29000000","1031218"
