FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
K7701604,巨擘先進股份有限公司中興廠,2015年第3季,7.606,公噸,,公噸,0,公噸,0,公噸,核算確認中
F1500441,台灣中油股份有限公司煉製事業部桃園煉油廠五股供油服務中心,2015年第2季,1.229,公噸,0.026,公噸,0.006,公噸,0.314,公噸,核算確認中
F1100245,建道工業股份有限公司,2015年第2季,0.186,公噸,2.354,公噸,1.455,公噸,1.009,公噸,核算確認中
F1700736,臺灣電力股份有限公司林口發電廠,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
J63A1591,台灣積體電路股份有限公司十二廠六期,2014年第4季,0.937,公噸,0,公噸,0.274,公噸,0.916,公噸,核算確認中
J6100066,勤美股份有限公司,2014年第4季,2.66,公噸,6.05,公噸,0.292,公噸,0.087,公噸,核算確認中
J5902155,台灣信越矽利光股份有限公司,2014年第4季,1.971,公噸,0.12,公噸,0.002,公噸,0.324,公噸,核算確認中
J5901676,德亞樹脂股份有限公司,2014年第4季,3.665,公噸,0.34,公噸,1.348,公噸,1.345,公噸,核算確認中
F0602544,永豐化學工業股份有限公司,2014年第4季,0,公噸,,公噸,3.477,公噸,2.412,公噸,核算確認中
E5602854,李長榮化學工業股份有限公司小港廠,2014年第4季,8.056,公噸,0.017,公噸,0.033,公噸,0.501,公噸,核算確認中
E54A3605,曉唐實業有限公司,2014年第4季,0,公噸,,公噸,0.142,公噸,0.099,公噸,核算確認中
E5406183,大地光纖股份有限公司,2014年第4季,2.754,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5100800,福華大飯店股份有限公司高雄分公司,2014年第4季,0,公噸,,公噸,0.09,公噸,0.23,公噸,核算確認中
Q7700370,仁友企業股份有限公司,2014年第3季,0.215,公噸,,公噸,0,公噸,0,公噸,核算確認中
Q7604613,至光實業有限公司,2014年第3季,0,公噸,,公噸,0.059,公噸,0.059,公噸,核算確認中
J61A2816,億升工業股份有限公司,2014年第3季,2.673,公噸,0.01,公噸,0,公噸,0,公噸,核算確認中
J61A2480,有成精密股份有限公司,2014年第3季,0.97,公噸,,公噸,0,公噸,0,公噸,核算確認中
J6000258,建洲窯業股份有限公司,2014年第3季,0.049,公噸,0.05,公噸,1.928,公噸,0.42,公噸,核算確認中
J59A1577,辛耘企業股份有限公司,2014年第3季,1.196,公噸,,公噸,0,公噸,0,公噸,核算確認中
J5900197,大全彩藝工業股份有限公司,2014年第3季,9.474,公噸,0.02,公噸,1.017,公噸,0.22,公噸,核算確認中
I2605164,嘉義優遊商旅股份有限公司,2014年第3季,0,公噸,,公噸,0.048,公噸,0.033,公噸,核算確認中
F1304752,頂嘉麻油食品工廠,2014年第3季,0.004,公噸,,公噸,0.02,公噸,2.658,公噸,核算確認中
F1302678,堅順股份有限公司,2014年第3季,0.259,公噸,,公噸,0,公噸,0,公噸,核算確認中
F0814044,亞琦化粧品有限公司,2014年第3季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
F0606499,勵進塑膠股份有限公司,2014年第3季,0.263,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5401857,台灣日東電工股份有限公司,2014年第3季,26.595,公噸,0.085,公噸,0,公噸,2.832,公噸,核算確認中
E5401722,台灣塑膠工業公司第四工廠,2014年第3季,1.639,公噸,,公噸,0,公噸,0,公噸,核算確認中
E4900235,中殼潤滑油股份有限公司,2014年第3季,3.408,公噸,2.43,公噸,40.478,公噸,33.382,公噸,核算確認中
B9800615,正旺碾米工廠有限公司,2014年第3季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
A43A2943,華泰洗衣店,2014年第3季,0.011,公噸,,公噸,0,公噸,0,公噸,核算確認中
Q7104225,鴻泰絕緣材料有限公司嘉義廠,2014年第2季,0.004,公噸,,公噸,0.477,公噸,0.331,公噸,核算確認中
N1101162,建大工業股份有限公司,2014年第2季,6.678,公噸,1.085,公噸,4.886,公噸,3.906,公噸,核算確認中
J6300557,台灣積體電路製造股份有限公司二廠,2014年第2季,0.897,公噸,0.002,公噸,1.497,公噸,0.5,公噸,核算確認中
J6200070,營道企業股份有限公司,2014年第2季,0.853,公噸,0.447,公噸,2.183,公噸,2.006,公噸,核算確認中
J6100066,勤美股份有限公司,2014年第2季,2.663,公噸,5.37,公噸,0.273,公噸,0.081,公噸,核算確認中
J6003017,豐台工業有限公司,2014年第2季,0.259,公噸,,公噸,0,公噸,0,公噸,核算確認中
J5905316,必翔電能高科技股份有限公司,2014年第2季,0.317,公噸,,公噸,0,公噸,0,公噸,核算確認中
H5302170,台灣德聯高科股份有限公司桃園廠,2014年第2季,13.994,公噸,0.682,公噸,0.853,公噸,1.483,公噸,核算確認中
H5101888,合誠化學製藥股份有限公司,2014年第2季,0,公噸,,公噸,0.19,公噸,0.132,公噸,核算確認中
H4642915,東泰興實業股份有限公司,2014年第2季,0.027,公噸,,公噸,0,公噸,0,公噸,核算確認中
F1507888,綺益彩印科技股份有限公司,2014年第2季,0.861,公噸,0.02,公噸,0.142,公噸,0.126,公噸,核算確認中
F0702389,冠禹企業有限公司,2014年第2季,0.75,公噸,,公噸,0.048,公噸,0.033,公噸,核算確認中
F0602080,岳昇有限公司新莊廠,2014年第2季,0.66,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5406227,瑞儀光電股份有限公司,2014年第2季,0.512,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5401660,紘洋化學股份有限公司,2014年第2季,5.104,公噸,,公噸,0.014,公噸,0.01,公噸,核算確認中
E4900379,日月光半導體製造股份有限公K1廠,2014年第2季,4.435,公噸,,公噸,0,公噸,0,公噸,核算確認中
E4800365,高雄市政府工務局養護工程處拌合場,2014年第2季,0.104,公噸,0.727,公噸,0.004,公噸,0.145,公噸,核算確認中
D32A1272,州巧科技股份有限公司台南廠,2014年第2季,0,公噸,,公噸,0.14,公噸,0.097,公噸,核算確認中
T42A7245,智相科技股份有限公司,2014年第1季,0,公噸,,公噸,0.091,公噸,0.067,公噸,核算確認中
R10A1704,元綺股份有限公司,2014年第1季,0.182,公噸,,公噸,0.029,公噸,0.019,公噸,核算確認中
N3200097,永芳造紙廠股份有限公司,2014年第1季,0,公噸,,公噸,0.364,公噸,0.19,公噸,核算確認中
N08A4488,中鴻鋼鐵股份有限公司鋼管廠鹿港分廠,2014年第1季,0.722,公噸,,公噸,0,公噸,0,公噸,核算確認中
J6300557,台灣積體電路製造股份有限公司二廠,2014年第1季,0.84,公噸,0.008,公噸,0.6,公噸,0.692,公噸,核算確認中
J6200070,營道企業股份有限公司,2014年第1季,0.967,公噸,4.471,公噸,2.748,公噸,2.31,公噸,核算確認中
J59A1577,辛耘企業股份有限公司,2014年第1季,1.159,公噸,,公噸,0,公噸,0,公噸,核算確認中
J5908595,全興工業股份有限公司新竹廠,2014年第1季,0.256,公噸,,公噸,0,公噸,0,公噸,核算確認中
J5704042,達邁科技股份有限公司,2014年第1季,0.177,公噸,,公噸,3.563,公噸,2.471,公噸,核算確認中
H5302170,台灣德聯高科股份有限公司桃園廠,2014年第1季,11.878,公噸,0.425,公噸,0.476,公噸,1.072,公噸,核算確認中
F0701819,嘉澤金屬工業有限公司,2014年第1季,0.15,公噸,,公噸,0.076,公噸,0.053,公噸,核算確認中
E5401884,台灣中油股份有限公司石化事業部前鎮儲運所,2014年第1季,24.014,公噸,0.017,公噸,0.092,公噸,1.31,公噸,核算確認中
E5401731,華運倉儲實業股份有限公司,2014年第1季,3.092,公噸,,公噸,,公噸,,公噸,核算確認中
E4906611,財團法人金屬工業研究發展中心,2014年第1季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
D2700172,大和企業股份有限公司,2014年第1季,0.012,公噸,,公噸,0,公噸,0,公噸,核算確認中
V7504864,鵬燁實業有限公司,2013年第4季,0.061,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R1004729,晉通化學工業股份有限公司台南廠,2013年第4季,11.139,公噸,1.109,公噸,4.734,公噸,3.117,公噸,核算確認中
Q6600326,興毅冷凍食品工業股份有限公司,2013年第4季,0,公噸,,公噸,0.709,公噸,0.424,公噸,核算確認中
P5205217,遠昇科研實業股份有限公司(古坑廠),2013年第4季,0,公噸,,公噸,0.095,公噸,0.066,公噸,核算確認中
P46A0099,江揚科技股份有限公司,2013年第4季,0.002,公噸,0,公噸,0.096,公噸,0.066,公噸,核算確認中
P4602276,台日古河銅箔股份有限公司,2013年第4季,0,公噸,0.517,公噸,1.24,公噸,0.77,公噸,核算確認中
N29A0598,彰化縣二林鎮農會農產加工廠,2013年第4季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
N12A0252,義彰實業股份有限公司,2013年第4季,1.048,公噸,,公噸,0.095,公噸,0.066,公噸,核算確認中
N0901613,東奕工業股份有限公司,2013年第4季,0.044,公噸,,公噸,0.064,公噸,0.006,公噸,核算確認中
J61A2816,億升工業股份有限公司,2013年第4季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
J61A2480,有成精密股份有限公司,2013年第4季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
H51A4459,玖華金屬工業有限公司,2013年第4季,1.303,公噸,0.04,公噸,0.002,公噸,0.023,公噸,核算確認中
F0905602,捷美企業有限公司二廠,2013年第4季,0.932,公噸,,公噸,0,公噸,0,公噸,核算確認中
F0701677,得盟興業有限公司,2013年第4季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5604321,金業興實業有限公司,2013年第4季,0.827,公噸,0.015,公噸,0.002,公噸,0.023,公噸,核算確認中
E5601197,唐榮鐵工廠股份有限公司,2013年第4季,1.622,公噸,10.23,公噸,1.881,公噸,12.19,公噸,核算確認中
E5405006,宜昇股份有限公司,2013年第4季,0.336,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5400083,中美嘉吉股份有限公司(高雄飼料廠),2013年第4季,0,公噸,0.672,公噸,0.575,公噸,0.395,公噸,核算確認中
A3500202,國泰醫療財團法人國泰綜合醫院,2013年第4季,0,公噸,,公噸,1.545,公噸,1.223,公噸,核算確認中
S2900063,三和合成股份有限公司,2013年第3季,0.42,公噸,0.066,公噸,0.427,公噸,0.277,公噸,核算確認中
Q6903251,富翔股份有限公司,2013年第3季,0.153,公噸,,公噸,0,公噸,0,公噸,核算確認中
N08A3717,耕進鑄造有限公司,2013年第3季,0.021,公噸,,公噸,0.006,公噸,0.004,公噸,核算確認中
N0809856,仁聖和回元科技股份有限公司,2013年第3季,0,公噸,,公噸,0.527,公噸,0.411,公噸,核算確認中
N0702629,中美兄弟製藥股份有限公司,2013年第3季,0,公噸,,公噸,0.228,公噸,0.158,公噸,核算確認中
H4604077,昭欣工業有限公司,2013年第3季,0.24,公噸,,公噸,0,公噸,0,公噸,核算確認中
E5604036,壹東實業股份有限公司二廠,2013年第3季,6.122,公噸,0.005,公噸,0,公噸,0.204,公噸,核算確認中
E4800972,星光汽車旅館有限公司,2013年第3季,0,公噸,,公噸,0.011,公噸,0.008,公噸,核算確認中
Q7403269,合騏工業股份有限公司第三廠,2013年第2季,0.011,公噸,,公噸,0.086,公噸,0.059,公噸,核算確認中
Q66A0119,紳縉實業有限公司,2013年第2季,0.043,公噸,,公噸,0,公噸,0,公噸,核算確認中
H5100345,志宏化工廠股份有限公司,2013年第2季,0,公噸,,公噸,0.57,公噸,0.395,公噸,核算確認中
H4509568,中壢屠宰場,2013年第2季,0,公噸,,公噸,0.38,公噸,0.264,公噸,核算確認中
E5601437,中鋼碳素化學股份有限公司,2013年第2季,2.708,公噸,0.071,公噸,3.822,公噸,7.226,公噸,核算確認中
E4901698,楠都大旅社,2013年第2季,0,公噸,,公噸,0.024,公噸,0.016,公噸,核算確認中
S2601038,信旭企業股份有限公司,2013年第1季,0.383,公噸,,公噸,0.074,公噸,0.089,公噸,核算確認中
S15A1108,簡愛汽車旅館,2013年第1季,0,公噸,,公噸,0.015,公噸,0.011,公噸,核算確認中
S2001743,愛美愛塗料股份有限公司,2013年第1季,0.375,公噸,,公噸,0,公噸,0,公噸,核算確認中
Q69A4166,東群興業股份有限公司,2013年第1季,0,公噸,,公噸,0.124,公噸,0.086,公噸,核算確認中
Q69A0520,振誠塑膠有限公司,2013年第1季,0.485,公噸,,公噸,0,公噸,0,公噸,核算確認中
Q6901088,建宏實業社,2013年第1季,0.685,公噸,,公噸,0.19,公噸,0.132,公噸,核算確認中
Q6900974,素味食品股份有限公司,2013年第1季,0,公噸,0.28,公噸,0.699,公噸,0.485,公噸,核算確認中
L0200740,傳裕企業股份有限公司,2013年第1季,0.446,公噸,2.24,公噸,0.045,公噸,0.013,公噸,核算確認中
K7102478,吉伸紙業股份有限公司,2013年第1季,0,公噸,,公噸,0.379,公噸,0.283,公噸,核算確認中
J6200132,營臺實業股份有限公司,2013年第1季,0.642,公噸,10.77,公噸,1.805,公噸,1.877,公噸,核算確認中
E4901698,楠都大旅社,2013年第1季,0,公噸,,公噸,0.026,公噸,0.018,公噸,核算確認中
W0504775,台灣電力股份有限公司塔山發電廠,2012年第4季,0.953,公噸,8.685,公噸,59.156,公噸,492.343,公噸,核算確認中
O1704821,漢威光電股份有限公司,2012年第4季,0.014,公噸,,公噸,0,公噸,0,公噸,核算確認中
N2901773,聿盛有限公司,2012年第4季,0.022,公噸,,公噸,0.107,公噸,0.066,公噸,核算確認中
N1305080,僑美實業股份有限公司,2012年第4季,0,公噸,,公噸,0.522,公噸,0.362,公噸,核算確認中
N0910390,昇隆織帶股份有限公司,2012年第4季,0.01,公噸,,公噸,0,公噸,0.356,公噸,核算確認中
N0900081,特達印刷企業有限公司,2012年第4季,0.019,公噸,,公噸,0,公噸,0,公噸,核算確認中
K7701060,福田科技股份有限公司,2012年第4季,0.06,公噸,,公噸,0,公噸,0,公噸,核算確認中
J58A2689,德興科技材料股份有限公司,2012年第4季,0.486,公噸,2.614,公噸,8.17,公噸,8.011,公噸,核算確認中
H5006208,新綜工業股份有限公司龍潭廠,2012年第4季,0.229,公噸,,公噸,0,公噸,0.009,公噸,核算確認中
H4901151,東本塗料企業股份有限公司,2012年第4季,0.272,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4303011,基準實業股份有限公司,2012年第4季,0.069,公噸,,公噸,0.724,公噸,0.566,公噸,核算確認中
H4202242,騰翔企業股份有限公司,2012年第4季,0.222,公噸,0.134,公噸,0.932,公噸,1.428,公噸,核算確認中
S2500027,三章實業股份有限公司,2012年第3季,0.073,公噸,,公噸,0.133,公噸,0.092,公噸,核算確認中
S2201092,長春人造樹脂股份有限公司高雄廠,2012年第3季,8.804,公噸,0.436,公噸,4.351,公噸,3.875,公噸,核算確認中
Q7304396,石璣企業有限公司,2012年第3季,0,公噸,,公噸,0.76,公噸,0.527,公噸,核算確認中
P4802990,元翎精密工業股份有限公司,2012年第3季,2.05,公噸,1.474,公噸,0,公噸,8.231,公噸,核算確認中
N0717184,劉家祥,2012年第3季,0.016,公噸,,公噸,0.011,公噸,0.008,公噸,核算確認中
L0000179,儒峰鑄造工業股份有限公司,2012年第3季,0.725,公噸,1.693,公噸,0.036,公噸,0.009,公噸,核算確認中
K7102414,雙瑞興股份有限公司,2012年第3季,0,公噸,,公噸,0.207,公噸,0.329,公噸,核算確認中
K7101220,琦峰紙業股份有限公司,2012年第3季,0,公噸,1.433,公噸,0.699,公噸,1.088,公噸,核算確認中
H5301888,尚志精密化學股份有限公司,2012年第3季,1.135,公噸,,公噸,0,公噸,0.031,公噸,核算確認中
H4202902,協峰銘版印刷股份有限公司,2012年第3季,4.341,公噸,0.195,公噸,0,公噸,0,公噸,核算確認中
B20A0343,富國精版印刷廠股份有限公司,2012年第3季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
B1900092,永進印刷有限公司,2012年第3季,0.008,公噸,,公噸,0,公噸,0,公噸,核算確認中
S2900901,川湖科技股份有限公司,2012年第2季,0,公噸,,公噸,0.57,公噸,0.395,公噸,核算確認中
S2001261,鈦晟有限公司,2012年第2季,0.037,公噸,,公噸,0.305,公噸,0.211,公噸,核算確認中
P46A1988,嘉品生物科技股份有限公司,2012年第2季,0,公噸,,公噸,0,公噸,0.001,公噸,核算確認中
N2900267,富味鄉食品股份有限公司第二廠,2012年第2季,9.02,公噸,2.714,公噸,1.364,公噸,0.945,公噸,核算確認中
N1900389,福園窯業股份有限公司,2012年第2季,0.388,公噸,1.554,公噸,0.484,公噸,2.78,公噸,核算確認中
N1804033,羿興股份有限公司,2012年第2季,0,公噸,,公噸,0.093,公噸,0.065,公噸,核算確認中
N0810475,永宏成有限公司,2012年第2季,0.063,公噸,,公噸,0.57,公噸,0.461,公噸,核算確認中
L9300081,鍵源金屬股份有限公司,2012年第2季,0,公噸,,公噸,0,公噸,0.032,公噸,核算確認中
H4501348,安大科技股份有限公司楊梅廠,2012年第2季,0,公噸,,公噸,0.532,公噸,0.369,公噸,核算確認中
H4406357,屏榮食品股份有限公司,2012年第2季,0,公噸,,公噸,1.71,公噸,1.186,公噸,核算確認中
E4901750,楠梓電子股份有限公司內層廠,2012年第2季,2.372,公噸,0.47,公噸,2.039,公噸,1.525,公噸,核算確認中
D2802028,嘉男股份有限公司,2012年第2季,0,公噸,0.113,公噸,0.713,公噸,0.568,公噸,核算確認中
S1900489,同聲企業股份有限公司,2012年第1季,0.57,公噸,0.315,公噸,0.235,公噸,0.14,公噸,核算確認中
R1004729,晉通化學工業股份有限公司台南廠,2012年第1季,8.849,公噸,0.776,公噸,3.989,公噸,2.782,公噸,核算確認中
P4603399,敏銓實業股份有限公司,2012年第1季,1.32,公噸,,公噸,0.095,公噸,0.066,公噸,核算確認中
N0807183,繼茂橡膠工業股份有限公司,2012年第1季,0.269,公噸,,公噸,0,公噸,0,公噸,核算確認中
L9800308,大成化學工業股份有限公司,2012年第1季,0.027,公噸,,公噸,0,公噸,0,公噸,核算確認中
L9302807,合鉅有限公司,2012年第1季,0.918,公噸,,公噸,0.038,公噸,0.026,公噸,核算確認中
L9302398,錦隆化學股份有限公司,2012年第1季,0.086,公噸,,公噸,0.285,公噸,0.198,公噸,核算確認中
L0300772,三久股份有限公司,2012年第1季,1.49,公噸,,公噸,0,公噸,0.059,公噸,核算確認中
K7704829,台灣瑞穗食品股份有限公司銅鑼工廠,2012年第1季,0.353,公噸,,公噸,0,公噸,0.019,公噸,核算確認中
H4603605,合謚實業股份有限公司,2012年第1季,0,公噸,,公噸,0.16,公噸,0.113,公噸,核算確認中
H4602313,環泰企業股份有限公司南崁廠,2012年第1季,0,公噸,1.58,公噸,7.697,公噸,4.236,公噸,核算確認中
H4313348,精材科技股份有限公司中壢廠,2012年第1季,0.578,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4206053,勁源工業有限公司,2012年第1季,0.403,公噸,,公噸,0.005,公噸,0.066,公噸,核算確認中
H4204264,翔新企業股份有限公司桃園廠,2012年第1季,0.013,公噸,0.815,公噸,5.664,公噸,2.816,公噸,核算確認中
A4400569,喬隆乾洗商店,2012年第1季,0.01,公噸,,公噸,0,公噸,0,公噸,核算確認中
A3901138,六福開發股份有限公司南京分公司,2012年第1季,0.028,公噸,0.29,公噸,1.684,公噸,1.459,公噸,核算確認中
R14A2316,勛榮企業有限公司,2011年第4季,0.235,公噸,,公噸,0,公噸,0.004,公噸,核算確認中
Q7203509,明玉食品廠工業有限公司,2011年第4季,0,公噸,,公噸,0.068,公噸,0.047,公噸,核算確認中
P5300057,政德製藥股份有限公司,2011年第4季,0,公噸,,公噸,0.084,公噸,0.058,公噸,核算確認中
P4601037,啟翔紙業股份有限公司,2011年第4季,0,公噸,1.319,公噸,0.039,公噸,0.292,公噸,核算確認中
N2904229,潮泓實業股份有限公司,2011年第4季,0.499,公噸,,公噸,0.095,公噸,0.066,公噸,核算確認中
N0717184,劉家祥,2011年第4季,0.016,公噸,,公噸,0.011,公噸,0.008,公噸,核算確認中
L9101257,台灣中油股份有限公司油品行銷事業部台中營業處(台中港供油服務中心),2011年第4季,4.708,公噸,0.008,公噸,0.001,公噸,0.026,公噸,核算確認中
L8801141,巨大機械工業股份有限公司,2011年第4季,7.006,公噸,0.284,公噸,2.898,公噸,2.742,公噸,核算確認中
K7701417,普洛可有限公司,2011年第4季,0,公噸,,公噸,0.19,公噸,0.132,公噸,核算確認中
K7700063,洋國實業股份有限公司,2011年第4季,0,公噸,,公噸,0.004,公噸,0.002,公噸,核算確認中
K6800126,登健洗衣店,2011年第4季,0.015,公噸,,公噸,0,公噸,0,公噸,核算確認中
J63A0048,聯華電子股份有限公司Fab8S廠,2011年第4季,0.485,公噸,,公噸,0,公噸,0.633,公噸,核算確認中
J59A7694,隆達電子股份有限公司湖口廠,2011年第4季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
J5901676,德亞樹脂股份有限公司,2011年第4季,3.346,公噸,0.14,公噸,1.761,公噸,0.993,公噸,核算確認中
H51A5170,穎台科技股份有限公司平鎮二廠,2011年第4季,0.81,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4887398,昇陽光電科技股份有限公司,2011年第4季,0.124,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4639285,運增科技股份有限公司二廠,2011年第4季,0.137,公噸,,公噸,0,公噸,0,公噸,核算確認中
H45A3447,亞強科技有限公司楊梅廠,2011年第4季,0.429,公噸,,公噸,0,公噸,0,公噸,核算確認中
H43A2855,精材科技股份有限公司中壢二廠,2011年第4季,0.39,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4313348,精材科技股份有限公司中壢廠,2011年第4季,0.894,公噸,,公噸,0,公噸,0,公噸,核算確認中
B2402764,拓凱實業股份有限公司,2011年第4季,0,公噸,,公噸,0.302,公噸,0.209,公噸,核算確認中
W0400156,金三榮工程股份有限公司太湖廠,2011年第3季,0.033,公噸,0.507,公噸,0.147,公噸,0.102,公噸,核算確認中
S1666062,豪騏實業有限公司,2011年第3季,0.011,公噸,,公噸,0,公噸,0.067,公噸,核算確認中
R1004498,盈昌金屬建材行工廠,2011年第3季,0.016,公噸,,公噸,0.001,公噸,0.014,公噸,核算確認中
P5802378,台塑旭彈性纖維股份有限公司麥寮廠彈性纖維廠,2011年第3季,2.849,公噸,0.071,公噸,0.302,公噸,0.423,公噸,核算確認中
N2802408,新晟興業股份有限公司,2011年第3季,0.128,公噸,,公噸,0.497,公噸,0.303,公噸,核算確認中
N1606797,匯開材料科技股份有限公司,2011年第3季,0,公噸,,公噸,0.095,公噸,0.066,公噸,核算確認中
N0902227,啟豪實業廠,2011年第3季,0.012,公噸,,公噸,0.21,公噸,0.161,公噸,核算確認中
L9401476,矽品精密工業股份有限公司大豐廠,2011年第3季,1.894,公噸,,公噸,0.183,公噸,0.202,公噸,核算確認中
L8807885,國慶化學股份有限公司大甲廠,2011年第3季,0.046,公噸,,公噸,1.803,公噸,1.236,公噸,核算確認中
L0101199,明興皮革股份有限公司,2011年第3季,1.261,公噸,,公噸,0.674,公噸,0.467,公噸,核算確認中
K71A1805,達輝光電股份有限公司,2011年第3季,13.021,公噸,,公噸,0,公噸,0.108,公噸,核算確認中
I26A0429,三太造機廠股份有限公司嘉義廠,2011年第3季,0.014,公噸,0.26,公噸,0.001,公噸,0.001,公噸,核算確認中
H5301771,獅王工業股份有限公司觀音廠,2011年第3季,0,公噸,,公噸,0.221,公噸,0.149,公噸,核算確認中
H5301664,國紡企業股份有限公司桃園觀音廠,2011年第3季,0.068,公噸,0.269,公噸,0.938,公噸,0.571,公噸,核算確認中
H4604228,華膳空廚股份有限公司桃園廠,2011年第3季,0.001,公噸,,公噸,0.02,公噸,0.863,公噸,核算確認中
H43A2855,精材科技股份有限公司中壢二廠,2011年第3季,0.95,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4313348,精材科技股份有限公司中壢廠,2011年第3季,0.902,公噸,,公噸,0,公噸,0,公噸,核算確認中
E49A0622,界霖科技股份有限公司二廠,2011年第3季,0.039,公噸,,公噸,0,公噸,0,公噸,核算確認中
B23A5922,聯勝光電股份有限公司一廠,2011年第3季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
B2304950,財團法人鞋類暨運動休閒科技研發中心,2011年第3季,0.028,公噸,,公噸,0,公噸,0,公噸,核算確認中
A4300911,天成乾洗商店,2011年第3季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
S2200586,重盈陽成工業股份有限公司,2011年第2季,0.216,公噸,10.834,公噸,0,公噸,0,公噸,核算確認中
S1666526,綠大實業股份有限公司,2011年第2季,0.313,公噸,0.317,公噸,0.617,公噸,1.6,公噸,核算確認中
R0300099,佳和實業股份有限公司染整廠,2011年第2季,0.364,公噸,1.543,公噸,2.757,公噸,1.881,公噸,核算確認中
N1007516,朕豪工業股份有限公司,2011年第2季,0.611,公噸,,公噸,0,公噸,0,公噸,核算確認中
N08A1939,富伸金屬工業股份有限公司,2011年第2季,0.057,公噸,,公噸,0.005,公噸,0.003,公噸,核算確認中
M4100306,豐力食品廠,2011年第2季,0,公噸,,公噸,0.162,公噸,0.112,公噸,核算確認中
M3304944,晟功企業有限公司,2011年第2季,0.03,公噸,,公噸,0.105,公噸,0.073,公噸,核算確認中
L9401476,矽品精密工業股份有限公司大豐廠,2011年第2季,1.729,公噸,,公噸,0.202,公噸,0.222,公噸,核算確認中
J59A0143,榮創能源科技股份有限公司湖口廠,2011年第2季,0.521,公噸,,公噸,0,公噸,0,公噸,核算確認中
H5200493,回春堂製藥股份有限公司桃園廠,2011年第2季,0,公噸,,公噸,0.022,公噸,0.015,公噸,核算確認中
H4640699,美麗基科技股份有限公司南崁廠,2011年第2季,0.222,公噸,,公噸,0,公噸,0,公噸,核算確認中
H43A2855,精材科技股份有限公司中壢二廠,2011年第2季,0.977,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4313348,精材科技股份有限公司中壢廠,2011年第2季,0.627,公噸,,公噸,0,公噸,0,公噸,核算確認中
H4203221,精緻彩色印刷公司,2011年第2季,0.032,公噸,,公噸,0,公噸,0,公噸,核算確認中
G38A1538,東大工業股份有限公司利澤廠,2011年第2季,0.1,公噸,,公噸,0.114,公噸,0.079,公噸,核算確認中
B2402755,統全樹脂化工廠股份有限公司,2011年第2季,0.948,公噸,,公噸,0.057,公噸,0.04,公噸,核算確認中
A34A1392,仙妮蕾德餐旅管理有限公司,2011年第2季,0,公噸,0.304,公噸,1.158,公噸,0.818,公噸,核算確認中
S2200086,三永裕鐵工廠股份有限公司,2011年第1季,0,公噸,,公噸,2.466,公噸,1.71,公噸,核算確認中
S2002044,建雄企業股份有限公司,2011年第1季,0,公噸,,公噸,0.285,公噸,0.198,公噸,核算確認中
N0713337,順柏昌實業股份有限公司,2011年第1季,0.072,公噸,,公噸,0,公噸,0,公噸,核算確認中
L9401476,矽品精密工業股份有限公司大豐廠,2011年第1季,2.898,公噸,,公噸,0.202,公噸,0.251,公噸,核算確認中
L0201210,吉拓實業股份有限公司,2011年第1季,0.07,公噸,0.191,公噸,0.495,公噸,0.375,公噸,核算確認中
J59A1022,立州油脂有限公司,2011年第1季,0.055,公噸,,公噸,0.028,公噸,0.007,公噸,核算確認中
J5905754,科治新技股份有限公司,2011年第1季,2.078,公噸,,公噸,0,公噸,0,公噸,核算確認中
J5900393,台灣日美股份有限公司,2011年第1季,10.39,公噸,0.007,公噸,0.718,公噸,8.497,公噸,核算確認中
I2602047,嘉義鐵線製品股份有限公司,2011年第1季,0,公噸,,公噸,0,公噸,0.055,公噸,核算確認中
H4303137,台灣大塚製藥股份有限公司中壢工廠,2011年第1季,0,公噸,,公噸,0.913,公噸,0.633,公噸,核算確認中
B9501733,彩禾屋家具股份有限公司,2011年第1季,0.909,公噸,,公噸,0,公噸,0,公噸,核算確認中
