FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
K8000357,中埔混凝土股份有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
K7705684,佳生企業有限公司,2014年第3季,,公噸,0.962,公噸,,公噸,,公噸,完成年申報審查
K7704990,恒笙土資場,2014年第3季,,公噸,2.774,公噸,,公噸,,公噸,完成年申報審查
K7704963,上安砂石有限公司,2014年第3季,,公噸,0.035,公噸,,公噸,,公噸,完成年申報審查
K7704936,富佑土資場有限公司,2014年第3季,,公噸,1.632,公噸,,公噸,,公噸,完成年申報審查
K7704927,福宏土資場股份有限公司,2014年第3季,,公噸,0.729,公噸,,公噸,,公噸,完成年申報審查
K7701202,國順預拌混凝土股份有限公司苗栗廠,2014年第3季,,公噸,1.615,公噸,,公噸,,公噸,完成年申報審查
K7700830,福宏實業股份有限公司,2014年第3季,,公噸,1.926,公噸,,公噸,,公噸,完成年申報審查
K7700741,振翔股份有限公司,2014年第3季,,公噸,2.245,公噸,,公噸,,公噸,完成年申報審查
K7700732,源昌砂石股份有限公司,2014年第3季,,公噸,3.771,公噸,,公噸,,公噸,完成年申報審查
K7700723,國翔砂石工業股份有限公司,2014年第3季,,公噸,1.402,公噸,,公噸,,公噸,完成年申報審查
K7700661,國產建材實業股份有限公司苗栗廠,2014年第3季,,公噸,1.98,公噸,,公噸,,公噸,完成年申報審查
K7604468,明原矽砂有限公司,2014年第3季,,公噸,0.116,公噸,,公噸,,公噸,完成年申報審查
K7600899,福基矽砂股份有限公司,2014年第3季,,公噸,0.7,公噸,,公噸,,公噸,完成年申報審查
K7600853,南岡企業股份有限公司,2014年第3季,,公噸,0.358,公噸,,公噸,,公噸,完成年申報審查
K7503135,協鑫混凝土股份有限公司,2014年第3季,,公噸,1.368,公噸,,公噸,,公噸,完成年申報審查
K7400193,正和砂石開發工業股份有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
K7400102,統日實業股份有限公司,2014年第3季,,公噸,5.306,公噸,,公噸,,公噸,完成年申報審查
K73A0243,長增工程有限公司,2014年第3季,,公噸,0.883,公噸,,公噸,,公噸,完成年申報審查
K73A0124,錦鋒混凝土股份有限公司,2014年第3季,,公噸,7.526,公噸,,公噸,,公噸,完成年申報審查
K7305620,昱新企業社,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
K7305399,長信環保工程有限公司,2014年第3季,,公噸,0.66,公噸,,公噸,,公噸,完成年申報審查
K7305371,西湖混凝土有限公司,2014年第3季,,公噸,1.884,公噸,,公噸,,公噸,完成年申報審查
K7305362,立順興資源科技股份有限公司,2014年第3季,,公噸,4.331,公噸,,公噸,,公噸,完成年申報審查
K72A0307,弘喬有限公司,2014年第3季,,公噸,0.112,公噸,,公噸,,公噸,完成年申報審查
K7206944,志竹實業有限公司,2014年第3季,,公噸,0.012,公噸,,公噸,,公噸,完成年申報審查
K7201430,佾泰企業股份有限公司,2014年第3季,,公噸,2.856,公噸,,公噸,,公噸,完成年申報審查
K71A2477,上禹水泥製品股份有限公司,2014年第3季,,公噸,2.07,公噸,,公噸,,公噸,完成年申報審查
K71A1934,國順預拌混凝土股份有限公司苗栗分公司竹南廠,2014年第3季,,公噸,1.449,公噸,,公噸,,公噸,完成年申報審查
K7102656,永矩企業股份有限公司,2014年第3季,,公噸,1.289,公噸,,公噸,,公噸,完成年申報審查
K6900881,協發企業股份有限公司,2014年第3季,,公噸,1.484,公噸,,公噸,,公噸,完成年申報審查
K6900658,得營砂石實業有限公司,2014年第3季,,公噸,0.764,公噸,,公噸,,公噸,完成年申報審查
K6801392,頭份混凝土有限公司,2014年第3季,,公噸,0.113,公噸,,公噸,,公噸,完成年申報審查
J6203491,元鑫工程有限公司(榮大土石方既有處理場所),2014年第3季,,公噸,8.426,公噸,,公噸,,公噸,完成年申報審查
J6200196,建潮實業股份有限公司,2014年第3季,,公噸,1.393,公噸,,公噸,,公噸,完成年申報審查
J6200187,發興建材股份有限公司,2014年第3季,,公噸,10.63,公噸,,公噸,,公噸,完成年申報審查
J6200169,榮大砂石股份有限公司,2014年第3季,,公噸,2.08,公噸,,公噸,,公噸,完成年申報審查
J61A0890,全民土石方加工處理廠,2014年第3季,,公噸,3.43,公噸,,公噸,,公噸,完成年申報審查
J6000570,尖石工業股份有限公司橫山廠,2014年第3季,,公噸,4.83,公噸,,公噸,,公噸,完成年申報審查
J6000203,嵩益股份有限公司,2014年第3季,,公噸,12.457,公噸,,公噸,,公噸,完成年申報審查
J59A3939,永協企業股份有限公司,2014年第3季,,公噸,1.944,公噸,,公噸,,公噸,完成年申報審查
J59A3226,鼎新行,2014年第3季,,公噸,2.265,公噸,,公噸,,公噸,完成年申報審查
J58A2243,凱程工業股份有限公司,2014年第3季,,公噸,1.739,公噸,,公噸,,公噸,完成年申報審查
J5805277,大山土石股份有限公司,2014年第3季,,公噸,13.177,公噸,,公噸,,公噸,完成年申報審查
J5800692,怡星企業股份有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
J5800674,詠炬企業股份有限公司,2014年第3季,,公噸,4.736,公噸,,公噸,,公噸,完成年申報審查
J5800665,石樺企業股份有限公司,2014年第3季,,公噸,5.546,公噸,,公噸,,公噸,完成年申報審查
J55A1230,益廣達實業股份有限公司,2014年第3季,,公噸,1.767,公噸,,公噸,,公噸,完成年申報審查
J5500482,和暉實業股份有限公司,2014年第3季,,公噸,1.051,公噸,,公噸,,公噸,完成年申報審查
H53A1405,北礦實業股份有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
H5387913,新品資源科技股份有限公司觀音廠,2014年第3季,,公噸,0.178,公噸,,公噸,,公噸,完成年申報審查
H5380487,上福土石方資源有限公司,2014年第3季,,公噸,2.317,公噸,,公噸,,公噸,完成年申報審查
H5380432,保障實業有限公司,2014年第3季,,公噸,0.28,公噸,,公噸,,公噸,完成年申報審查
H5301502,白玉砂石股份有限公司,2014年第3季,,公噸,1.265,公噸,,公噸,,公噸,完成年申報審查
H52A2389,祐杰實業有限公司,2014年第3季,,公噸,0.115,公噸,,公噸,,公噸,完成年申報審查
H52A0591,佰歲興業股份有限公司新屋廠,2014年第3季,,公噸,3.502,公噸,,公噸,,公噸,完成年申報審查
H5201374,鼎鐘實業行,2014年第3季,,公噸,5.67,公噸,,公噸,,公噸,完成年申報審查
H5201365,巨讚實業有限公司,2014年第3季,,公噸,1.871,公噸,,公噸,,公噸,完成年申報審查
H5200626,台灣水泥股份有限公司台北水泥製品廠中壢分廠,2014年第3季,,公噸,6.22,公噸,,公噸,,公噸,完成年申報審查
H5103757,祥鑫興業股份有限公司,2014年第3季,,公噸,3.053,公噸,,公噸,,公噸,完成年申報審查
H5006986,康地建材有限公司龍潭廠,2014年第3季,,公噸,3.524,公噸,,公噸,,公噸,完成年申報審查
H5006039,來鑫工業股份有限公司,2014年第3季,,公噸,0.146,公噸,,公噸,,公噸,完成年申報審查
H5005710,新三亞預拌混凝土廠股份有限公司,2014年第3季,,公噸,2.79,公噸,,公噸,,公噸,完成年申報審查
H49A6372,慶龍預拌混凝土股份有限公司八德廠,2014年第3季,,公噸,0.411,公噸,,公噸,,公噸,完成年申報審查
H49A6283,新群鼎實業有限公司八德廠,2014年第3季,,公噸,1.475,公噸,,公噸,,公噸,完成年申報審查
H49A4752,財嘉昌有限公司,2014年第3季,,公噸,11.743,公噸,,公噸,,公噸,完成年申報審查
H4904134,台灣水泥股份有限公司台北水泥製品廠八德分廠,2014年第3季,,公噸,9.954,公噸,,公噸,,公噸,完成年申報審查
H4801923,亞東預拌混凝土股份有限公司林口廠,2014年第3季,,公噸,1.741,公噸,,公噸,,公噸,完成年申報審查
H47A6134,大園預拌混凝土股份有限公司,2014年第3季,,公噸,2.74,公噸,,公噸,,公噸,完成年申報審查
H47A1174,桃園市政府(公共工程營建剩餘土石方暫屯及調配場),2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
H4708221,銘宏億企業有限公司,2014年第3季,,公噸,1.428,公噸,,公噸,,公噸,完成年申報審查
H4707993,泰暘砂石有限公司,2014年第3季,,公噸,7.47,公噸,,公噸,,公噸,完成年申報審查
H4703128,永吉化工股份有限公司,2014年第3季,,公噸,0.737,公噸,,公噸,,公噸,完成年申報審查
H4702014,國業砂石企業有限公司,2014年第3季,,公噸,0.196,公噸,,公噸,,公噸,完成年申報審查
H46A7315,昱霖金屬有限公司,2014年第3季,,公噸,1.215,公噸,,公噸,,公噸,完成年申報審查
H4640635,石繶工業股份有限公司,2014年第3季,,公噸,0.319,公噸,,公噸,,公噸,完成年申報審查
H4639990,詠源實業有限公司,2014年第3季,,公噸,1.09,公噸,,公噸,,公噸,完成年申報審查
H4606197,國產建材實業股份有限公司蘆竹二廠,2014年第3季,,公噸,4.007,公噸,,公噸,,公噸,完成年申報審查
H4603301,慶龍預拌混凝土股份有限公司,2014年第3季,,公噸,1.456,公噸,,公噸,,公噸,完成年申報審查
H4603196,新群鼎實業有限公司蘆竹廠,2014年第3季,,公噸,1.86,公噸,,公噸,,公噸,完成年申報審查
H4602699,全國砂石廠,2014年第3季,,公噸,5.503,公噸,,公噸,,公噸,完成年申報審查
H4601076,台灣水泥股份有限公司台北水泥製品廠桃園分廠,2014年第3季,,公噸,4.48,公噸,,公噸,,公噸,完成年申報審查
H4600097,嘉利實業股份有限公司桃園廠,2014年第3季,,公噸,4.154,公噸,,公噸,,公噸,完成年申報審查
H45A6342,和昌國際工業股份有限公司楊梅廠,2014年第3季,,公噸,1.256,公噸,,公噸,,公噸,完成年申報審查
H45A3160,順發水泥製品有限公司楊梅廠,2014年第3季,,公噸,0.928,公噸,,公噸,,公噸,完成年申報審查
H45A0839,新品資源科技股份有限公司,2014年第3季,,公噸,3.788,公噸,,公噸,,公噸,完成年申報審查
H45A0314,亞東預拌混凝土股份有限公司桃園廠,2014年第3季,,公噸,0.905,公噸,,公噸,,公噸,完成年申報審查
H4508927,大陸營建廢棄物共同清除處理股份有限公司,2014年第3季,,公噸,4.133,公噸,,公噸,,公噸,完成年申報審查
H4500672,聯華實業股份有限公司富岡工廠,2014年第3季,,公噸,17.3,公噸,,公噸,,公噸,完成年申報審查
H44A1872,良邦建材有限公司大溪廠,2014年第3季,,公噸,4.435,公噸,,公噸,,公噸,完成年申報審查
H4405761,茂基興業股份有限公司,2014年第3季,,公噸,10.832,公噸,,公噸,,公噸,完成年申報審查
H4402760,台榮興業股份有限公司,2014年第3季,,公噸,1.47,公噸,,公噸,,公噸,完成年申報審查
H4401030,漢嵩實業股份有限公司大溪廠,2014年第3季,,公噸,8.262,公噸,,公噸,,公噸,完成年申報審查
H4307064,慶隆預拌混凝土股份有限公司,2014年第3季,,公噸,0.411,公噸,,公噸,,公噸,完成年申報審查
H4302729,嘉利實業股份有限公司中壢廠,2014年第3季,,公噸,10.288,公噸,,公噸,,公噸,完成年申報審查
H4205967,新生產業股份有限公司豐林麵粉廠,2014年第3季,,公噸,2.267,公噸,,公噸,,公噸,完成年申報審查
G4103214,潤泰精密材料股份有限公司蘭崁礦區,2014年第3季,,公噸,94.4,公噸,,公噸,,公噸,完成年申報審查
G4103063,東來欣股份有限公司,2014年第3季,,公噸,0.289,公噸,,公噸,,公噸,完成年申報審查
G4100035,信大水泥股份有限公司南聖湖廠(礦區),2014年第3季,,公噸,27.545,公噸,,公噸,,公噸,完成年申報審查
G3903461,中國開發股份有限公司宜蘭廠,2014年第3季,,公噸,21.212,公噸,,公噸,,公噸,完成年申報審查
G3903238,咸臨有限公司,2014年第3季,,公噸,0.587,公噸,,公噸,,公噸,完成年申報審查
G3903167,勢鴻有限公司,2014年第3季,,公噸,1.563,公噸,,公噸,,公噸,完成年申報審查
G3903078,宜蘭縣政府-公共造產營建剩餘土石方堆置處理場,2014年第3季,,公噸,0.479,公噸,,公噸,,公噸,完成年申報審查
G3900326,耕盈行,2014年第3季,,公噸,3.114,公噸,,公噸,,公噸,完成年申報審查
G3900308,榮民工程股份有限公司羅東工廠,2014年第3季,,公噸,1.681,公噸,,公噸,,公噸,完成年申報審查
G3900175,富鋒產業股份有限公司,2014年第3季,,公噸,15.813,公噸,,公噸,,公噸,完成年申報審查
G3900166,喬洲開發股份有限公司,2014年第3季,,公噸,12.13,公噸,,公噸,,公噸,完成年申報審查
G3900157,清石石材企業股份有限公司大洲廠,2014年第3季,,公噸,4.574,公噸,,公噸,,公噸,完成年申報審查
G3900148,茂豐企業股份有限公司,2014年第3季,,公噸,9.38,公噸,,公噸,,公噸,完成年申報審查
G3900120,宜東砂石股份有限公司,2014年第3季,,公噸,7.4,公噸,,公噸,,公噸,完成年申報審查
G3604614,蘭陽溪砂石商行有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
G3603242,德石砂石有限公司-土石方資源堆置轉運場,2014年第3季,,公噸,0.947,公噸,,公噸,,公噸,完成年申報審查
G3600625,泉海實業股份有限公司,2014年第3季,,公噸,3.004,公噸,,公噸,,公噸,完成年申報審查
G3600492,建坤實業社,2014年第3季,,公噸,1.017,公噸,,公噸,,公噸,完成年申報審查
G3600483,晉城建設實業有限公司,2014年第3季,,公噸,5.54,公噸,,公噸,,公噸,完成年申報審查
G3600456,川寶建材股份有限公司宜蘭廠,2014年第3季,,公噸,19.701,公噸,,公噸,,公噸,完成年申報審查
G3600376,地石有限公司,2014年第3季,,公噸,3.059,公噸,,公噸,,公噸,完成年申報審查
G3600367,石地實業股份有限公司員山廠,2014年第3季,,公噸,1.497,公噸,,公噸,,公噸,完成年申報審查
G32A0362,宜宬開發有限公司蘇澳廠,2014年第3季,,公噸,0.02,公噸,,公噸,,公噸,完成年申報審查
G32A0114,宜興預拌混凝土股份有限公司聖湖土石碎解洗選廠,2014年第3季,,公噸,4.012,公噸,,公噸,,公噸,完成年申報審查
G3202370,蘇澳石礦股份有限公司蘇澳礦場,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
G3202147,台灣水泥股份有限公司(太白山大理石礦區),2014年第3季,,公噸,35.283,公噸,,公噸,,公噸,完成年申報審查
F2103286,瀛豐實業股份有限公司三芝廠,2014年第3季,,公噸,2.027,公噸,,公噸,,公噸,完成年申報審查
F17A3954,億和興企業股份有限公司-林口電廠更新擴建計畫-出水口導流堤、北防波堤、卸煤碼頭、聯,2014年第3季,,公噸,0.193,公噸,,公噸,,公噸,完成年申報審查
F1707100,淳家國際股份有限公司(土石方資源堆置場),2014年第3季,,公噸,3.206,公噸,,公噸,,公噸,完成年申報審查
F1706185,陽光城市開發股份有限公司,2014年第3季,,公噸,1.47,公噸,,公噸,,公噸,完成年申報審查
F1303175,亞東預拌混凝土股份有限公司土城廠,2014年第3季,,公噸,2.311,公噸,,公噸,,公噸,完成年申報審查
F11A4180,宏翎砂石有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
F1100629,亞東預拌混凝土股份有限公司汐止廠,2014年第3季,,公噸,2.66,公噸,,公噸,,公噸,完成年申報審查
F0901355,合興預拌混凝土股份有限公司預拌廠,2014年第3季,,公噸,0.913,公噸,,公噸,,公噸,完成年申報審查
F08A2066,台富水泥製品股份有限公司鶯歌廠,2014年第3季,,公噸,1.736,公噸,,公噸,,公噸,完成年申報審查
F0813850,全民企業社,2014年第3季,,公噸,2.138,公噸,,公噸,,公噸,完成年申報審查
F0725257,遠嘉實業有限公司-遠嘉土石方資源堆置處理場,2014年第3季,,公噸,0.441,公噸,,公噸,,公噸,完成年申報審查
F05A0708,慶康實業股份有限公司,2014年第3季,,公噸,0.041,公噸,,公噸,,公噸,完成年申報審查
E56A6877,工榮企業有限公司北林廠,2014年第3季,,公噸,0.98,公噸,,公噸,,公噸,完成年申報審查
E56A6431,中工機械股份有限公司(高雄港洲際二期預拌廠),2014年第3季,,公噸,5.061,公噸,,公噸,,公噸,完成年申報審查
E5607868,中聯資源股份有限公司利昌廠,2014年第3季,,公噸,3.857,公噸,,公噸,,公噸,完成年申報審查
E5607108,友成石灰工廠股份有限公司,2014年第3季,,公噸,8.862,公噸,,公噸,,公噸,完成年申報審查
E5606496,大地亮環保服務有限公司,2014年第3季,,公噸,3.672,公噸,,公噸,,公噸,完成年申報審查
E5604143,嘉信遊艇股份有限公司,2014年第3季,,公噸,0.002,公噸,,公噸,,公噸,完成年申報審查
E5604134,台協化學股份有限公司大業廠,2014年第3季,,公噸,1.514,公噸,,公噸,,公噸,完成年申報審查
E5602747,台灣水泥股份有限公司鼓山水泥製品廠小港分廠,2014年第3季,,公噸,1.1,公噸,,公噸,,公噸,完成年申報審查
E5602283,國產實業建設股份有限公司小港廠,2014年第3季,,公噸,1.316,公噸,,公噸,,公噸,完成年申報審查
E5601026,太爺企業股份有限公司,2014年第3季,,公噸,0.283,公噸,,公噸,,公噸,完成年申報審查
E5407064,亞東預拌混凝土股份有限公司小港廠,2014年第3季,,公噸,1.069,公噸,,公噸,,公噸,完成年申報審查
E4800525,國產實業建設股份有限公司高雄廠,2014年第3季,,公噸,2.167,公噸,,公噸,,公噸,完成年申報審查
E4700342,台灣水泥股份有限公司鼓山水泥製品廠,2014年第3季,,公噸,14.866,公噸,,公噸,,公噸,完成年申報審查
E2900782,隆興鋼鐵工業股份有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
E2000036,東南亞混凝土股份有限公司,2014年第3季,,公噸,0.027,公噸,,公噸,,公噸,完成年申報審查
E1900206,立竑預拌股份有限公司林園廠,2014年第3季,,公噸,4.798,公噸,,公噸,,公噸,完成年申報審查
E1501936,光舜興業股份有限公司鳳山廠,2014年第3季,,公噸,0.921,公噸,,公噸,,公噸,完成年申報審查
B9400295,亞東預拌混凝土股份有限公司潭子廠,2014年第3季,,公噸,7.042,公噸,,公噸,,公噸,完成年申報審查
B9301037,國鈞砂石企業股份有限公司,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
B2502250,強琳環保工程有限公司,2014年第3季,,公噸,0.418,公噸,,公噸,,公噸,完成年申報審查
B24A6727,寶文股份有限公司,2014年第3季,,公噸,6.801,公噸,,公噸,,公噸,完成年申報審查
B2408837,統發工程行(統發營建剩餘土石方資源堆置處理場),2014年第3季,,公噸,7.802,公噸,,公噸,,公噸,完成年申報審查
B2408775,寶仁土石開發有限公司,2014年第3季,,公噸,6.588,公噸,,公噸,,公噸,完成年申報審查
B2402406,廣達混凝土股份有限公司,2014年第3季,,公噸,4.25,公噸,,公噸,,公噸,完成年申報審查
B2313904,甲東洋土股份有限公司,2014年第3季,,公噸,5.838,公噸,,公噸,,公噸,完成年申報審查
B2305126,總茂環保股份有限公司,2014年第3季,,公噸,1.277,公噸,,公噸,,公噸,完成年申報審查
B2303275,亞東預拌混凝土股份有限公司台中廠,2014年第3季,,公噸,3.269,公噸,,公噸,,公噸,完成年申報審查
B0100114,錢宏興業有限公司二廠,2014年第3季,,公噸,2.837,公噸,,公噸,,公噸,完成年申報審查
B0000182,億華砂石有限公司,2014年第3季,,公噸,6.798,公噸,,公噸,,公噸,完成年申報審查
A4500019,台灣水泥股份有限公司台北水泥製品廠,2014年第3季,,公噸,2.243,公噸,,公噸,,公噸,完成年申報審查
A44B1313,華冠賸餘土石方資源處理場,2014年第3季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
A44A2601,磬鴻有限公司,2014年第3季,,公噸,1.55,公噸,,公噸,,公噸,完成年申報審查
A44A0873,國際土石方資源堆置處理場,2014年第3季,,公噸,2.763,公噸,,公噸,,公噸,完成年申報審查
A4405822,亞太營建工程賸餘土石方及營建混合物資源處理場,2014年第3季,,公噸,5.2,公噸,,公噸,,公噸,完成年申報審查
A4405153,德展土石方及營建混合物處理場,2014年第3季,,公噸,0.916,公噸,,公噸,,公噸,完成年申報審查
A4404254,希望城堡土石方及營建混合物資源處理場,2014年第3季,,公噸,9.884,公噸,,公噸,,公噸,完成年申報審查
A4304464,裕豪土石方資源處理場,2014年第3季,,公噸,2.835,公噸,,公噸,,公噸,完成年申報審查
A4004950,好名企業有限公司,2014年第3季,,公噸,8.075,公噸,,公噸,,公噸,完成補件
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2014年第2季,,公噸,0.708,公噸,,公噸,,公噸,申報補件
Z6503042,台灣電力股份有限公司馬祖區營業處-西莒電廠,2014年第2季,,公噸,0.232,公噸,,公噸,,公噸,申報補件
Z6400019,台灣電力(股)公司協和發電廠馬祖珠山分廠-北竿機組,2014年第2季,,公噸,0.002,公噸,,公噸,,公噸,申報補件
Z6300023,台灣電力股份有限公司馬祖區營業處-南竿電廠,2014年第2季,,公噸,0.586,公噸,,公噸,,公噸,申報補件
V8703076,東山砂石股份有限公司,2014年第2季,,公噸,0.574,公噸,,公噸,,公噸,完成年申報審查
V75A7842,宏騰砂石有限公司,2014年第2季,,公噸,2.404,公噸,,公噸,,公噸,完成年申報審查
U0100043,台灣水泥股份有限公司和平石礦,2014年第2季,,公噸,39.37,公噸,,公噸,,公噸,申報補件
T42A5011,里一實業有限公司屏東堆置場,2014年第2季,,公噸,0.389,公噸,,公噸,,公噸,完成補件
T42A3005,里一實業有限公司,2014年第2季,,公噸,0.288,公噸,,公噸,,公噸,完成補件
S3401096,螢建有限公司,2014年第2季,,公噸,0.267,公噸,,公噸,,公噸,完成年申報審查
S3004695,將嘉實業有限公司,2014年第2季,,公噸,2.476,公噸,,公噸,,公噸,完成年申報審查
S3004131,古板企業有限公司,2014年第2季,,公噸,2.449,公噸,,公噸,,公噸,完成年申報審查
S3001309,環球水泥股份有限公司-湖內堆置場,2014年第2季,,公噸,0.694,公噸,,公噸,,公噸,完成年申報審查
S29A1073,欣鑫砂石行,2014年第2季,,公噸,0.094,公噸,,公噸,,公噸,完成年申報審查
S2907633,國峰生物科技股份有限公司,2014年第2季,,公噸,0.041,公噸,,公噸,,公噸,完成年申報審查
S26A0822,京福工程有限公司,2014年第2季,,公噸,3.98,公噸,,公噸,,公噸,完成年申報審查
S2603390,鼎泰水泥股份有限公司,2014年第2季,,公噸,0.488,公噸,,公噸,,公噸,完成年申報審查
S2601421,福泰興實業有限公司,2014年第2季,,公噸,1.525,公噸,,公噸,,公噸,完成年申報審查
S2601350,泰成粉廠股份有限公司,2014年第2季,,公噸,3.437,公噸,,公噸,,公噸,完成年申報審查
S2601216,今泰企業股份有限公司,2014年第2季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
S2500205,福壽實業股份有限公司高雄廠,2014年第2季,,公噸,11.93,公噸,,公噸,,公噸,完成年申報審查
S23A0144,竑榮實業股份有限公司高雄廠(與管編S23A0123為重覆相同之廠名),2014年第2季,,公噸,0.78,公噸,,公噸,,公噸,完成年申報審查
S22A0901,大眾興業股份有限公司仁武廠,2014年第2季,,公噸,2.576,公噸,,公噸,,公噸,完成年申報審查
S22A0773,億炬實業有限公司仁武廠,2014年第2季,,公噸,0.9,公噸,,公噸,,公噸,完成年申報審查
S2213912,光彌實業股份有限公司,2014年第2季,,公噸,1.209,公噸,,公噸,,公噸,完成年申報審查
S2213681,喬宏興業股份有限公司綠洲土石方資源堆置場,2014年第2季,,公噸,2.86,公噸,,公噸,,公噸,完成年申報審查
S2213510,新世紀環保服務股份有限公司,2014年第2季,,公噸,4.858,公噸,,公噸,,公噸,完成年申報審查
S2212095,光舜興業股份有限公司,2014年第2季,,公噸,0.589,公噸,,公噸,,公噸,完成年申報審查
S2202606,超群混凝土工業股份有限公司,2014年第2季,,公噸,0.497,公噸,,公噸,,公噸,完成年申報審查
S2100992,基成砂石行,2014年第2季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
S2100072,合吉磚廠股份有限公司,2014年第2季,,公噸,0.974,公噸,,公噸,,公噸,完成年申報審查
S20A4101,地勇選礦股份有限公司萬大廠,2014年第2季,,公噸,0.226,公噸,,公噸,,公噸,完成年申報審查
S20A3420,天山資材股份有限公司,2014年第2季,,公噸,1.263,公噸,,公噸,,公噸,完成年申報審查
S20A3331,地勇選礦股份有限公司大發四廠,2014年第2季,,公噸,1.082,公噸,,公噸,,公噸,完成年申報審查
S20A1979,地勇選礦股份有限公司大發三廠,2014年第2季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
S20A1731,榮順混凝土有限公司,2014年第2季,,公噸,1.093,公噸,,公噸,,公噸,完成年申報審查
S2090099,凱景實業股份有限公司鳳屏廠,2014年第2季,,公噸,0.099,公噸,,公噸,,公噸,完成年申報審查
S2011829,地勇選礦股份有限公司大發二廠,2014年第2季,,公噸,0.07,公噸,,公噸,,公噸,完成年申報審查
S2011196,永豐建材股份有限公司,2014年第2季,,公噸,9.8,公噸,,公噸,,公噸,完成年申報審查
S2005956,地勇選礦股份有限公司大發廠,2014年第2季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
S2005803,太爺企業股份有限公司大發廠,2014年第2季,,公噸,0.899,公噸,,公噸,,公噸,完成年申報審查
S2004557,永安建材股份有限公司,2014年第2季,,公噸,7.259,公噸,,公噸,,公噸,完成年申報審查
S2003103,石安水泥製品實業股份有限公司,2014年第2季,,公噸,1.51,公噸,,公噸,,公噸,完成年申報審查
S2002151,立竑預拌股份有限公司,2014年第2季,,公噸,2.837,公噸,,公噸,,公噸,完成年申報審查
S1807321,石安水泥製品實業股份有限公司美濃廠,2014年第2季,,公噸,0.855,公噸,,公噸,,公噸,完成年申報審查
S1807189,艾鎂企業股份有限公司-高雄廠,2014年第2季,,公噸,2.534,公噸,,公噸,,公噸,完成年申報審查
S1807161,石裕砂石行,2014年第2季,,公噸,63.376,公噸,,公噸,,公噸,完成年申報審查
S1803252,威勳企業股份有限公司美濃廠,2014年第2季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
S1802764,榮工實業股份有限公司,2014年第2季,,公噸,0,公噸,,公噸,,公噸,完成年申報審查
S1701904,祥裕砂石股份有限公司,2014年第2季,,公噸,17.69,公噸,,公噸,,公噸,完成年申報審查
S1603752,聯銘橡膠工業股份有限公司,2014年第2季,,公噸,0.007,公噸,,公噸,,公噸,完成年申報審查
S1602700,嘉華盛科技股份有限公司,2014年第2季,,公噸,0.229,公噸,,公噸,,公噸,完成年申報審查
S1503220,中美水泥製品股份有限公司,2014年第2季,,公噸,1.932,公噸,,公噸,,公噸,完成年申報審查
Q8103026,掌石企業股份有限公司番路廠,2014年第2季,,公噸,0.573,公噸,,公噸,,公噸,完成補件
P6004278,益邦企業社,2014年第2季,,公噸,1.213,公噸,,公噸,,公噸,完成年申報審查
P5802163,禾暉水泥實業有限公司,2014年第2季,,公噸,0.357,公噸,,公噸,,公噸,完成年申報審查
P5503192,溫河砂石有限公司,2014年第2季,,公噸,0.22,公噸,,公噸,,公噸,完成年申報審查
P4805213,朝興企業行,2014年第2季,,公噸,2.172,公噸,,公噸,,公噸,完成年申報審查
P46A3865,合利發土資科技有限公司,2014年第2季,,公噸,0.822,公噸,,公噸,,公噸,完成年申報審查
N2900810,合作混凝土股份有限公司,2014年第2季,,公噸,1.27,公噸,,公噸,,公噸,完成補件
L9995124,聚豐砂石企業股份有限公司,2014年第2季,,公噸,5.82,公噸,,公噸,,公噸,完成年申報審查
L9900036,民峰實業股份有限公司大安一廠,2014年第2季,,公噸,1.257,公噸,,公噸,,公噸,完成年申報審查
L9803756,全泰砂石股份有限公司外埔廠,2014年第2季,,公噸,2.258,公噸,,公噸,,公噸,完成年申報審查
L9703055,增泰砂石股份有限公司石岡廠,2014年第2季,,公噸,2.413,公噸,,公噸,,公噸,完成年申報審查
L9700143,信昌砂石行,2014年第2季,,公噸,13.903,公噸,,公噸,,公噸,完成年申報審查
