"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00291479","華新行實業股份有限公司","基隆市中正區港通里義一路210號2樓","黃大銘","25000000","1040302"
"2","00520902","基隆廣播股份有限公司","基隆市仁愛區忠四路13號12樓","王東山","9000000","1040325"
"3","00656055","江華貨櫃儲運股份有限公司","高雄市前鎮區佛公路22巷13號1樓","郭龍雄","26000000","1040324"
"4","00661347","市港建設開發股份有限公司","基隆市中正區港通里信五路55之2號","張境在","20000000","1040318"
"5","00668073","大禹鋼鐵企業股份有限公司","臺北市中正區忠孝東路2段120號10樓","鄭炳金","8000000","1040319"
"6","00674286","原立理貨有限公司","基隆市中正區信二路２９６之１號１２樓","陳清順","2500000","1040331"
"7","00694038","新和興報關股份有限公司","基隆市仁愛區孝四路26號3樓","阮堂裕","2400000","1040312"
"8","00696015","震台工程有限公司","連江縣北竿鄉塘岐村205號","陳愛琴","15000000","1040306"
"9","00707293","台灣工業氣體製造廠有限公司","新北市板橋區文化路1段366號20樓之10","席國恩","5000000","1040318"
"10","00808124","啟勝通運股份有限公司","高雄市左營區政德路304號5樓","梁恒山","15000000","1040318"
"11","00833284","伏崑機械工程有限公司","基隆市七堵區堵北里百七街101巷20號1樓","","25600000","1040302"
"12","00872223","福民通運股份有限公司","臺中市梧棲區自立二街122號","白榮輝","116160000","1040310"
"13","00884353","德鑫企業報關股份有限公司","基隆市仁愛區公園街337號4樓","安朱月寶","5000000","1040323"
"14","00900902","聖利機械工程有限公司","基隆市安樂區干城里14鄰安一路328之2號2樓","巫祖順","3000000","1040318"
"15","01073634","廣川國際有限公司","臺北市松山區光復北路109號8樓","何智崙","12000000","1040305"
"16","01075703","科頡工業股份有限公司","新北市深坑區北深路1段151號1樓、2樓、3樓","權亮","199931970","1040309"
"17","01187025","優仕咖啡股份有限公司","臺北市內湖區瑞光路26巷36弄6號2樓","上島達司","23500000","1040309"
"18","01187664","喬合開發股份有限公司","臺北市大安區復興南路1段136號1至4樓","邱柏洲","28000000","1040303"
"19","01191029","世大金屬股份有限公司","臺北市大同區民權西路136號16樓之6","林英洲","50000000","1040319"
"20","01515033","明淵股份有限公司","臺北市松山區南京東路3段311號11樓","王自展","29030000","1040316"
"21","01864828","台灣添隆股份有限公司","臺北市信義區忠孝東路5段1之7號9樓","林錫熙","10000000","1040331"
"22","01887792","新榮緯股份有限公司","新北市鶯歌區中正三路335巷38號","陳柏瑞","70000000","1040330"
"23","01979384","九怡工業有限公司","新北市三重區中正北路560巷37弄6號","張東華","5000000","1040318"
"24","01993153","大量齒輪企業股份有限公司","新北市新莊區復興路三段九五號","","15000000","1040306"
