"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"1","00800586","坤山機械有限公司","高雄市前鎮區瑞隆里崗山南街2號9樓","","5000000","0670630","1041014"
"2","00842045","北原報關股份有限公司","基隆市仁愛區愛一路35號10樓之2","","5000000","0710327","1041013"
"3","01877302","興祥皮革製品有限公司","新北市板橋區成功路二七號一樓","","3000000","0740916","1041005"
"4","04495031","益晟汽車材料企業有限公司","臺北市大同區雙連街53巷14號","","1000000","0690731","1041002"
"5","04549450","雄群企業有限公司","臺北市中山區松江路131號5樓","","10000000","0631028","1041012"
"6","04648016","海伊企業有限公司","臺北市大安區和平東路1段77號12樓之1","","6000000","0651108","1041019"
"7","04729973","滿洲里實業有限公司","臺北市中山區建國北路2段1號4樓之1","","19000000","0640715","1041022"
"8","04817321","台鎰電子工業股份有限公司","臺北市南港區三重路67巷2弄14號","","5000000","0700901","1041005"
"9","04894522","錦華錄影事業有限公司","臺北市萬華區廣州街155號","","1200000","0700214","1041022"
"10","04971891","好華有限公司","臺北市大安區信義路4段296號13樓","","6000000","0640909","1041028"
"11","04982139","濟利企業股份有限公司","臺北市大安區和平東路3段304號3樓","","5000000","0650301","1041007"
"12","05108206","黃帝圖書股份有限公司","臺北市中正區重慶南路1段66之1號10樓之1","","500000","0710403","1041026"
"13","05122994","中源廣告有限公司","臺北市中正區重慶南路1段121號5樓之19","","2500000","0711224","1041022"
"14","05125346","清泉租賃股份有限公司","臺北市中正區懷寧街78號5樓","","4000000","0720201","1041005"
"15","05129027","清泉育樂股份有限公司","臺北市中正區懷寧街78號5樓","","4000000","0720308","1041002"
"16","06372908","加晟家電有限公司","臺南市北區公園路589之14號","","1500000","0740108","1041029"
"17","06698779","巨菖企業有限公司","高雄市鳳山區南光街20巷9之1號","","5000000","0741104","1041026"
"18","06725332","寶國汽車股份有限公司","高雄市鼓山區至聖路476號","","10000000","0741203","1041006"
"19","07670503","大溪印刷股份有限公司","臺北市中正區思源街8號3樓","","2000000","0700520","1041023"
"20","09412968","嘉陶貿易有限公司","臺北市松山區新東街30巷32號5樓之2","","5000000","0720606","1041008"
"21","09417226","龍濟實業有限公司","新北市永和區得和路243巷16號2F","","5000000","0720709","1041026"
"22","09455918","恒翰貿易有限公司","臺北市內湖區民權東路6段318號","","5000000","0731001","1041007"
"23","11163923","立大誠企業股份有限公司","臺北市信義區健康路290號1樓","","10000000","0570730","1041022"
"24","11989158","聲麗音響有限公司","新北市新店區中正路四維巷2弄4號2樓","","25000000","0600728","1041027"
"25","12379458","穩福貿易股份有限公司","臺北市中山區南京東路2段125號8樓Ｃ室","","3000000","0690505","1041006"
"26","12603379","東燁工業股份有限公司","彰化縣埤頭鄉合興村斗苑西路202巷25號","","3000000","0890821","1041021"
"27","12624374","中天禮儀有限公司","臺南市南區大恩里大同路2段706號3樓","","6000000","0890927","1041027"
"28","12648186","淞盟國際貿易有限公司","桃園市蘆竹區南榮里忠孝西路二二號一樓","","5000000","0891106","1041023"
"29","12652863","友詣科技有限公司","臺北市信義區基隆路1段374號1樓","","5000000","0891003","1041027"
"30","12660499","光源影音科技股份有限公司","","","0","0891031","1041030"
"31","12665038","士廣企業有限公司","新北市三芝區埔坪里中正路1段18巷74號5樓","","5000000","0891116","1041023"
"32","12667129","祿霸久科技有限公司","臺北市北投區榮華一路5巷8號1樓","","2000000","0891123","1041016"
"33","12668149","牛車龍股份有限公司","臺北市中山區長安東路2段169之15號12樓之1","","5000000","0891128","1041019"
"34","12698544","鴻儒堂光學有限公司","臺北市士林區天母東路27號","","1000000","0900329","1041022"
"35","12717079","台禾生化有限公司","臺中市西屯區河南路一七○號二樓之四","","2000000","0891208","1041007"
"36","12717964","允和岡企業有限公司","高雄市岡山區嘉峯里眾和巷28弄26號","","1000000","0891211","1041030"
"37","12722045","鑫榮發企業有限公司","新北市五股區凌雲路1段133巷24號","","2000000","0891216","1041006"
"38","12740466","皇茗餐飲事業有限公司","屏東縣東港鎮興台里中山路1-5號","","6000000","0900129","1041012"
"39","12743392","萬成不動產仲介經紀有限公司","高雄市三民區大昌二路21號","","500000","0900205","1041008"
"40","12751738","瑞朔汽車有限公司","桃園市桃園區大連三街58號","","3500000","0900220","1041012"
"41","12755544","宏碩廣告事業有限公司","新北市板橋區莒光路200巷19號","","1000000","0900227","1041008"
"42","12779187","台邑國際股份有限公司","桃園市桃園區國強一街275號2樓之2","","10000000","0900406","1041006"
"43","12785809","捷安不動產仲介經紀有限公司","新竹縣竹北市文興路一段120號1樓","","500000","0900417","1041020"
"44","12790850","帛相企業有限公司","高雄市林園區東林里林園南路七八號","","3000000","0900425","1041028"
"45","12806473","維多麗實業有限公司","新北市板橋區 國泰街25巷6號5樓","","5000000","0900521","1041002"
"46","12807705","上鼎食品有限公司","臺中市清水區南社里忠孝西路一０九號","","10000000","0900522","1041020"
"47","12852383","文響科技股份有限公司","臺北市中山區新生北路1段54號","","3000000","0900409","1041007"
"48","12872629","馥覬企業有限公司","新北市蘆洲區內湖區光復路82號","","1000000","0900614","1041012"
"49","12877841","活力旺廣告有限公司","臺北市大同區酒泉街50號2樓 ","","1000000","0900705","1041008"
"50","12878476","峙森投資股份有限公司","臺北市松山區南京東路5段188號14樓之1","","1000000","0900709","1041027"
"51","12896137","得宇眼鏡有限公司","臺南市中西區中正路一六九號一樓","","3000000","0900906","1041016"
"52","12900006","非凡不動產仲介經紀有限公司","桃園市桃園區寶安里南平路478號","","1800000","0900914","1041013"
"53","12927883","郁特里洛文化事業有限公司","臺北市松山區南京東路4段164號12樓","","10000000","0901115","1041005"
"54","12955775","羚登事業股份有限公司","臺北市大同區民族西路296號7樓","","8000000","0901025","1041022"
"55","12964253","大葉太極資訊股份有限公司","彰化縣大村鄉福興村山腳路六六之一號","","5600000","0901204","1041016"
"56","12988924","宏凱國際股份有限公司","新北市三重區碧華街148巷23號10樓","","10000000","0901207","1041012"
"57","12993460","台旺發實業有限公司","新竹市建中路166號3樓","","8000000","0901214","1041013"
"58","13010488","華邦科技有限公司","桃園市中壢區普忠里新中北路465號","","1000000","0910115","1041027"
"59","13011347","進瑜企業有限公司","臺北市松山區八德路4段185號5樓","","2000000","0910117","1041005"
"60","13027729","依露花股份有限公司","臺中市西屯區惠來里巿政路31、33號","","1000000","0910215","1041002"
"61","13030885","秀方開發建設股份有限公司","臺南市安南區海佃路2段176巷3號","","25000000","0910221","1041019"
"62","13033454","凱歐廣告事業有限公司","桃園市中壢區自立里環中東路二二八號三樓　","","1000000","0910226","1040930"
"63","13034518","台灣天春實業有限公司","苗栗縣後龍鎮大山里下大山腳40-7號1樓","","10000000","0910227","1041008"
"64","13036473","笙格樂器有限公司","臺中市北區新北里育才北路一一號一樓","","2000000","0910305","1041007"
"65","13038198","昱興管理顧問有限公司","臺南市新化區太平里仁愛街40之1號壹樓","","1000000","0910306","1041027"
"66","13043538","先發不動產仲介經紀有限公司","臺中市東區進化路256號1樓","","500000","0910314","1041014"
"67","13098771","嘉合工程顧問有限公司","臺北市松山區南京東路4段164號7樓之4","","500000","0910328","1041015"
