"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
1,"00146877","欣隆天然氣股份有限公司","基隆市信義區信一路57號4樓","潘恭孝",574412930,"1040413"
2,"00197616","建基企業股份有限公司","基隆市安樂區武訓街12-1號","高月雲",2000000,"1040423"
3,"00454902","龍宮戲院股份有限公司","基隆市仁愛區忠勇里仁三路11號地上1樓至3樓、地下1層至3層","缺額",5000000,"1040417"
4,"00667031","爾雅通運有限公司","臺北市信義區忠孝東路5段1號14樓","黃靖宇",28000000,"1040409"
5,"00681272","汎太平洋國際公證有限公司","宜蘭縣蘇澳鎮蘇東里蘇東北路2-73號1樓","林牧頴",5600000,"1040428"
6,"00697350","元聯木業股份有限公司","基隆市安樂區武訓街68號","陳守毅",10000000,"1040409"
7,"00763533","兆隆實業有限公司","基隆市安樂區武訓街9號","張鵬基",3000000,"1040427"
8,"00805787","新山木業有限公司","基隆市安樂區武訓街12號","張家宗",2000000,"1040423"
9,"00819157","羲澍實業股份有限公司","基隆市中山區中山三路173號1樓","王宇宏",60000000,"1040423"
10,"00842869","天一報關有限公司","基隆市仁愛區忠三路99號6樓之1","黃輝鋒",5000000,"1040414"
11,"01127152","悅順有限公司","臺北市大安區和平東路2段295號12樓","劉淑美",14000000,"1040421"
12,"01130121","聖樺實業有限公司","臺北市大同區延平北路2段139號","楊維欣",1000000,"1040421"
13,"01176152","中菲行國際物流股份有限公司","臺北市內湖區民權東路6段160號11樓","錢堯懷",1290000000,"1040420"
14,"01177238","瑛宏商業股份有限公司","臺北市松山區復興北路57號3樓","顏王珍珍",83200000,"1040410"
15,"01178709","眾一傳播股份有限公司","臺北市大安區敦化南路2段200巷6號3樓","李岳達",16000000,"1040424"
16,"01179094","倡鐵實業有限公司","新北市蘆洲區和平路114巷5號","蔡明路",70000000,"1040422"
17,"01356801","三恆開發有限公司","新北市中和區錦和路五五號","郭炎利",6000000,"1040428"
18,"01456077","康定股份有限公司","臺北市南港區園區街3號9樓之1","郭義松",43000000,"1040409"
19,"01456219","中央存款保險股份有限公司","臺北市中正區龍福里南海路3號11樓","桂先農",10000000000,"1040429"
20,"01458899","展億企業管理顧問有限公司","臺北市大安區復興南路1段82號2樓之3","許素貞",1000000,"1040417"
21,"01507982","塑石企業股份有限公司","臺北市信義區忠孝東路5段261號2樓","許展榮",20000000,"1040430"
