SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,16,,良好,1.6,0.19,19,9,1,8.6,1,91,1,11.1,2.51,2015-08-15 14:00
關山,臺東縣,29,,良好,1.4,,34,13,6,2.1,1.1,135,1,3.98,1.93,2015-08-15 14:00
馬公,澎湖縣,0,,,1.7,0.24,23,11,8,9.8,1.3,168,1,14.12,4.32,2015-08-15 14:00
金門,金門縣,28,,良好,2.9,0.09,30,29,12,5.4,5.7,201,1,8.11,2.75,2015-08-15 14:00
馬祖,連江縣,38,,良好,2.7,0.13,46,31,17,2.5,8.2,200,2,3.42,.89,2015-08-15 14:00
埔里,南投縣,24,,良好,1.4,0.18,29,7,3,7.8,1.3,306,1,10.07,2.31,2015-08-15 14:00
復興,高雄市,25,,良好,3,0.22,3,10,,11,0.9,253,2,12.46,1.88,2015-08-15 14:00
永和,新北市,26,,良好,2.2,0.53,26,43,8,13,4.4,239,1,22.86,9.49,2015-08-15 14:00
竹山,南投縣,20,,良好,1.8,0.16,24,12,7,6.1,2,37,1,8.33,2.23,2015-08-15 14:00
中壢,桃園市,36,,良好,2.8,0.93,19,42,11,22,2.9,184,1,52.38,30.37,2015-08-15 14:00
三重,新北市,43,,良好,2.1,1.22,,49,9,29,,,1,81.34,52,2015-08-15 14:00
冬山,宜蘭縣,23,,良好,3.8,0.43,27,23,10,18,1.4,232,1,24.67,7.12,2015-08-15 14:00
宜蘭,宜蘭縣,31,,良好,1.6,0.18,37,21,7,2.7,2,105,1,4.37,1.66,2015-08-15 14:00
陽明,臺北市,30,,良好,1.5,0.13,36,12,7,2.6,,,1,3.72,1.16,2015-08-15 14:00
花蓮,花蓮縣,28,,良好,1.7,0.13,33,11,10,2.1,2.9,129,,3.64,1.59,2015-08-15 14:00
臺東,臺東縣,27,,良好,2.2,0.23,32,26,4,4.3,2.8,77,1,7.29,2.96,2015-08-15 14:00
恆春,屏東縣,26,,良好,0.9,0.07,32,18,2,1.5,6.3,281,1,3.34,1.84,2015-08-15 14:00
潮州,屏東縣,38,,良好,8.3,0.3,45,39,13,9.1,3.5,264,1,11.03,1.9,2015-08-15 14:00
屏東,屏東縣,36,,良好,2.8,0.16,43,18,1,5.8,2.3,280,1,7.63,1.88,2015-08-15 14:00
小港,高雄市,41,,良好,10,0.11,25,26,11,8.8,2.7,271,2,15.32,6.49,2015-08-15 14:00
前鎮,高雄市,37,,良好,4.8,0.12,27,20,1,8.6,2.5,296,1,13.93,5.3,2015-08-15 14:00
前金,高雄市,35,,良好,2.2,0.16,34,17,10,3.6,2.6,275,2,5.06,1.45,2015-08-15 14:00
左營,高雄市,34,,良好,1.8,0.09,26,26,3,1.4,3.5,300,1,2.84,1.4,2015-08-15 14:00
楠梓,高雄市,32,,良好,1.6,0.19,36,25,5,3.1,2.4,265,1,5.31,2.19,2015-08-15 14:00
林園,高雄市,31,,良好,0.6,0.07,37,20,1,1.4,2.8,266,1,2.14,.77,2015-08-15 14:00
大寮,高雄市,24,,良好,4.1,0.11,29,17,6,6.2,3.2,285,1,8.61,2.37,2015-08-15 14:00
鳳山,高雄市,38,,良好,2.9,0.31,31,28,8,6.9,3.1,262,1,10.72,3.83,2015-08-15 14:00
仁武,高雄市,27,,良好,1.6,0.13,30,11,3,4.5,2.3,291,1,5.85,1.32,2015-08-15 14:00
橋頭,高雄市,34,,良好,2.6,0.14,41,27,4,2.9,3.3,191,1,4.1,1.15,2015-08-15 14:00
美濃,高雄市,33,,良好,3.1,0.16,40,11,6,4.9,1.3,303,1,5.64,.74,2015-08-15 14:00
臺南,臺南市,39,,良好,2.2,0.17,47,20,11,5.4,1.8,243,1,7.75,2.38,2015-08-15 14:00
安南,臺南市,34,,良好,2.1,0.16,41,23,4,4.2,1.5,260,1,5.13,.94,2015-08-15 14:00
善化,臺南市,29,,良好,3,0.15,34,22,8,5.4,1.7,104,1,6.85,1.45,2015-08-15 14:00
新營,臺南市,38,,良好,3,0.23,46,29,11,6.8,1.3,216,1,7.49,.66,2015-08-15 14:00
