SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,53,懸浮微粒,普通,3.2,0.22,26,60,21,8,2,351,2,2015-01-30 00:00
三重,新北市,44,,良好,5.9,1.32,,50,5,32,,,1,2015-01-30 00:00
三義,苗栗縣,31,,良好,1.5,0.26,18,28,6,9.7,3,32,2,2015-01-30 00:00
土城,新北市,34,,良好,1.9,0.61,12,34,17,29,1,322,2,2015-01-30 00:00
士林,臺北市,31,,良好,2.4,0.67,6.9,26,10,25,0.5,149,1,2015-01-30 00:00
大同,臺北市,50,,良好,2.4,1.09,,42,7,25,,,1,2015-01-30 00:00
大里,臺中市,60,懸浮微粒,普通,2.6,0.64,3.5,69,23,29,0.7,213,3,2015-01-30 00:00
大園,桃園市,46,,良好,1.5,0.17,40,52,9,3.5,4.6,52,1,2015-01-30 00:00
大寮,高雄市,68,懸浮微粒,普通,4.1,0.37,13,77,38,22,1.8,293,4,2015-01-30 00:00
小港,高雄市,72,懸浮微粒,普通,4.5,0.61,7.1,94,37,31,2,15,3,2015-01-30 00:00
中山,臺北市,48,,良好,2,0.96,6.5,48,15,32,0.9,286,2,2015-01-30 00:00
中壢,桃園市,52,懸浮微粒,普通,2.2,0.42,24,54,11,17,1,192,1,2015-01-30 00:00
仁武,高雄市,52,懸浮微粒,普通,3.1,0.45,8,51,41,26,2.1,307,4,2015-01-30 00:00
斗六,雲林縣,60,懸浮微粒,普通,2.8,0.44,11,72,33,22,0.9,345,3,2015-01-30 00:00
冬山,宜蘭縣,24,,良好,2,0.24,19,22,7,5.1,0.9,303,1,2015-01-30 00:00
古亭,臺北市,40,,良好,3,1.19,1.5,43,9,39,1.3,62,2,2015-01-30 00:00
左營,高雄市,66,懸浮微粒,普通,2.2,0.53,11,83,40,22,2.8,42,3,2015-01-30 00:00
平鎮,桃園市,44,,良好,3.7,0.23,26,51,17,13,2.2,49,1,2015-01-30 00:00
永和,新北市,32,,良好,2.7,1.23,4.7,33,13,36,0.7,283,1,2015-01-30 00:00
安南,臺南市,60,懸浮微粒,普通,1.6,0.35,16,77,40,21,3,40,3,2015-01-30 00:00
朴子,嘉義縣,66,懸浮微粒,普通,2.1,0.3,20,99,28,15,2,58,2,2015-01-30 00:00
汐止,新北市,34,,良好,4.5,0.93,1.4,38,18,30,0.5,21,2,2015-01-30 00:00
竹山,南投縣,68,懸浮微粒,普通,1.4,0.45,7.2,77,35,25,0.9,136,4,2015-01-30 00:00
竹東,新竹縣,52,懸浮微粒,普通,2.3,0.27,18,65,22,17,1.5,323,2,2015-01-30 00:00
西屯,臺中市,54,懸浮微粒,普通,2,0.34,8.4,50,21,23,1.6,321,2,2015-01-30 00:00
沙鹿,臺中市,53,懸浮微粒,普通,1.9,0.24,22,66,13,12,3.5,33,1,2015-01-30 00:00
宜蘭,宜蘭縣,27,,良好,11,0.37,14,24,13,11,0.8,275,2,2015-01-30 00:00
忠明,臺中市,49,,良好,1.6,0.43,4.8,54,27,26,0.8,26,2,2015-01-30 00:00
松山,臺北市,40,,良好,3.1,0.81,3.7,38,14,36,0.9,68,1,2015-01-30 00:00
板橋,新北市,37,,良好,3.2,0.47,16,48,17,23,1.6,295,2,2015-01-30 00:00
林口,新北市,30,,良好,1.4,0.18,37,23,15,5.5,1.2,115,2,2015-01-30 00:00
林園,高雄市,58,懸浮微粒,普通,6.7,0.54,7.9,63,35,33,2.6,189,3,2015-01-30 00:00
花蓮,花蓮縣,24,,良好,1.9,0.54,5.7,29,8,18,1.1,246,1,2015-01-30 00:00
金門,金門縣,42,,良好,5.1,0.37,21,48,23,14,0.8,83,2,2015-01-30 00:00
前金,高雄市,0,,,5.7,0.75,14,73,37,27,2.1,1.3,,2015-01-29 10:00
前鎮,高雄市,70,懸浮微粒,普通,2.3,0.64,6.8,90,41,27,2.3,62,3,2015-01-30 00:00
南投,南投縣,62,懸浮微粒,普通,2.7,0.44,6.6,70,25,23,1.1,293,3,2015-01-30 00:00
屏東,屏東縣,74,懸浮微粒,普通,2,0.42,19,80,30,17,1.3,288,3,2015-01-30 00:00
恆春,屏東縣,36,,良好,1.1,0.14,44,21,7,1.8,4.9,31,1,2015-01-30 00:00
美濃,高雄市,63,懸浮微粒,普通,1.2,0.32,20,72,30,11,0.8,214,3,2015-01-30 00:00
苗栗,苗栗縣,52,懸浮微粒,普通,2.8,0.27,23,56,23,13,1.6,47,2,2015-01-30 00:00
埔里,南投縣,50,,良好,1.6,0.42,18,46,25,18,0.7,301,3,2015-01-30 00:00
桃園,桃園市,33,,良好,1.5,0.25,30,36,20,8.9,0.9,66,2,2015-01-30 00:00
馬公,澎湖縣,46,,良好,1,0.19,40,42,14,2.8,3.7,89,2,2015-01-30 00:00
馬祖,連江縣,42,,良好,1.9,0.23,31,50,19,6.8,3.7,63,2,2015-01-30 00:00
基隆,基隆市,25,,良好,1.8,1.1,1.2,26,13,20,0.4,67,2,2015-01-30 00:00
崙背,雲林縣,54,懸浮微粒,普通,2.9,0.4,19,47,23,12,3.1,306,3,2015-01-30 00:00
淡水,新北市,27,,良好,1,0.22,33,31,9,5.7,,,1,2015-01-30 00:00
麥寮,雲林縣,61,懸浮微粒,普通,5.8,0.28,21,65,22,17,3.6,58,2,2015-01-30 00:00
善化,臺南市,64,懸浮微粒,普通,2.3,0.35,17,80,42,16,3.5,21,3,2015-01-30 00:00
復興,高雄市,72,懸浮微粒,普通,2.1,0.77,5.7,87,45,29,0.8,300,4,2015-01-30 00:00
湖口,新竹縣,36,,良好,2.7,0.18,35,39,8,7.2,3.5,45,1,2015-01-30 00:00
菜寮,新北市,30,,良好,2.9,0.47,14,39,14,22,1.3,290,2,2015-01-30 00:00
陽明,臺北市,34,,良好,0.7,0.16,40,3,1,0.6,,,1,2015-01-30 00:00
新竹,新竹市,41,,良好,1.4,0.24,32,37,11,8.7,2,47,2,2015-01-30 00:00
新店,新北市,29,,良好,2.5,0.56,3.5,21,12,16,0.8,189,2,2015-01-30 00:00
新莊,新北市,33,,良好,1.8,0.49,28,31,9,11,2.2,8.2,2,2015-01-30 00:00
新港,嘉義縣,64,懸浮微粒,普通,2.7,0.35,17,78,23,13,2.1,350,3,2015-01-30 00:00
新營,臺南市,66,懸浮微粒,普通,2.6,0.38,15,81,34,16,1.7,45,3,2015-01-30 00:00
楠梓,高雄市,72,懸浮微粒,普通,2.8,0.43,8.2,94,41,23,1.9,1.9,4,2015-01-30 00:00
萬里,新北市,33,,良好,-0.2,0.15,40,23,6,3.4,2.7,310,1,2015-01-30 00:00
