SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,77,懸浮微粒,普通,3.5,0.34,58,106,61,8.1,3.2,229,8,2015-03-03 12:00
三重,新北市,78,懸浮微粒,普通,5.6,2.36,,132,63,79,,,5,2015-03-03 12:00
三義,苗栗縣,54,懸浮微粒,普通,1.8,0.29,61,33,15,5.5,6.1,197,3,2015-03-03 12:00
土城,新北市,61,懸浮微粒,普通,4.5,0.52,55,68,48,17,2,258,6,2015-03-03 12:00
士林,臺北市,59,懸浮微粒,普通,3.7,0.92,67,43,31,40,1.2,142,4,2015-03-03 12:00
大同,臺北市,72,懸浮微粒,普通,6.1,2.57,,107,54,71,,,5,2015-03-03 12:00
大里,臺中市,73,懸浮微粒,普通,2.4,0.33,56,75,24,8.9,2.5,192,6,2015-03-03 12:00
大園,桃園市,89,懸浮微粒,普通,8.6,0.57,46,128,55,22,4.7,320,6,2015-03-03 12:00
大寮,高雄市,58,懸浮微粒,普通,1.6,0.18,37,27,7,6.1,3.4,181,3,2015-03-03 12:00
小港,高雄市,75,懸浮微粒,普通,6.2,0.27,41,79,28,13,2.9,196,6,2015-03-03 12:00
中山,臺北市,73,懸浮微粒,普通,4.6,1.36,44,121,66,,1.4,268,6,2015-03-03 12:00
中壢,桃園市,84,懸浮微粒,普通,4.8,1.25,40,123,56,38,1.4,116,6,2015-03-03 12:00
仁武,高雄市,88,懸浮微粒,普通,11,0.65,39,79,21,22,3.5,170,8,2015-03-03 12:00
斗六,雲林縣,72,懸浮微粒,普通,2.8,0.53,61,70,34,12,2.7,221,6,2015-03-03 12:00
冬山,宜蘭縣,30,,良好,3,0.36,33,33,11,12,1.8,58,2,2015-03-03 12:00
古亭,臺北市,58,懸浮微粒,普通,3.6,0.81,41,98,57,33,2,251,4,2015-03-03 12:00
左營,高雄市,76,懸浮微粒,普通,5,0.4,37,78,28,22,2.6,185,7,2015-03-03 12:00
平鎮,桃園市,65,懸浮微粒,普通,4,0.58,52,,,18,2.6,280,6,2015-03-03 12:00
永和,新北市,62,懸浮微粒,普通,3.6,1.32,38,86,53,40,2.9,248,5,2015-03-03 12:00
安南,臺南市,86,懸浮微粒,普通,8.5,0.77,64,114,62,33,3,168,8,2015-03-03 12:00
朴子,嘉義縣,88,懸浮微粒,普通,4.3,0.55,55,121,86,17,3.2,183,10,2015-03-03 12:00
汐止,新北市,59,懸浮微粒,普通,4.1,0.88,53,79,53,38,2.1,229,5,2015-03-03 12:00
竹山,南投縣,70,懸浮微粒,普通,2.3,0.29,60,56,27,7.3,2,313,7,2015-03-03 12:00
竹東,新竹縣,74,懸浮微粒,普通,,,44,115,64,,1.2,264,7,2015-03-03 12:00
西屯,臺中市,70,懸浮微粒,普通,1.6,0.28,55,72,23,8.8,2.8,201,6,2015-03-03 12:00
沙鹿,臺中市,64,懸浮微粒,普通,2.6,0.37,61,48,16,9.7,3.1,221,4,2015-03-03 12:00
