SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,71,臭氧,普通,6.5,0.37,86,63,37,8.3,3.2,282,5,2015-03-03 15:00
三重,新北市,84,懸浮微粒,普通,3.9,1.19,,119,46,52,,,6,2015-03-03 15:00
三義,苗栗縣,72,臭氧,普通,4,0.41,86,76,43,11,3.1,256,3,2015-03-03 15:00
土城,新北市,63,臭氧,普通,5.7,0.68,75,97,63,23,1.9,332,6,2015-03-03 15:00
士林,臺北市,64,懸浮微粒,普通,2.1,0.47,66,117,56,17,3.4,292,5,2015-03-03 15:00
大同,臺北市,74,懸浮微粒,普通,3.7,1.24,,98,48,37,,,5,2015-03-03 15:00
大里,臺中市,72,臭氧,普通,5.1,0.43,87,49,30,16,3.9,275,3,2015-03-03 15:00
大園,桃園市,80,懸浮微粒,普通,3.3,0.41,51,85,44,15,3.8,54,6,2015-03-03 15:00
大寮,高雄市,49,,良好,2,0.17,31,35,1,6.9,3.6,173,2,2015-03-03 15:00
小港,高雄市,64,懸浮微粒,普通,4.3,0.16,24,55,5,15,2.5,233,3,2015-03-03 15:00
中山,臺北市,85,懸浮微粒,普通,3.9,0.93,58,133,61,35,2.6,304,7,2015-03-03 15:00
中壢,桃園市,83,懸浮微粒,普通,3.9,,53,,,27,1.3,126,6,2015-03-03 15:00
仁武,高雄市,68,懸浮微粒,普通,10,0.49,24,54,19,18,3.7,179,3,2015-03-03 15:00
斗六,雲林縣,63,臭氧,普通,3.1,0.4,75,46,35,8.8,2.6,269,4,2015-03-03 15:00
冬山,宜蘭縣,35,,良好,10,0.43,38,43,19,17,1.4,88,2,2015-03-03 15:00
古亭,臺北市,67,懸浮微粒,普通,5.6,0.73,59,106,57,30,1.9,313,5,2015-03-03 15:00
左營,高雄市,63,懸浮微粒,普通,3.9,0.24,26,41,15,18,3.3,200,3,2015-03-03 15:00
平鎮,桃園市,73,懸浮微粒,普通,3.3,0.5,57,99,54,15,1.9,30,7,2015-03-03 15:00
永和,新北市,66,懸浮微粒,普通,4,1.45,50,109,57,48,2,42,5,2015-03-03 15:00
安南,臺南市,71,懸浮微粒,普通,2.8,0.22,43,47,15,6.6,4.1,210,5,2015-03-03 15:00
朴子,嘉義縣,76,懸浮微粒,普通,2.7,0.33,65,70,26,7.5,3.9,228,7,2015-03-03 15:00
汐止,新北市,60,懸浮微粒,普通,7.2,0.48,63,73,46,18,1.6,86,5,2015-03-03 15:00
竹山,南投縣,62,懸浮微粒,普通,2.1,0.24,65,57,20,4.9,3.9,267,4,2015-03-03 15:00
竹東,新竹縣,77,懸浮微粒,普通,4,0.53,67,108,70,16,2.5,301,8,2015-03-03 15:00
西屯,臺中市,62,臭氧,普通,,,74,,,,2.8,295,3,2015-03-03 15:00
沙鹿,臺中市,64,懸浮微粒,普通,7.2,0.5,70,95,53,16,3.3,323,4,2015-03-03 15:00
宜蘭,宜蘭縣,45,,良好,2.2,0.35,54,34,16,5.6,2,125,2,2015-03-03 15:00
忠明,臺中市,61,臭氧,普通,7.4,0.57,73,74,32,19,2.5,296,3,2015-03-03 15:00
松山,臺北市,62,懸浮微粒,普通,12,0.6,58,97,48,29,1.8,61,5,2015-03-03 15:00
板橋,新北市,68,懸浮微粒,普通,5,0.66,71,103,52,24,3.2,37,5,2015-03-03 15:00
林口,新北市,72,懸浮微粒,普通,2.9,0.41,72,90,61,9.9,1.3,184,8,2015-03-03 15:00
林園,高雄市,28,,良好,1.2,0.1,34,27,1,3.2,4.2,188,2,2015-03-03 15:00
花蓮,花蓮縣,37,,良好,1.9,0.24,44,15,0,2.8,2.1,79,,2015-03-03 15:00
金門,金門縣,97,懸浮微粒,普通,8.8,0.61,57,145,89,38,1.5,255,10,2015-03-03 15:00
前金,高雄市,70,懸浮微粒,普通,7.4,0.23,23,46,14,19,2.6,212,4,2015-03-03 15:00
前鎮,高雄市,54,懸浮微粒,普通,3.7,0.2,25,39,5,14,2.4,165,3,2015-03-03 15:00
南投,南投縣,56,臭氧,普通,1,0.33,68,51,22,6.8,2.7,263,3,2015-03-03 15:00
屏東,屏東縣,45,,良好,1.5,0.22,32,27,11,6.9,3.2,197,2,2015-03-03 15:00
恆春,屏東縣,29,,良好,1.1,0.09,35,27,8,0.4,4.7,167,1,2015-03-03 15:00
美濃,高雄市,47,,良好,,,41,,,,3.6,206,2,2015-03-03 15:00
苗栗,苗栗縣,73,懸浮微粒,普通,3.2,0.53,61,,,,2.1,312,7,2015-03-03 15:00
埔里,南投縣,58,臭氧,普通,1.2,0.29,69,44,25,6.6,2.6,285,3,2015-03-03 15:00
桃園,桃園市,68,懸浮微粒,普通,6.3,0.64,64,83,70,22,1.6,324,7,2015-03-03 15:00
馬公,澎湖縣,60,臭氧,普通,3.3,0.4,72,66,36,4.8,1.9,302,4,2015-03-03 15:00
馬祖,連江縣,72,懸浮微粒,普通,3.5,0.61,27,64,44,8.5,3.5,46,8,2015-03-03 15:00
基隆,基隆市,58,臭氧,普通,3.5,0.46,70,49,40,9.4,1.1,68,4,2015-03-03 15:00
崙背,雲林縣,72,懸浮微粒,普通,3.3,0.46,81,84,47,9.8,3.5,237,8,2015-03-03 15:00
淡水,新北市,67,懸浮微粒,普通,2.7,0.4,59,75,39,7.7,,,5,2015-03-03 15:00
麥寮,雲林縣,78,懸浮微粒,普通,3.9,0.39,80,77,41,7.9,3.5,242,7,2015-03-03 15:00
善化,臺南市,68,懸浮微粒,普通,4.6,0.3,57,45,24,15,6.3,245,5,2015-03-03 15:00
復興,高雄市,54,懸浮微粒,普通,5,0.23,18,29,10,14,1.4,255,3,2015-03-03 15:00
湖口,新竹縣,66,懸浮微粒,普通,,,,68,43,,1.9,357,5,2015-03-03 15:00
菜寮,新北市,71,懸浮微粒,普通,4.2,0.53,52,89,58,17,3.8,13,8,2015-03-03 15:00
陽明,臺北市,0,,,,,,41,32,,,,,2015-03-03 15:00
新竹,新竹市,70,懸浮微粒,普通,3.5,0.52,65,79,45,8.7,1.1,292,7,2015-03-03 15:00
新店,新北市,58,懸浮微粒,普通,6.6,0.76,68,105,58,29,1.5,352,5,2015-03-03 15:00
新莊,新北市,64,懸浮微粒,普通,4.6,0.56,58,88,61,30,1.7,266,6,2015-03-03 15:00
新港,嘉義縣,79,臭氧,普通,3.7,0.42,95,83,35,7.2,2.3,237,5,2015-03-03 15:00
新營,臺南市,68,懸浮微粒,普通,5.7,0.43,80,55,21,13,2.5,235,4,2015-03-03 15:00
楠梓,高雄市,70,懸浮微粒,普通,7.2,0.46,29,46,11,14,3.4,186,3,2015-03-03 15:00
萬里,新北市,65,臭氧,普通,4.4,0.41,78,78,48,8.6,1.9,43,4,2015-03-03 15:00
萬華,臺北市,67,懸浮微粒,普通,3.4,0.87,61,92,55,31,1.5,352,6,2015-03-03 15:00
