SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,34,,良好,5.9,0.18,31,44,22,7,3.3,270,,2015-04-29 11:00
三義,苗栗縣,42,,良好,3,0.29,51,46,25,11,3.3,203,3,2015-04-29 11:00
土城,新北市,48,,良好,5,0.4,30,51,36,17,1.6,292,3,2015-04-29 11:00
士林,臺北市,27,,良好,3.4,0.27,29,20,,12,3.9,315,,2015-04-29 11:00
大同,臺北市,55,懸浮微粒,普通,4.1,1.05,,49,27,25,,,3,2015-04-29 11:00
大里,臺中市,46,,良好,,0.27,42,58,22,9.2,2.5,224,3,2015-04-29 11:00
大園,桃園市,45,,良好,2.3,0.2,28,52,16,4.7,4.5,285,2,2015-04-29 11:00
大寮,高雄市,44,,良好,,,,,,,2.5,284,3,2015-04-29 11:00
小港,高雄市,49,,良好,4.2,0.2,23,58,15,13,4.2,264,2,2015-04-29 11:00
中山,臺北市,44,,良好,3.9,1.04,14,48,26,30,2.4,291,,2015-04-29 11:00
中壢,桃園市,56,懸浮微粒,普通,4.8,1.42,16,63,19,26,1.9,107,2,2015-04-29 11:00
仁武,高雄市,54,懸浮微粒,普通,4.3,0.22,24,55,18,9.7,2.7,295,3,2015-04-29 11:00
斗六,雲林縣,47,,良好,2.1,0.28,34,49,21,7.9,2.2,238,2,2015-04-29 11:00
冬山,宜蘭縣,48,,良好,3.2,0.3,32,37,20,11,1.9,60,3,2015-04-29 11:00
古亭,臺北市,54,懸浮微粒,普通,2.8,0.53,24,79,39,19,2.2,270,3,2015-04-29 11:00
左營,高雄市,50,,良好,3.5,0.16,32,49,21,4.7,4.6,293,2,2015-04-29 11:00
平鎮,桃園市,49,,良好,3.4,0.29,26,54,28,11,2,270,3,2015-04-29 11:00
永和,新北市,52,懸浮微粒,普通,2.9,1.09,20,56,33,28,1.4,256,3,2015-04-29 11:00
安南,臺南市,51,懸浮微粒,普通,2,0.19,34,56,11,3,2.9,265,2,2015-04-29 11:00
朴子,嘉義縣,43,,良好,2.2,0.26,24,39,26,4.9,3.8,238,2,2015-04-29 11:00
汐止,新北市,46,,良好,4.6,,18,,,,2.3,261,3,2015-04-29 11:00
竹山,南投縣,51,懸浮微粒,普通,2.4,0.22,46,46,20,7.6,2.2,239,3,2015-04-29 11:00
竹東,新竹縣,40,,良好,4.7,0.3,23,39,27,11,1.5,248,2,2015-04-29 11:00
西屯,臺中市,43,,良好,2.9,0.2,45,48,26,9.5,2.1,230,2,2015-04-29 11:00
沙鹿,臺中市,46,,良好,,,32,,,,3.6,266,2,2015-04-29 11:00
宜蘭,宜蘭縣,43,,良好,4.5,0.33,35,46,42,5.4,1.9,79,4,2015-04-29 11:00
忠明,臺中市,43,,良好,3.4,0.31,41,49,31,13,1.5,164,3,2015-04-29 11:00
松山,臺北市,50,,良好,2.8,0.58,20,60,33,29,2.6,301,3,2015-04-29 11:00
板橋,新北市,54,懸浮微粒,普通,3.4,0.35,33,56,27,12,3.7,287,3,2015-04-29 11:00
林口,新北市,56,懸浮微粒,普通,3.4,0.29,20,70,29,21,1.8,216,3,2015-04-29 11:00
林園,高雄市,33,,良好,3.7,0.16,32,29,13,4.9,4.3,281,2,2015-04-29 11:00
花蓮,花蓮縣,46,,良好,,,45,,,,3.9,51,2,2015-04-29 11:00
金門,金門縣,61,懸浮微粒,普通,10,0.61,38,94,59,28,2.8,256,4,2015-04-29 11:00
前金,高雄市,43,,良好,1.6,0.23,29,50,18,5,3.7,270,2,2015-04-29 11:00
前鎮,高雄市,38,,良好,2.9,0.24,25,38,10,9.7,3,286,2,2015-04-29 11:00
南投,南投縣,47,,良好,2.7,0.43,41,43,35,7.9,2.1,273,3,2015-04-29 11:00
屏東,屏東縣,44,,良好,2.1,0.24,42,41,17,5.6,2.9,283,2,2015-04-29 11:00
恆春,屏東縣,41,,良好,1.3,0.12,33,31,13,2,4.3,278,2,2015-04-29 11:00
苗栗,苗栗縣,58,懸浮微粒,普通,6.7,0.35,22,61,16,15,1.9,247,2,2015-04-29 11:00
埔里,南投縣,42,,良好,1.5,0.28,47,40,27,6.8,1.5,275,3,2015-04-29 11:00
桃園,桃園市,45,,良好,2.6,0.4,24,50,28,14,1.8,288,3,2015-04-29 11:00
馬公,澎湖縣,34,,良好,1.6,0.26,29,37,19,4.3,1.8,172,2,2015-04-29 11:00
馬祖,連江縣,32,,良好,3.4,0.34,34,34,19,9.3,1.9,150,2,2015-04-29 11:00
基隆,基隆市,38,,良好,3,0.42,27,36,25,15,2.6,92,3,2015-04-29 11:00
崙背,雲林縣,28,,良好,2.3,0.16,32,30,20,2.5,3.1,239,3,2015-04-29 11:00
淡水,新北市,37,,良好,2.7,0.18,32,33,13,2.9,,,2,2015-04-29 11:00
麥寮,雲林縣,52,懸浮微粒,普通,2.4,0.15,33,46,15,3.8,3.8,230,2,2015-04-29 11:00
善化,臺南市,37,,良好,1.8,0.2,36,32,18,4.6,3.6,273,2,2015-04-29 11:00
復興,高雄市,39,,良好,3.7,0.34,16,39,11,10,1.1,231,2,2015-04-29 11:00
湖口,新竹縣,40,,良好,3.4,0.18,33,40,12,4.2,3.8,245,1,2015-04-29 11:00
菜寮,新北市,50,,良好,3.7,0.4,20,50,26,22,3.7,284,3,2015-04-29 11:00
陽明,臺北市,24,,良好,2.1,0.19,29,24,20,5.9,,,2,2015-04-29 11:00
新竹,新竹市,26,,良好,2.8,0.33,29,27,17,8.8,2.2,259,2,2015-04-29 11:00
新店,新北市,43,,良好,,,,57,32,,2.3,314,3,2015-04-29 11:00
新莊,新北市,45,,良好,3.8,0.33,31,39,31,12,3,253,3,2015-04-29 11:00
新港,嘉義縣,49,,良好,1.5,0.17,35,53,9,2.9,3.3,273,2,2015-04-29 11:00
新營,臺南市,51,懸浮微粒,普通,4,0.27,34,49,19,7.8,2.7,277,2,2015-04-29 11:00
楠梓,高雄市,64,懸浮微粒,普通,4.2,0.23,29,60,14,8.4,2.8,258,2,2015-04-29 11:00
萬里,新北市,51,懸浮微粒,普通,6.6,0.26,36,51,29,9,5.3,66,3,2015-04-29 11:00
萬華,臺北市,51,懸浮微粒,普通,3.2,0.53,25,58,32,21,2.5,285,3,2015-04-29 11:00
嘉義,嘉義市,39,,良好,1.4,0.2,34,30,5,2.7,2.1,226,2,2015-04-29 11:00
彰化,彰化縣,43,,良好,3.7,0.22,39,37,24,6.9,2.1,243,2,2015-04-29 11:00
臺西,雲林縣,31,,良好,2.4,0.16,37,24,15,3.1,4.7,256,2,2015-04-29 11:00
臺東,臺東縣,0,,,1.7,0.42,43,40,19,5.8,1.8,168,,2015-04-29 11:00
臺南,臺南市,33,,良好,2.2,0.21,33,27,15,5.4,3.1,256,2,2015-04-29 11:00
潮州,屏東縣,40,,良好,3.5,0.23,48,44,25,7.1,3.5,277,2,2015-04-29 11:00
線西,彰化縣,38,,良好,4.8,0.2,34,34,25,4.5,3.5,258,2,2015-04-29 11:00
