00,35.8,815.8,556.5,739.8
00:10,35.9,804.0,560.6,729.3
00:20,34.5,798.0,549.0,721.8
00:30,35.0,796.7,540.7,726.3
00:40,34.0,784.9,540.9,712.3
00:50,34.5,786.8,538.6,712.8
01,33.4,770.2,536.1,695.3
01:10,33.4,772.6,527.4,696.9
01:20,33.2,768.0,523.4,695.0
01:30,32.7,750.3,529.7,675.8
01:40,32.3,757.3,520.1,673.8
01:50,32.2,764.1,520.0,659.0
02,32.3,767.8,533.8,664.0
02:10,31.9,757.1,522.6,655.6
02:20,32.7,760.2,523.1,659.0
02:30,32.3,749.6,522.7,667.5
02:40,32.2,742.6,509.7,657.5
02:50,31.9,744.3,514.1,654.9
03,31.4,745.4,519.5,631.2
03:10,31.7,738.4,527.3,648.2
03:20,31.9,740.9,510.2,650.9
03:30,31.3,729.0,499.0,645.0
03:40,31.4,732.6,505.8,646.6
03:50,31.0,730.0,506.6,640.2
04,31.5,727.7,502.8,634.0
04:10,31.8,731.7,508.7,648.1
04:20,31.5,723.9,505.2,634.4
04:30,31.0,730.3,507.1,636.2
04:40,31.4,728.9,507.8,638.4
04:50,31.2,718.8,506.9,639.2
05,31.6,716.7,505.4,630.1
05:10,32.2,725.2,493.4,642.9
05:20,32.3,733.8,493.1,639.3
05:30,32.5,710.7,489.6,637.1
05:40,32.0,720.5,492.6,617.2
05:50,31.9,715.7,490.3,642.6
06,31.8,698.0,497.0,634.0
06:10,32.4,704.3,505.0,643.0
06:20,31.8,700.6,508.8,635.4
06:30,32.1,714.0,490.4,644.6
06:40,32.0,704.6,488.0,648.1
06:50,32.7,715.2,497.7,645.3
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
