"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24790980","大陸商廈門安德魯森食品有限公司","臺北市士林區基河路382號2樓","李丹","0","1040624"
"2","24791480","香港商天奕科技有限公司","臺北市內湖區文湖街2-1號7樓","詹群毅","0","1040609"
"3","24792241","巨森建設股份有限公司","金門縣金湖鎮環島南路塔后段5巷18號","李順景","80000000","1040602"
"4","24792489","鑫象綜合股份有限公司","金門縣金城鎮南門里中興路34號","洪偉騰","10000000","1040603"
"5","24792565","英屬維京群島商智園科技有限公司","臺北市信義區忠孝東路5段1-3號14樓","張民樑","500000","1040601"
"6","24792663","法商納美音頻有限公司","臺北市信義區忠孝東路4段560號10樓之2","盧伊玲","0","1040529"
"7","24792679","美商武芸貿易有限公司","臺北市松山區中正里復興北路57號14樓之3","武小龍","0","1040529"
"8","24792713","貝里斯商卡立可有限公司","臺中市大肚區育英路92號2樓","陳柏儒","2000000","1040529"
"9","24792729","英屬維京群島商昌府有限公司","臺北市大安區光復南路102號10樓","林建昌","5000000","1040529"
"10","24792734","薩摩亞商商盛有限公司","臺中市豐原區南村里3鄰水源路427巷40號1樓","張清舜","5000000","1040601"
"11","24792755","英屬維京群島商杰群電子科技股份有限公司","新竹縣竹北市科崙里科大一路206號1樓","季裕程","10000000","1040601"
"12","24792782","美商天策股份有限公司","桃園市中壢區洽溪里永泰路151號5樓","曾彥彬","0","1040601"
"13","24792805","貝里斯商大魏金屬建材有限公司","彰化縣伸港鄉曾家村中山路927巷60號","魏良蓉","1000000","1040602"
"14","24792811","瑞士商艾薾保歐洲有限公司","臺北市松山區敦化北路170號3樓","蘇菀婷","500000","1040602"
"15","24792880","英屬維京群島商玫瑰坊有限公司","臺北市大同區塔城街38號2樓","曹乃桓","500000","1040605"
"16","24793001","澳門商亞洲明星科技有限公司","臺中市北區淡溝里臺灣大道2段360號26樓之3","林資凱","0","1040604"
"17","24793038","金鼎豐建設事業有限公司","金門縣金湖鎮正義里夏興95號","陳森木","10000000","1040608"
"18","24793059","薩摩亞商高星有限公司","桃園市楊梅區高上里幼三路6號4樓","林恩鍵","0","1040608"
"19","24793065","英屬維京群島商邁鴻股份有限公司","新北市中和區中原里中正路880號3樓","陳穎菁","500000","1040608"
"20","24793071","貝里斯商勳徽有限公司","臺北市大安區基隆路2段112號7樓","佘祥生","10000000","1040608"
"21","24793086","塞席爾商翔佳有限公司","臺中市大雅區二和里雅潭路4段496號","林志崇","0","1040608"
"22","24793109","香港商品誠保萊有限公司","臺北市松山區復興北路367號8樓","孫佰克","0","1040608"
