SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,24,,良好,2.2,0.18,9.6,15,,11,2,161,,2015-04-29 02:00
三重,新北市,58,懸浮微粒,普通,2.5,0.64,,48,23,23,,,3,2015-04-29 02:00
三義,苗栗縣,26,,良好,2.3,0.31,10,31,20,13,3.1,189,2,2015-04-29 02:00
土城,新北市,40,,良好,1.8,0.31,12,37,28,12,1.4,163,3,2015-04-29 02:00
士林,臺北市,36,,良好,3.4,0.3,9.6,22,16,18,1.6,315,2,2015-04-29 02:00
大同,臺北市,58,懸浮微粒,普通,3.9,0.6,,47,17,19,,,3,2015-04-29 02:00
大里,臺中市,36,,良好,6.9,0.34,1.2,35,24,21,2.1,164,2,2015-04-29 02:00
大園,桃園市,53,懸浮微粒,普通,5,0.32,27,50,24,12,2.9,336,3,2015-04-29 02:00
大寮,高雄市,38,,良好,2.5,0.25,11,45,31,14,1.6,298,3,2015-04-29 02:00
小港,高雄市,44,,良好,2.8,0.32,13,51,23,15,1.7,308,2,2015-04-29 02:00
中山,臺北市,36,,良好,3.4,0.5,5,26,16,20,0.8,268,3,2015-04-29 02:00
中壢,桃園市,53,懸浮微粒,普通,3.3,0.33,13,48,13,13,0.8,259,2,2015-04-29 02:00
仁武,高雄市,51,懸浮微粒,普通,2.6,0.26,13,49,22,13,2,322,2,2015-04-29 02:00
斗六,雲林縣,39,,良好,2.6,0.23,12,32,14,11,1.2,170,2,2015-04-29 02:00
冬山,宜蘭縣,62,懸浮微粒,普通,2.3,0.49,9.3,61,42,19,0.7,303,5,2015-04-29 02:00
古亭,臺北市,56,懸浮微粒,普通,2,0.62,1.8,61,30,23,1.5,209,3,2015-04-29 02:00
左營,高雄市,51,懸浮微粒,普通,3.4,0.3,18,52,23,12,1.3,315,3,2015-04-29 02:00
平鎮,桃園市,51,懸浮微粒,普通,2.4,0.21,13,49,15,14,1.2,9.3,3,2015-04-29 02:00
永和,新北市,50,,良好,1,0.64,2.3,40,30,21,0.6,186,3,2015-04-29 02:00
安南,臺南市,42,,良好,2.4,0.22,15,45,13,11,0.5,64,2,2015-04-29 02:00
