"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24658027","毅山科技股份有限公司","桃園市中壢區忠孝路275號12樓","賴秉勳","3000000","1031128"
"2","24658048","旭宸設計有限公司","新竹縣竹北市新國里華興一街53巷8號3樓","陳志忠","100000","1031128"
"3","24658053","安妍堂國際事業有限公司","新竹市長春街158巷1弄20號3樓","林道明","100000","1031201"
"4","24658069","彩芸花藝有限公司","新竹縣湖口鄉鳳凰村新興路634號1樓","蘇鉯茹","200000","1031201"
"5","24658075","統郁實業有限公司","桃園市龜山區大湖里復興一路473號","李昆宗","2000000","1031201"
"6","24658080","義達企業有限公司","桃園市平鎮區復興里廣德街254號1樓","余月照","5000000","1031201"
"7","24658096","王師父有限公司","桃園市龍潭區佳安里文化路169之1號","簡玉蓮","500000","1031201"
"8","24658103","富立全實業股份有限公司","桃園市蘆竹區洛陽街141號7樓","吳振發","31000000","1031201"
"9","24658119","華泰國際實業有限公司","彰化縣彰化市延平里大埔路536號1樓","黄映蓁","1000000","1031201"
"10","24658125","全鑫裝潢材料有限公司","宜蘭縣五結鄉福興村五結路3段508巷15號1樓","黃資閔","200000","1031201"
"11","24658130","國賓木業有限公司","彰化縣福興鄉頂粘村東勢巷7之33號","黃國賓","300000","1031201"
"12","24658151","晉隆有限公司","彰化縣彰化市延和里大埔路65巷88號","林永良","3000000","1031201"
"13","24658167","鼎泰環球有限公司","新竹市北區磐石里竹光路131號10樓之1","桂鼎清","1000000","1031201"
"14","24658173","群馬國際有限公司","基隆市信義區正信路227巷21弄28號6樓","簡仕宸","300000","1031201"
"15","24670887","群鋼工程有限公司","高雄市鳳山區五甲二路93號5樓","莊國瑞","1500000","1031127"
"16","24670943","協昌輪胎有限公司","高雄市前鎮區鎮東一街395巷34號3樓之3","鄭景藤","1000000","1031127"
"17","24671035","展有限公司","高雄市鳳山區鳳東七街15號1樓","黃伶","50000","1031127"
"18","24671062","歐耶眼鏡有限公司","高雄市鳳山區三誠路59號1樓","吳豐祺","430000","1031127"
"19","24671099","密斯特杰餐飲管理顧問股份有限公司","高雄市苓雅區廣西路38號","劉嘉棟","100000","1031128"
"20","24671128","日麗建設有限公司","高雄市左營區重光路76之1號10樓","郝麗娟","2000000","1031128"
"21","24671133","靚漾綵國際有限公司","高雄市小港區中船二村22之3號","林潔縈","1000000","1031128"
"22","24671149","達利能源有限公司","高雄市前鎮區中山二路2號7樓之5","厲國欽","200000","1031128"
"23","24671154","三田設計工程顧問有限公司","高雄市苓雅區武智街16號5樓","王科文","200000","1031128"
"24","24671160","進利能源有限公司","高雄市前鎮區中山二路2號7樓之5","厲國欽","200000","1031128"
"25","24671176","永鳴環保有限公司","高雄市三民區水源路13號","陳吉家","1000000","1031125"
"26","24671181","喜薇有限公司","高雄市三民區明誠一路677號1樓","呂貞雅","1000000","1031128"
"27","24671197","春天家居有限公司","高雄市新興區青年一路416號1樓","廖國佑","2000000","1031128"
"28","24671204","上將貿易開發有限公司","高雄市大寮區中興路43之10號1樓","金湘娟","2000000","1031128"
"29","24671210","杰祥投資有限公司","高雄市苓雅區尚志街24號1樓","陳司杰","500000","1031128"
"30","24671231","承華順有限公司","高雄市三民區鼎泰街21號1樓","馮曉東","6000000","1031128"
"31","24671247","經典南菲企業有限公司","高雄市新興區復興二路346號","余惠珠","2000000","1031201"
"32","24671252","日日小時光有限公司","高雄市苓雅區青年一路1之10號1樓","余佳臻","1800000","1031201"
"33","24671268","寶島皇鳳堂有限公司","高雄市三民區大豐一路216號2樓、218號2樓","林聖豪","200000","1031201"
"34","24671274","伊琳娜預防美學有限公司","高雄市左營區榮德街433號1樓","蘇詠瓊","2000000","1031201"
"35","24671289","高雄糕熊創意行銷有限公司","高雄市三民區自立一路76巷4號1樓","陳詩倫","1000000","1031201"
"36","24671295","田寮咖啡有限公司","高雄市左營區博愛四路282號23樓之1","陳右直","500000","1031201"
"37","24671302","熊芝堂生物科技有限公司","高雄市三民區大豐一路216、218號4樓","林聖豪","200000","1031201"
"38","24671318","宏利淼有限公司","高雄市前鎮區三多三路155號4樓之3","葉哲宏","250000","1031201"
"39","24671324","鎧錮國際有限公司","高雄市三民區九如二路597號4樓之7","許明偉","1000000","1031201"
"40","24671339","睿杰醫藥研發有限公司","高雄市三民區鼎中路213號2樓","吳信誼","5000000","1031201"
"41","24671345","龍辰工程有限公司","高雄市三民區錦州街133號","邱國良","1000000","1031201"
"42","24671350","崴楷科技股份有限公司","高雄市橋頭區橋新環路207號13樓","廖健程","5000000","1031201"
"43","24671366","就愛鮮蔬果有限公司","高雄市鼓山區篤敬路65號","彭詩玲","100000","1031201"
"44","24671372","明昌不動產有限公司","高雄市左營區崇德路17號","顏麗美","1000000","1031201"
"45","24671387","錦聖工程有限公司","高雄市旗山區泰山二巷3之2號","彭錦彬","300000","1031201"
