SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,74,懸浮微粒,普通,2.1,0.53,34,95,61,9.7,3.7,39,8,2015-02-18 08:00
三重,新北市,93,懸浮微粒,普通,7.3,1.23,,159,32,34,,,4,2015-02-18 08:00
三義,苗栗縣,54,懸浮微粒,普通,0.9,0.48,37,53,23,2.4,3.3,30,3,2015-02-18 08:00
土城,新北市,80,懸浮微粒,普通,2.8,0.54,50,125,45,8.7,2.1,226,5,2015-02-18 08:00
士林,臺北市,74,懸浮微粒,普通,3.6,0.45,59,112,50,6,3.4,101,5,2015-02-18 08:00
大同,臺北市,93,懸浮微粒,普通,4.6,0.8,,152,44,29,,,4,2015-02-18 08:00
大里,臺中市,74,懸浮微粒,普通,2.8,1.04,4.5,77,53,20,1.2,163,7,2015-02-18 08:00
大園,桃園市,82,懸浮微粒,普通,7.2,0.51,35,134,45,28,6,66,4,2015-02-18 08:00
大寮,高雄市,82,懸浮微粒,普通,3,0.9,4.7,119,73,23,0.9,294,10,2015-02-18 08:00
小港,高雄市,92,懸浮微粒,普通,10,1.41,5.8,147,83,39,1.2,270,10,2015-02-18 08:00
中山,臺北市,98,懸浮微粒,普通,4.2,0.57,44,162,44,18,2.9,105,5,2015-02-18 08:00
中壢,桃園市,82,懸浮微粒,普通,2.4,0.67,45,119,33,15,2.1,162,3,2015-02-18 08:00
仁武,高雄市,92,懸浮微粒,普通,4.4,1,6.5,142,70,25,1.1,319,9,2015-02-18 08:00
斗六,雲林縣,76,懸浮微粒,普通,2.2,0.94,7.2,113,73,19,0.8,40,8,2015-02-18 08:00
冬山,宜蘭縣,59,懸浮微粒,普通,1.9,0.5,35,83,35,11,0.9,251,4,2015-02-18 08:00
古亭,臺北市,84,懸浮微粒,普通,2.7,0.5,47,129,44,9,3.3,31,5,2015-02-18 08:00
左營,高雄市,84,懸浮微粒,普通,2.2,0.97,6.8,120,65,21,1.2,295,9,2015-02-18 08:00
平鎮,桃園市,84,懸浮微粒,普通,3.9,0.51,47,142,45,8.1,4.4,59,5,2015-02-18 08:00
