19:10,45.6,950.7,709.7,1008.7
19:20,45.5,948.2,717.2,994.6
19:30,45.6,941.3,716.8,997.9
19:40,45.6,946.1,725.7,999.3
19:50,44.8,941.9,712.8,986.3
20,44.6,938.1,713.0,982.1
20:10,44.4,944.1,697.8,979.6
20:20,44.9,935.6,693.5,972.2
20:30,45.2,930.0,692.7,976.2
20:40,45.0,934.8,680.4,974.1
20:50,43.9,926.1,686.0,962.8
21,44.1,923.6,678.7,951.9
21:10,44.1,909.8,672.7,949.1
21:20,43.5,914.1,669.0,947.5
21:30,43.6,899.6,662.6,936.6
21:40,42.5,903.3,665.4,917.5
21:50,42.0,893.8,662.1,920.9
22,41.7,901.8,641.5,904.9
22:10,40.7,890.9,641.1,876.8
22:20,41.4,889.1,627.4,873.8
22:30,40.1,866.6,627.6,871.5
22:40,39.4,860.0,641.2,860.1
22:50,39.0,872.9,642.4,849.9
23,37.9,867.9,627.5,847.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
