19:10,45.6,950.7,709.7,1008.7
19:20,45.5,948.2,717.2,994.6
19:30,45.6,941.3,716.8,997.9
19:40,45.6,946.1,725.7,999.3
19:50,44.8,941.9,712.8,986.3
20,44.6,938.1,713.0,982.1
20:10,44.4,944.1,697.8,979.6
20:20,44.9,935.6,693.5,972.2
20:30,45.2,930.0,692.7,976.2
20:40,45.0,934.8,680.4,974.1
20:50,43.9,926.1,686.0,962.8
21,44.1,923.6,678.7,951.9
21:10,44.1,909.8,672.7,949.1
21:20,43.5,914.1,669.0,947.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
