"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00000000","復華廣告有限公司","臺中市中區錦上里平等街５６巷１號","李水發","500000","1040701"
"2","00069149","台北美上美股份有限公司","基隆市信義區培德路73號","森部一夫","317512700","1040702"
"3","00094800","尼德蘭公證檢查有限公司","基隆市信義區東明里19鄰東光路23號1樓","李玉霞","3000000","1040730"
"4","00146877","欣隆天然氣股份有限公司","基隆市信義區信一路57號4樓","潘恭孝","574412930","1040716"
"5","00198143","洋豐投資股份有限公司","臺北市大安區敦化南路2段105號9樓","林文清","30000000","1040703"
"6","00294700","繹光交通股份有限公司","基隆市七堵區福五街222號","許朝閔","2000000","1040714"
"7","00655979","長春貨櫃儲運股份有限公司","基隆市七堵區明德三路96號","陳致超","935386440","1040730"
"8","00676329","立城營造股份有限公司","基隆市信義區東明路55巷33號1樓","連立凱","100000000","1040723"
"9","00679085","五隆計程汽車有限公司","基隆市七堵區百二街103號1樓","李素真","5000000","1040727"
"10","00694852","九重機械工業股份有限公司","基隆市安樂區武訓街57號","黃明仁","12000000","1040717"
"11","00694950","全福計程汽車有限公司","基隆市七堵區百二街103號1樓","李素真","5000000","1040729"
"12","00697844","宏駿機電工程有限公司","基隆市中正區信五路5號1樓","張仲輔","6000000","1040727"
"13","00700094","德威工業股份有限公司","基隆市暖暖區八堵里3鄰源遠路7號","蔡瓊慧","5000000","1040708"
"14","00707879","協青交通有限公司","基隆市七堵區百二街103號1樓","李素貞","3000000","1040730"
"15","00730294","金鍛工業股份有限公司","新北市萬里區崁腳里內中福4號之4","邱奕鈞","666751140","1040723"
"16","00759881","協松交通股份有限公司","基隆市七堵區百二街103號1樓","李素真","3000000","1040716"
"17","00768869","協和交通有限公司","基隆市七堵區百二街103號1樓","李素真","5000000","1040728"
"18","00805034","享泰汽車有限公司","基隆市信義區東明路181號1樓","林美華","5000000","1040710"
"19","00833117","高立展業有限公司","彰化縣員林鎮山腳路四段37巷332號","洪松林","500000","1040707"
"20","00837893","泰元通運股份有限公司","新北市汐止區大同路3段517號1樓","林正義","15000000","1040707"
"21","00850109","新中旅通運股份有限公司","基隆市中正區義一路18號13樓（A）棟　","陳建宏","100000000","1040716"
"22","00884017","日盛報關股份有限公司","基隆市中正區義一路43號7樓之3","許玉樹","100000000","1040715"
"23","01074009","準鑫企業股份有限公司","新北市三重區光復路1段61巷14號","李道庸","40000000","1040715"
"24","01074922","糖福育樂股份有限公司","臺南市南區大林里大同路二段402號2樓","江銘宏","6800000","1040713"
"25","01126029","煥翔實業有限公司","新北市三重區過圳街7巷16號4樓之1","簡添富","5070000","1040730"
"26","01175920","理隆纖維工業股份有限公司","臺北市松山區復興北路369號4樓之6","陳重義","1246000000","1040715"
"27","01176152","中菲行國際物流股份有限公司","臺北市內湖區民權東路6段160號11樓","錢堯懷","1290000000","1040702"
"28","01180613","隆電股份有限公司","臺北市內湖區內湖路1段250號11樓","張憲明","50000000","1040721"
"29","01183554","合全產品開發股份有限公司","臺北市內湖區瑞光路618號8樓","廖文廣","81090220","1040723"
"30","01185151","耶鑫實業有限公司","臺北市松山區南京東路4段133巷7弄26號2樓","周賢良","6500000","1040701"
"31","01187067","祥穩工程有限公司","臺北市中山區合江街180巷25號","徐正隆","10000000","1040717"
"32","01190485","太順實業股份有限公司","臺北市大安區復興南路1段380號7樓","何金峰","56680000","1040713"
"33","01191576","立乾企業股份有限公司","苗栗縣竹南鎮正南里中正路80號","白正亮","28350000","1040715"
"34","01192907","品真有限公司","臺北市中山區長安東路1段2-1號2樓","劉秀忍","12000000","1040714"
"35","01505627","前程科技股份有限公司","臺北市南港區市民大道7段7號2樓","劉明勳","75000000","1040702"
"36","01508552","潮鴻汽車股份有限公司","臺北市中山區松江路87號12樓之1","陳榮吉","15000000","1040706"
"37","01510229","盈祥工業股份有限公司","新北市汐止區環河街185巷20號","周廣台","6000000","1040708"
"38","01512438","怡原企業有限公司","臺北市大同區重慶北路3段229號1樓","王凱民","5000000","1040728"
"39","01515619","德兆建設股份有限公司","臺北市大安區仁愛路4段376號15樓之1","王明德","400000000","1040702"
"40","01515651","好來化工股份有限公司","臺北市松山區敦化南路1段2號9樓","李宏騫","30300000","1040703"
"41","01630738","加美光學股份有限公司","新北市新店區北新路3段225號6樓","楊國顯","258000000","1040708"
"42","01809500","嘉陽紙器有限公司","桃園市龜山區萬壽路1段492之20號1樓","謝松雄","5000000","1040724"
"43","01811463","夢之禮股份有限公司","臺北市南港區南港路3段149巷49弄1號1樓","郭枝來","15000000","1040728"
"44","01859037","福泰建設有限公司","新北市汐止區瑞松街194巷11號","許秀葉","30000000","1040715"
"45","01864524","國揚鋁業股份有限公司","新北市三峽區成福路105巷23號1樓","劉永樂","26000000","1040727"
"46","01864974","漢忠營造股份有限公司","臺中市西屯區西墩里黎明路三段133號9樓之1","黄阿娟","22500000","1040703"
"47","01884628","駿羽纖維工業股份有限公司","新北市板橋區懷德街127巷17號3樓","林賛","15000000","1040731"
